idx,size,avail,enc_fin,offload,inf,recv
0,38912,1660105230431,1660105230466,1660105230467,63,1660105230691
3,38912,1660105230731,1660105230766,1660105230767,63,1660105230940
6,38912,1660105231031,1660105231067,1660105231068,63,1660105231290
9,38912,1660105231331,1660105231366,1660105231367,63,1660105231549
12,38912,1660105231632,1660105231667,1660105231668,63,1660105231891
15,38912,1660105231932,1660105231967,1660105231968,63,1660105232140
18,38912,1660105232231,1660105232266,1660105232267,63,1660105232498
21,38912,1660105232531,1660105232566,1660105232567,63,1660105232748
24,38912,1660105232831,1660105232866,1660105232867,63,1660105233090
27,38912,1660105233131,1660105233166,1660105233167,63,1660105233340
30,38912,1660105233431,1660105233466,1660105233467,63,1660105233690
33,38912,1660105233731,1660105233766,1660105233767,63,1660105233968
36,38912,1660105234031,1660105234066,1660105234067,63,1660105234290
39,38912,1660105234331,1660105234366,1660105234367,63,1660105234550
42,38912,1660105234631,1660105234666,1660105234667,63,1660105234891
45,38912,1660105234931,1660105234966,1660105234967,63,1660105235168
48,38912,1660105235231,1660105235266,1660105235267,63,1660105235498
51,38912,1660105235531,1660105235566,1660105235567,63,1660105235770
54,38912,1660105235832,1660105235867,1660105235868,63,1660105236100
57,38912,1660105236131,1660105236166,1660105236167,63,1660105236340
60,38912,1660105236431,1660105236466,1660105236467,63,1660105236690
63,38912,1660105236731,1660105236766,1660105236767,63,1660105236950
66,38912,1660105237031,1660105237066,1660105237067,63,1660105237298
69,38912,1660105237331,1660105237366,1660105237367,63,1660105237580
72,38912,1660105237631,1660105237666,1660105237667,63,1660105237881
75,38912,1660105237931,1660105237966,1660105237967,63,1660105238140
78,38912,1660105238231,1660105238266,1660105238267,63,1660105238480
81,38912,1660105238531,1660105238566,1660105238567,63,1660105238750
84,38912,1660105238831,1660105238866,1660105238867,63,1660105239108
87,38912,1660105239131,1660105239166,1660105239167,63,1660105239379
90,38912,1660105239431,1660105239467,1660105239467,63,1660105239688
93,38912,1660105239731,1660105239766,1660105239768,63,1660105239971
96,38912,1660105240031,1660105240066,1660105240069,63,1660105240281
99,38912,1660105240332,1660105240367,1660105240368,63,1660105240576
102,38912,1660105240632,1660105240667,1660105240668,63,1660105240906
105,38912,1660105240931,1660105240966,1660105240967,63,1660105241228
108,38912,1660105241232,1660105241267,1660105241268,63,1660105241461
111,38912,1660105241532,1660105241567,1660105241568,63,1660105241969
116,38912,1660105242031,1660105242066,1660105242073,63,1660105243362
130,38912,1660105243431,1660105243466,1660105243469,63,1660105243692
133,38912,1660105243731,1660105243766,1660105243768,63,1660105243950
136,38912,1660105244031,1660105244066,1660105244067,63,1660105244254
139,38912,1660105244331,1660105244366,1660105244368,63,1660105244555
142,38912,1660105244632,1660105244667,1660105244668,63,1660105244876
145,38912,1660105244931,1660105244966,1660105244968,63,1660105245147
148,38912,1660105245232,1660105245267,1660105245268,63,1660105245627
152,38912,1660105245632,1660105245667,1660105245668,63,1660105246257
159,38912,1660105246331,1660105246366,1660105246367,63,1660105246547
162,38912,1660105246631,1660105246666,1660105246666,63,1660105247284
169,38912,1660105247331,1660105247366,1660105247367,63,1660105247514
171,38912,1660105247531,1660105247566,1660105247567,63,1660105247864
175,38912,1660105247931,1660105247966,1660105247967,63,1660105248124
177,38912,1660105248131,1660105248166,1660105248167,63,1660105248329
179,38912,1660105248331,1660105248366,1660105248367,63,1660105248579
182,38912,1660105248631,1660105248666,1660105248667,63,1660105248857
185,38912,1660105248931,1660105248966,1660105248967,63,1660105249132
188,38912,1660105249231,1660105249266,1660105249267,63,1660105249420
190,38912,1660105249431,1660105249466,1660105249467,63,1660105249639
193,38912,1660105249731,1660105249766,1660105249767,63,1660105249950
196,38912,1660105250031,1660105250066,1660105250067,63,1660105250209
