,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte,5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps]
0,2022-08-10 22:37:49.000000,-105.598579,41.195549,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,0.0,,0.0,,,,,,,,,,,,,
1,2022-08-10 22:37:49.400000,-105.598579,41.195549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.0,Band 66,67086.0,132622.0,10.0,10.0,-110.03,-12.63,-80.34,22.38,23.0,23.0,9.7,13.0,11.67,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,
2,2022-08-10 22:37:49.436610,-105.598579,41.195549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2022-08-10 22:37:49.500000,-105.598579,41.195549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.0,Band 66,67086.0,132622.0,10.0,10.0,-108.97,-12.09,-79.56,,23.0,23.0,6.85,10.67,11.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,0.0
4,2022-08-10 22:37:49.600000,-105.598579,41.195549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.0,Band 66,67086.0,132622.0,10.0,10.0,-108.16,-10.59,-80.44,,,23.0,13.15,11.5,11.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,0.0,,,NonCA,,Band 66,0.0,0.0,0.0,0.0,
5,2022-08-10 22:37:49.700000,-105.598579,41.195549,,,,,,,,,,,3.0,54.0,209.0,32.0,4.0,66.0,324.0,31.0,6.0,7.0,307.0,34.0,9.0,30.0,303.0,29.0,,,,,,,,,,,,,,,,,23.0,,12.0,12.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2022-08-10 22:37:49.800000,-105.598579,41.195549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.0,Band 66,67086.0,132622.0,10.0,10.0,-107.73,-11.13,-79.66,,,23.0,10.98,12.75,12.0,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,
7,2022-08-10 22:37:49.900000,-105.598579,41.195549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.0,Band 66,67086.0,132622.0,10.0,10.0,-107.75,-9.13,-81.63,,,23.0,10.8,13.0,12.33,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,NonCA,,Band 66,,,,,
8,2022-08-10 22:37:50.000000,-105.598579,41.195549,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,233.0,Band 66,67086.0,132622.0,10.0,10.0,-108.33,-10.23,-81.11,,,23.0,11.15,12.4,11.8,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,0.01,,0.0,,0.0,,0.0,,,,0.01,,0.0,,0.0,,0.0,,,,,,NonCA,,Band 66,,,,,0.0
9,2022-08-10 22:37:50.100000,-105.598579,41.195549,-105.59858,41.19555,21:37:50,174.0,122.0,122.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,233.0,Band 66,67086.0,132622.0,10.0,10.0,-108.78,-12.25,-77.59,,,23.0,7.95,12.0,10.75,2.0,0.0,100.0,0.0,0.0,TM4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,0.0,0.0,0.0,0.0,
