,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
52,2022-08-08 15:08:04.200000,-118.237556,34.058418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-73.1,-10.94,-39.92,,,-16.9,5.11,7.0,5.5,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,,,22.42,,,256QAM,,1.42,,,,,,16.67,,,,,,1.42,,,,16.67,,,,,,,,,NonCA,NonCA,Band 66,,,,
53,2022-08-08 15:08:04.300000,-118.237564,34.058414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-72.18,-10.97,-39.23,,,-23.0,5.64,10.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,9.0,,2.5,,,16QAM,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,0.002,,0.002,,NonCA,,Band 66,,,,
54,2022-08-08 15:08:04.400000,-118.237564,34.058414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-72.86,-9.44,-39.63,,,-17.67,7.38,9.0,0.0,,,,,,TM4,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,0.003,0.003,198.0,198.0
55,2022-08-08 15:08:04.500000,-118.237564,34.058414,,,,,,,,,,,10.0,54.0,270.0,33.0,18.0,57.0,65.0,38.0,23.0,70.0,341.0,33.0,24.0,10.0,106.0,32.0,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-73.1,-9.24,-40.03,,,-23.0,4.23,7.0,0.0,,,,,,TM4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,NonCA,,Band 66,,,,
56,2022-08-08 15:08:04.600000,-118.237564,34.058414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-72.05,-11.77,-40.17,,,-14.13,4.9,,,2.0,0.0,100.0,0.0,0.0,TM4,,,2.4,,,QPSK,,,4.8,,,,,,0.0,28.57,,,,,4.8,,,,0.0,28.57,,,,,0.004,,0.004,,NonCA,,Band 66,,,,
57,2022-08-08 15:08:04.700000,-118.237564,34.058414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-71.84,-11.7,-39.95,,,-17.0,3.99,6.0,6.0,,,,,,TM4,1.0,,,,22.83,,,256QAM,,1.33,,,,,,,,,,,,1.33,,,,,,,,,,,,,NonCA,NonCA,Band 66,,,,
58,2022-08-08 15:08:04.800000,-118.237572,34.058411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-72.95,-12.19,-40.39,,,-10.33,5.14,6.33,6.67,2.0,0.0,100.0,0.0,0.0,TM4,14.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.002,,0.002,,NonCA,,Band 66,,,,
59,2022-08-08 15:08:04.900000,-118.237572,34.058411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-72.52,-10.68,-40.66,-10.14,,-13.5,5.55,,,2.0,0.0,100.0,0.0,0.0,TM4,,,2.5,,,16QAM,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,,,,,NonCA,,Band 66,0.002,0.002,132.0,132.0
60,2022-08-08 15:08:05.000000,-118.237572,34.058411,-118.23757,34.05841,13:08:04,210.0,4.0,4.0,1.45,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,5.0,Band 66,66586.0,132122.0,10.0,10.0,-72.88,-11.59,-41.27,,-20.13,-8.17,5.16,5.0,5.0,,,,,,TM4,14.0,4x2,,,,,,,,,0.28,0.28,0.0,0.02,,,0.06,0.024,0.023,0.021,,,0.28,0.02,,,0.06,0.024,0.023,0.021,,,,,NonCA,,Band 66,,,,
61,2022-08-08 15:08:05.100000,-118.237572,34.058411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-71.32,-9.22,-40.6,,,-15.33,7.05,6.5,5.5,,,,,,TM4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,NonCA,,Band 66,,,,
62,2022-08-08 15:08:05.200000,-118.237572,34.058407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-69.52,-8.73,-39.51,,,-11.83,8.56,,,2.0,0.0,100.0,0.0,0.0,TM4,,,5.0,,,16QAM,,,14.2,,,,,,20.0,0.0,,,,,14.2,,,,20.0,0.0,,,,,,0.003,,,NonCA,,Band 66,,,,
63,2022-08-08 15:08:05.300000,-118.237572,34.058407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-70.53,-9.37,-40.34,,,-19.0,7.68,6.0,6.0,,,,,,TM4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,NonCA,,Band 66,,,,
64,2022-08-08 15:08:05.400000,-118.237572,34.058407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-71.41,-10.31,-40.78,,,-14.88,4.86,6.5,2.0,1.0,100.0,0.0,0.0,0.0,TM4,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,0.003,0.003,198.0,198.0
65,2022-08-08 15:08:05.500000,-118.237579,34.058403,,,,,,,,,,,10.0,54.0,270.0,30.0,18.0,57.0,65.0,33.0,23.0,70.0,341.0,32.0,24.0,10.0,106.0,32.0,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-71.44,-11.74,-39.31,,,-21.0,5.57,6.0,3.0,,,,,,TM4,1.0,,2.5,,,16QAM,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,,,,0.003,NonCA,,Band 66,,,,
66,2022-08-08 15:08:05.600000,-118.237579,34.058403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-72.38,-10.14,-39.79,,,-16.67,6.98,8.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,1.0,,,,23.73,,,256QAM,,1.36,,,,,,0.0,,,,,,1.36,,,,0.0,,,,,0.004,,0.004,,NonCA,NonCA,Band 66,,,,
67,2022-08-08 15:08:05.700000,-118.237579,34.058403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-70.54,-10.02,-38.33,,,-18.05,7.91,7.5,3.0,2.0,0.0,100.0,0.0,0.0,TM4,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,
68,2022-08-08 15:08:05.800000,-118.237579,34.058403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-70.04,-10.15,-38.12,,,-19.22,6.0,8.0,0.0,,,,,,TM4,2.0,,4.22,,,16QAM,,,4.44,,,,,,0.0,14.29,,,,,4.44,,,,0.0,14.29,,,,,0.024,,0.024,,NonCA,,Band 66,,,,
69,2022-08-08 15:08:05.900000,-118.237579,34.058399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-71.07,-11.22,-39.61,,,-26.0,5.12,6.0,6.0,2.0,0.0,100.0,0.0,0.0,TM4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,0.013,0.01,805.0,652.0
70,2022-08-08 15:08:06.000000,-118.237579,34.058399,-118.23758,34.0584,13:08:05,218.0,5.0,5.0,1.45,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,5.0,Band 66,66586.0,132122.0,10.0,10.0,-71.9,-10.99,-40.04,,,-17.91,6.04,6.0,3.0,,,,,,TM4,1.0,,,,23.6,,,256QAM,,1.73,0.14,0.14,0.0,0.03,,,0.014,0.023,0.014,0.02,,1.73,0.14,0.03,,,0.014,0.023,0.014,0.02,,,,,NonCA,NonCA,Band 66,,,,
71,2022-08-08 15:08:06.100000,-118.237579,34.058399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-69.79,-11.13,-38.66,,,-22.0,6.3,5.0,8.0,,,,,,TM4,14.0,,2.5,,,16QAM,,,4.0,,,,,,0.0,20.0,,,,,4.0,,,,0.0,20.0,,,,,0.002,,0.002,,NonCA,,Band 66,,,,
72,2022-08-08 15:08:06.200000,-118.237579,34.058399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-69.75,-11.09,-38.57,-8.22,-21.1,-17.0,4.51,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,
73,2022-08-08 15:08:06.300000,-118.237579,34.058395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-71.2,-11.86,-39.13,,-23.0,-23.0,4.49,9.0,0.0,,,,,,TM4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,NonCA,,Band 66,,,,
74,2022-08-08 15:08:06.400000,-118.237579,34.058395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-71.16,-11.71,-38.73,,,-17.27,5.2,8.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,4.0,,2.5,,,16QAM,,,4.0,,,,,,0.0,0.0,,,,,4.0,,,,0.0,0.0,,,,,,,,,NonCA,,Band 66,0.003,0.003,198.0,198.0
75,2022-08-08 15:08:06.500000,-118.237579,34.058395,,,,,,,,,,,10.0,54.0,270.0,32.0,18.0,57.0,65.0,30.0,23.0,70.0,341.0,34.0,24.0,10.0,106.0,35.0,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-69.69,-10.18,-37.67,,,-25.0,6.96,,,2.0,0.0,100.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,NonCA,,Band 66,,,,
76,2022-08-08 15:08:06.600000,-118.237587,34.058395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-67.63,-8.98,-37.16,,,-19.71,8.42,7.0,6.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.006,0.004,,NonCA,,Band 66,,,,
77,2022-08-08 15:08:06.700000,-118.237587,34.058395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-66.95,-9.44,-36.89,,,-28.0,8.5,8.0,6.0,,,,,,TM4,1.0,,2.5,,,16QAM,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,,,,,NonCA,,Band 66,,,,
78,2022-08-08 15:08:06.800000,-118.237587,34.058392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-66.77,-10.14,-36.56,,,-21.25,6.98,9.0,6.0,1.0,100.0,0.0,0.0,0.0,TM4,1.0,,,,23.75,,,256QAM,,1.42,,,,,,,,,,,,1.42,,,,,,,,,0.002,,0.002,,NonCA,NonCA,Band 66,,,,
79,2022-08-08 15:08:06.900000,-118.237587,34.058392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-67.31,-9.64,-37.61,,,-26.0,6.61,8.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,0.002,0.002,132.0,132.0
80,2022-08-08 15:08:07.000000,-118.237587,34.058392,-118.23759,34.05839,13:08:06,213.0,5.0,5.0,1.45,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,5.0,Band 66,66586.0,132122.0,10.0,10.0,-67.7,-9.33,-37.51,,,-18.7,7.16,9.5,0.0,1.0,100.0,0.0,0.0,0.0,TM4,10.0,4x2,4.0,,,QPSK,,,4.0,,0.11,0.11,0.01,0.04,0.0,0.0,0.013,0.014,0.013,0.013,4.0,,0.11,0.04,0.0,0.0,0.013,0.014,0.013,0.013,,,,,NonCA,,Band 66,,,,
81,2022-08-08 15:08:07.100000,-118.237587,34.058392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-67.51,-10.73,-36.78,,,-25.0,7.42,11.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,NonCA,,Band 66,,,,
82,2022-08-08 15:08:07.200000,-118.237587,34.058388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-68.34,-9.95,-38.39,,,-20.11,5.85,3.0,6.0,2.0,0.0,100.0,0.0,0.0,TM4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,
83,2022-08-08 15:08:07.300000,-118.237595,34.058388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-67.64,-9.88,-37.71,,,-25.5,7.18,2.0,6.0,,,,,,TM4,0.0,,2.5,,22.67,16QAM,,256QAM,4.0,1.29,,,,,0.0,14.29,,,,,4.0,1.29,,,0.0,14.29,,,,,0.002,,0.002,,NonCA,NonCA,Band 66,,,,
84,2022-08-08 15:08:07.400000,-118.237595,34.058388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-67.26,-10.25,-36.94,,,-17.29,7.54,7.0,4.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,50.0,,,,,,,,,,50.0,,,,,,,,,NonCA,,Band 66,0.003,0.003,198.0,198.0
85,2022-08-08 15:08:07.500000,-118.237595,34.058388,,,,,,,,,,,10.0,54.0,270.0,35.0,18.0,57.0,65.0,36.0,23.0,70.0,341.0,33.0,24.0,10.0,106.0,36.0,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-66.49,-9.66,-36.64,-10.32,,-25.0,8.52,9.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,NonCA,,Band 66,,,,
86,2022-08-08 15:08:07.600000,-118.237595,34.058384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-67.1,-10.16,-36.42,,-24.31,-19.57,5.45,8.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,14.0,,1.25,5.0,,QPSK,16QAM,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,0.004,,0.004,,NonCA,,Band 66,,,,
87,2022-08-08 15:08:07.700000,-118.237595,34.058384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-67.77,-10.55,-37.2,,,-25.0,6.61,9.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,
88,2022-08-08 15:08:07.800000,-118.237602,34.058384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-66.52,-10.06,-36.28,,,-19.57,8.75,,,2.0,0.0,100.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.002,,0.002,,NonCA,,Band 66,,,,
89,2022-08-08 15:08:07.900000,-118.237602,34.05838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-67.63,-8.46,-37.81,,,-26.0,8.53,5.0,6.0,,,,,,TM4,0.0,,2.5,,,16QAM,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,,,,,NonCA,,Band 66,0.002,0.002,132.0,132.0
90,2022-08-08 15:08:08.000000,-118.237602,34.05838,-118.2376,34.05838,13:08:07,207.0,5.0,5.0,1.45,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,5.0,Band 66,66586.0,132122.0,10.0,10.0,-66.78,-8.91,-37.21,,,-22.13,8.38,7.0,7.5,,,,,,TM4,14.0,,,,,,,,,,0.09,0.09,0.0,0.02,,,0.009,0.015,0.009,0.013,,,0.09,0.02,,,0.009,0.015,0.009,0.013,,,,,NonCA,,Band 66,,,,
91,2022-08-08 15:08:08.100000,-118.237602,34.058376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-67.45,-9.74,-37.7,,,-26.0,7.01,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.003,0.002,,NonCA,,Band 66,,,,
92,2022-08-08 15:08:08.200000,-118.237602,34.058376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-67.58,-10.15,-37.28,,,-19.22,7.54,7.0,4.0,2.0,0.0,100.0,0.0,0.0,TM4,10.0,,2.5,,23.6,16QAM,,256QAM,4.0,1.36,,,,,0.0,0.0,,,,,4.0,1.36,,,0.0,0.0,,,,,,,,,NonCA,NonCA,Band 66,,,,
93,2022-08-08 15:08:08.300000,-118.237602,34.058372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-67.1,-9.38,-37.71,,,-28.0,6.8,8.0,0.0,,,,,,TM4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,NonCA,,Band 66,,,,
94,2022-08-08 15:08:08.400000,-118.237602,34.058372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-68.28,-10.79,-37.32,,,-22.09,6.67,8.0,0.0,2.0,0.0,100.0,0.0,0.0,TM4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,0.003,0.003,198.0,198.0
95,2022-08-08 15:08:08.500000,-118.237602,34.058372,,,,,,,,,,,10.0,54.0,270.0,32.0,18.0,57.0,65.0,38.0,23.0,70.0,341.0,33.0,24.0,10.0,106.0,39.0,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-66.38,-9.5,-36.85,,,-28.0,8.97,5.0,5.0,,,,,,TM4,14.0,,2.5,,,16QAM,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,,,,0.003,NonCA,,Band 66,,,,
96,2022-08-08 15:08:08.600000,-118.237602,34.058369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-64.88,-8.66,-36.13,,,-22.57,10.2,5.0,6.0,,,,,,TM4,0.0,,,,24.33,,,256QAM,,1.17,,,,,,28.57,,,,,,1.17,,,,28.57,,,,,0.002,,0.002,,NonCA,NonCA,Band 66,,,,
97,2022-08-08 15:08:08.700000,-118.237602,34.058369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-65.38,-9.03,-36.35,,,-27.0,9.46,8.0,3.0,,,,,,TM4,6.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,NonCA,,Band 66,,,,
98,2022-08-08 15:08:08.800000,-118.237602,34.058365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-64.95,-8.49,-36.46,-13.28,,-20.4,9.29,9.5,0.0,1.0,100.0,0.0,0.0,0.0,TM4,14.0,,2.5,,,16QAM,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,0.004,,0.004,,NonCA,,Band 66,,,,
99,2022-08-08 15:08:08.900000,-118.237602,34.058365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-65.78,-9.06,-36.7,,-25.95,-27.0,9.15,10.0,0.0,,,,,,TM4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,0.002,0.002,132.0,132.0
100,2022-08-08 15:08:09.000000,-118.237602,34.058361,-118.2376,34.05836,13:08:08,190.0,5.0,5.0,2.23,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,LTE Qualcomm,5.0,Band 66,66586.0,132122.0,10.0,10.0,-66.33,-10.29,-36.01,,,-21.71,6.83,9.0,0.0,,,,,,TM4,10.0,4x2,,,,,,,,,0.15,0.15,0.02,0.02,,,0.015,0.017,0.015,0.015,,,0.15,0.02,,,0.015,0.017,0.015,0.015,,,,,NonCA,,Band 66,,,,
101,2022-08-08 15:08:09.100000,-118.237602,34.058361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-68.19,-10.78,-37.08,,,-28.0,5.42,5.0,3.0,2.0,0.0,100.0,0.0,0.0,TM4,6.0,,2.5,,,16QAM,,,4.0,,,,,,0.0,16.67,,,,,4.0,,,,0.0,16.67,,,,,0.002,,0.002,,NonCA,,Band 66,,,,
102,2022-08-08 15:08:09.200000,-118.237602,34.058357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-69.41,-11.38,-37.07,,,-20.75,5.64,3.0,4.0,,,,,,TM4,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,
103,2022-08-08 15:08:09.300000,-118.237595,34.058357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-67.35,-10.55,-36.7,,,-27.0,5.95,2.0,4.0,,,,,,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,NonCA,,Band 66,,,,
104,2022-08-08 15:08:09.400000,-118.237595,34.058357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-66.48,-10.84,-35.64,,,-18.63,4.91,7.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,10.0,,1.5,5.0,21.7,QPSK,16QAM,256QAM,4.0,1.55,,,,,0.0,,,,,,4.0,1.55,,,0.0,,,,,,,,,,NonCA,NonCA,Band 66,0.003,0.003,198.0,198.0
105,2022-08-08 15:08:09.500000,-118.237595,34.058357,,,,,,,,,,,10.0,54.0,270.0,34.0,18.0,57.0,65.0,39.0,23.0,70.0,341.0,35.0,24.0,10.0,106.0,36.0,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-65.62,-9.78,-35.85,,,-26.0,7.37,9.0,0.0,,,,,,TM4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,0.003,NonCA,,Band 66,,,,
106,2022-08-08 15:08:09.600000,-118.237595,34.058353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-65.35,-9.82,-35.53,,,-19.43,7.7,8.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,16.67,,,,,,,,,,16.67,,,,,0.002,,0.002,,NonCA,,Band 66,,,,
107,2022-08-08 15:08:09.700000,-118.237595,34.058353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,Band 66,66586.0,132122.0,10.0,10.0,-66.02,-9.53,-36.49,,,-24.0,7.46,8.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,1.0,,2.5,,,16QAM,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,,,,,NonCA,,Band 66,,,,
