,TIME_STAMP,Lon,Lat,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte,5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps]
10,2022-08-11 16:16:39.400000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-93.06,-10.48,-62.58,,,-16.35,6.63,8.6,8.2,2.0,0.0,100.0,0.0,0.0,TM4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,NonCA,,Band 2,,,,,
11,2022-08-11 16:16:39.500000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-97.5,-9.4,-66.54,,,-17.81,3.6,10.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,0.0,,2.0,,,QPSK,,,4.0,,,,,,0.0,0.0,,,,,4.0,,,,0.0,0.0,,,,,,,,,,NonCA,,Band 2,,,,,0.0
12,2022-08-11 16:16:39.600000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-99.31,-11.97,-67.16,,,-19.31,11.6,12.5,0.0,1.0,100.0,0.0,0.0,0.0,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,NonCA,,Band 2,0.0,0.001,0.0,83.0,
13,2022-08-11 16:16:39.700000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-95.96,-8.79,-66.13,,,-15.62,11.93,13.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 2,,,,,
14,2022-08-11 16:16:39.800000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-95.46,-9.56,-64.96,,,-18.75,9.6,9.0,10.0,2.0,0.0,100.0,0.0,0.0,TM4,6.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,NonCA,,Band 2,,,,,
15,2022-08-11 16:16:39.900000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-93.38,-8.56,-64.78,,,-15.06,9.65,9.5,10.0,2.0,0.0,100.0,0.0,0.0,TM4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,NonCA,,Band 2,,,,,
16,2022-08-11 16:16:40.000000,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,377.0,Band 2,700.0,18700.0,20.0,20.0,-93.94,-9.47,-64.41,,-12.04,-17.35,9.8,9.33,10.33,2.0,0.0,100.0,0.0,0.0,TM4,6.0,4x2,,,,,,,,,0.01,0.01,0.0,0.02,,,0.002,0.01,0.002,0.01,,,0.01,0.02,,,0.002,0.01,0.002,0.01,,,,,,NonCA,,Band 2,,,,,0.0
17,2022-08-11 16:16:40.100000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-90.29,-11.58,-57.94,,,-21.57,10.47,9.25,10.75,2.0,0.0,100.0,0.0,0.0,TM4,6.0,,2.0,,20.5,QPSK,,QPSK,4.0,2.0,,,,,0.0,0.0,,,,,4.0,2.0,,,0.0,0.0,,,,,0.0,,0.0,,,NonCA,NonCA,Band 2,0.0,0.002,0.0,96.0,
18,2022-08-11 16:16:40.200000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-92.31,-8.94,-63.38,,,-21.04,8.8,9.0,10.33,2.0,0.0,100.0,0.0,0.0,TM4,6.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,NonCA,,Band 2,,,,,
19,2022-08-11 16:16:40.300000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-93.78,-9.84,-63.94,12.73,,-16.22,9.1,8.75,11.25,2.0,0.0,100.0,0.0,0.0,TM4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 2,,,,,
20,2022-08-11 16:16:40.400000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-95.03,-10.92,-64.13,,-11.86,-14.86,9.0,8.33,11.0,2.0,0.0,100.0,0.0,0.0,TM4,6.0,,2.0,,,QPSK,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,0.0,,0.0,0.003,,NonCA,,Band 2,,,,,
21,2022-08-11 16:16:40.500000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-95.53,-10.58,-64.83,,,-17.96,8.07,8.0,11.0,2.0,0.0,100.0,0.0,0.0,TM4,6.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,NonCA,,Band 2,0.0,0.004,0.0,268.0,0.0
22,2022-08-11 16:16:40.600000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-95.17,-10.27,-64.9,,,-20.57,7.4,14.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,NonCA,,Band 2,,,,,
23,2022-08-11 16:16:40.700000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-94.09,-9.78,-64.31,,,-12.29,7.7,14.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,0.0,,4.5,14.0,,QPSK,16QAM,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,,0.003,,,,NonCA,,Band 2,,,,,
24,2022-08-11 16:16:40.800000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-94.44,-11.59,-62.53,,,-14.64,9.8,12.75,3.25,1.0,66.67,33.33,0.0,0.0,TM4,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,NonCA,,Band 2,,,,,
25,2022-08-11 16:16:40.900000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-94.56,-9.38,-64.79,,,-18.38,12.47,10.0,9.0,2.0,25.0,75.0,0.0,0.0,TM4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,NonCA,,Band 2,,,,,
26,2022-08-11 16:16:41.000000,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,377.0,Band 2,700.0,18700.0,20.0,20.0,-94.84,-11.16,-63.69,,,-18.94,12.05,11.8,4.8,1.0,60.0,40.0,0.0,0.0,TM4,4.0,,,,,,,,,,0.08,0.08,0.0,0.04,,,0.012,0.037,0.009,0.037,,,0.08,0.04,,,0.012,0.037,0.009,0.037,,,,,,NonCA,,Band 2,,,,,0.001
27,2022-08-11 16:16:41.100000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-94.7,-10.43,-63.79,,,-21.3,7.8,13.67,0.0,1.0,100.0,0.0,0.0,0.0,TM4,4.0,,,,9.0,,,QPSK,,2.13,,,,,,0.0,,,,,,2.13,,,,0.0,,,,,0.002,,0.0,,,NonCA,NonCA,Band 2,0.0,0.001,0.0,66.0,
28,2022-08-11 16:16:41.200000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-94.75,-9.94,-63.38,,,-14.09,10.6,13.5,0.0,1.0,100.0,0.0,0.0,0.0,TM4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 2,,,,,
29,2022-08-11 16:16:41.300000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-94.47,-10.23,-62.58,,-11.12,-20.03,6.38,14.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,4.0,,3.67,,,QPSK,,,4.0,,,,,,0.0,0.0,,,,,4.0,,,,0.0,0.0,,,,,,,,,,NonCA,,Band 2,,,,,
30,2022-08-11 16:16:41.400000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-93.5,-12.06,-59.91,,,-14.65,6.05,13.2,0.0,1.0,100.0,0.0,0.0,0.0,TM4,4.0,,,,24.33,,,256QAM,,2.8,,,,,,,,,,,,2.8,,,,,,,,,0.002,,0.0,,,NonCA,NonCA,Band 2,,,,,
31,2022-08-11 16:16:41.500000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-92.05,-10.8,-60.81,,,-18.73,6.98,12.86,0.0,1.0,100.0,0.0,0.0,0.0,TM4,4.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,0.002,,NonCA,,Band 2,,,,,0.003
32,2022-08-11 16:16:41.600000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-91.75,-10.98,-60.71,13.86,,-18.65,6.8,13.25,0.0,1.0,100.0,0.0,0.0,0.0,TM4,4.0,,4.5,,,QPSK,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,,,0.0,,,NonCA,,Band 2,0.003,0.004,198.0,228.0,
33,2022-08-11 16:16:41.700000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-91.4,-10.44,-60.48,,-13.17,-15.74,6.67,13.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,4.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.002,,,,,NonCA,,Band 2,,,,,
34,2022-08-11 16:16:41.800000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-91.73,-11.19,-60.14,,,-22.39,6.3,12.5,0.0,1.0,100.0,0.0,0.0,0.0,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 2,,,,,
35,2022-08-11 16:16:41.900000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-92.94,-10.77,-61.78,,,-19.93,8.3,9.0,7.57,2.0,28.57,71.43,0.0,0.0,TM4,6.0,,11.4,,,QPSK,,,4.0,,,,,,20.0,0.0,,,,,4.0,,,,20.0,0.0,,,,,0.002,,0.0,,,NonCA,,Band 2,,,,,
36,2022-08-11 16:16:42.000000,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,377.0,Band 2,700.0,18700.0,20.0,20.0,-93.38,-10.9,-62.21,,,-19.17,5.67,8.0,10.25,2.0,0.0,100.0,0.0,0.0,TM4,6.0,4x2,,,25.57,,,256QAM,,3.08,0.07,0.07,0.02,0.07,,,0.008,0.045,0.008,0.032,,3.08,0.07,0.07,,,0.008,0.045,0.008,0.032,,,,,,NonCA,NonCA,Band 2,,,,,0.002
37,2022-08-11 16:16:42.100000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-92.97,-10.97,-60.34,,,-18.26,3.0,7.5,9.83,2.0,0.0,100.0,0.0,0.0,TM4,6.0,,,,,,,,,,,,,,,40.0,,,,,,,,,,40.0,,,,,0.002,,0.0,,,NonCA,,Band 2,0.002,0.004,132.0,281.0,
38,2022-08-11 16:16:42.200000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-92.84,-12.09,-60.16,,,-21.21,5.2,9.0,11.0,2.0,0.0,100.0,0.0,0.0,TM4,6.0,,3.67,4.0,,QPSK,QPSK,,5.33,,,,,,0.0,,,,,,5.33,,,,0.0,,,,,,,0.003,,,,NonCA,,Band 2,,,,,
39,2022-08-11 16:16:42.300000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-91.88,-12.11,-59.22,,,-24.72,3.52,8.0,9.83,2.0,0.0,100.0,0.0,0.0,TM4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 2,,,,,
40,2022-08-11 16:16:42.400000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-91.47,-11.03,-60.09,,-14.9,-16.61,8.25,9.6,10.8,2.0,0.0,100.0,0.0,0.0,TM4,6.0,,,,,,,,,,,,,,,20.0,,,,,,,,,,20.0,,,,,0.004,,0.0,,,NonCA,,Band 2,,,,,
41,2022-08-11 16:16:42.500000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-90.11,-10.3,-58.95,,,-22.54,6.78,9.38,10.88,2.0,0.0,100.0,0.0,0.0,TM4,6.0,,4.33,,,QPSK,,,4.0,,,,,,0.0,0.0,,,,,4.0,,,,0.0,0.0,,,,,,,,0.004,,NonCA,,Band 2,,,,,0.002
42,2022-08-11 16:16:42.600000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-88.75,-10.75,-57.38,,,-16.0,10.5,9.17,11.0,2.0,0.0,100.0,0.0,0.0,TM4,6.0,,,,21.25,,,64QAM,,3.38,,,,,,,,,,,,3.38,,,,,,,,,0.002,,0.0,,,NonCA,NonCA,Band 2,0.003,0.003,198.0,215.0,
43,2022-08-11 16:16:42.700000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-89.51,-10.31,-59.02,,,-21.69,7.92,9.8,9.2,2.0,20.0,80.0,0.0,0.0,TM4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 2,,,,,
44,2022-08-11 16:16:42.800000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-88.88,-9.56,-59.25,,,-15.38,11.0,9.25,8.0,2.0,25.0,75.0,0.0,0.0,TM4,6.0,,5.25,18.0,,QPSK,64QAM,,4.0,,,,,,0.0,0.0,,,,,4.0,,,,0.0,0.0,,,,,,,,,,NonCA,,Band 2,,,,,
45,2022-08-11 16:16:42.900000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-89.08,-10.27,-58.63,12.64,,-13.7,2.97,8.6,2.2,1.0,80.0,20.0,0.0,0.0,TM4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.0,,,NonCA,,Band 2,,,,,
46,2022-08-11 16:16:43.000000,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,377.0,Band 2,700.0,18700.0,20.0,20.0,-90.66,-8.47,-62.19,,-15.23,-21.61,6.7,8.2,9.4,2.0,0.0,100.0,0.0,0.0,TM4,6.0,,,,,,,,,,0.08,0.08,0.01,0.06,,33.33,0.006,0.032,0.006,0.024,,,0.08,0.06,,33.33,0.006,0.032,0.006,0.024,,,,,,NonCA,,Band 2,,,,,0.003
47,2022-08-11 16:16:43.100000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-93.67,-10.8,-62.89,,,-22.14,6.27,9.14,10.29,2.0,0.0,100.0,0.0,0.0,TM4,6.0,,2.33,,,QPSK,,,5.33,,,,,,0.0,,,,,,5.33,,,,0.0,,,,,,0.004,,0.0,,,NonCA,,Band 2,0.002,0.003,132.0,198.0,
48,2022-08-11 16:16:43.200000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-95.19,-11.02,-64.19,,,-17.6,4.57,8.0,8.8,2.0,0.0,100.0,0.0,0.0,TM4,6.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,NonCA,,Band 2,,,,,
49,2022-08-11 16:16:43.300000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-95.98,-11.63,-64.14,,,-22.09,4.38,9.67,4.17,2.0,50.0,50.0,0.0,0.0,TM4,6.0,,,,21.0,,,QPSK,,3.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,NonCA,NonCA,Band 2,,,,,
50,2022-08-11 16:16:43.400000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-96.75,-12.94,-62.94,,,-14.04,4.2,8.5,9.0,2.0,0.0,100.0,0.0,0.0,TM4,6.0,,4.67,1.0,,QPSK,QPSK,,5.33,,,,,,0.0,,,,,,5.33,,,,0.0,,,,,,0.002,,0.0,,,NonCA,,Band 2,,,,,
51,2022-08-11 16:16:43.500000,,,,,,,,,,,,,,,,,,,,,,,,377.0,Band 2,700.0,18700.0,20.0,20.0,-93.65,-11.6,-61.54,,,-22.61,3.17,8.5,0.0,1.0,100.0,0.0,0.0,0.0,TM4,4.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,0.003,,NonCA,,Band 2,,,,,0.002
