,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,LTE KPI SCell[1] CA Rate(Same PCI),LTE KPI SCell[1] Serving PCI,LTE KPI SCell[1] Serving Band,LTE KPI SCell[1] Serving EARFCN(DL),LTE KPI SCell[1] Serving EARFCN(UL),LTE KPI SCell[1] Serving BandWidth(DL),LTE KPI SCell[1] Serving BandWidth(UL),LTE KPI SCell[1] Serving RSRP[dBm],LTE KPI SCell[1] Serving RSRQ[dB],LTE KPI SCell[1] Serving RSSI[dBm],LTE KPI SCell[1] SINR[dB],LTE KPI SCell[1] WB CQI CW0,LTE KPI SCell[1] WB RI,LTE KPI SCell[1] WB RI1 Rate,LTE KPI SCell[1] WB RI2 Rate,LTE KPI SCell[1] WB RI3 Rate,LTE KPI SCell[1] WB RI4 Rate,LTE KPI SCell[1] Tx Mode,LTE KPI SCell[1] M(Tx) x N(Rx) Ant ,LTE KPI SCell[1] DL MCS0,LTE KPI SCell[1] DL Modulation0,LTE KPI SCell[1] PDSCH PRB Number(Avg),LTE KPI SCell[1] PDSCH PRB Number(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[1] PDSCH BLER[%],LTE KPI SCell[1] PDSCH Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
0,2022-08-08 21:19:18.000000,-116.260429,35.103642,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2022-08-08 21:19:18.130407,-116.260429,35.103642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2022-08-08 21:19:18.300000,-116.260429,35.103642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,Band 66,66586.0,132122.0,20.0,20.0,-88.44,-7.38,-60.81,14.75,-1.87,,28.3,11.0,8.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2022-08-08 21:19:18.400000,-116.260429,35.103642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2022-08-08 21:19:18.500000,-116.260429,35.103642,,,,,,,,,,,1.0,35.0,228.0,25.0,3.0,67.0,318.0,35.0,4.0,41.0,296.0,33.0,9.0,9.0,280.0,27.0,,,,,,28.0,Band 66,66586.0,132122.0,20.0,20.0,-88.19,-6.06,-62.13,,,-3.0,29.7,12.0,8.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
5,2022-08-08 21:19:18.700000,-116.260429,35.103642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,Band 66,66586.0,132122.0,20.0,20.0,-89.75,-8.06,-61.75,,,,25.1,11.0,7.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2022-08-08 21:19:18.900000,-116.260429,35.103642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2022-08-08 21:19:19.000000,-116.260429,35.103642,-116.26043,35.10364,19:19:18,54.0,131.0,131.0,,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,,,,28.0,Band 66,66586.0,132122.0,20.0,20.0,-88.19,-6.5,-61.69,,,,28.7,11.0,7.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,NonCA,,Band 66,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
8,2022-08-08 21:19:19.200000,-116.260361,35.10368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2022-08-08 21:19:19.400000,-116.2603,35.103718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,Band 66,66586.0,132122.0,20.0,20.0,-88.88,-6.81,-62.0,,-2.5,,27.1,12.0,9.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2022-08-08 21:19:19.500000,-116.260269,35.103737,,,,,,,,,,,1.0,35.0,228.0,21.0,3.0,67.0,318.0,35.0,4.0,41.0,296.0,34.0,9.0,9.0,280.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
11,2022-08-08 21:19:19.600000,-116.260231,35.103752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2022-08-08 21:19:20.000000,-116.260101,35.103828,-116.2601,35.10383,19:19:19,55.0,131.0,131.0,36.75,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,,,,28.0,Band 66,66586.0,132122.0,20.0,20.0,-88.97,-6.25,-62.69,,,-2.0,25.15,11.5,8.5,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,NonCA,,Band 66,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
13,2022-08-08 21:19:20.200000,-116.260033,35.103867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2022-08-08 21:19:20.400000,-116.259972,35.103905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,Band 66,66586.0,132122.0,20.0,20.0,-88.63,-6.88,-61.75,,,-2.0,23.6,9.0,11.0,,,,,,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2022-08-08 21:19:20.500000,-116.259933,35.103924,,,,,,,,,,,1.0,35.0,228.0,22.0,3.0,67.0,318.0,36.0,4.0,41.0,296.0,33.0,9.0,9.0,280.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
16,2022-08-08 21:19:20.600000,-116.259903,35.103943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2022-08-08 21:19:20.800000,-116.259842,35.103981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,Band 66,66586.0,132122.0,20.0,20.0,-89.0,-8.5,-60.25,,,,24.5,13.0,10.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2022-08-08 21:19:20.900000,-116.259804,35.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,,12.0,10.0,2.0,0.0,100.0,0.0,0.0,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2022-08-08 21:19:21.000000,-116.259773,35.104019,-116.25977,35.10402,19:19:20,55.0,131.0,131.0,36.75,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,28.0,Band 66,66586.0,132122.0,20.0,20.0,-89.43,-7.42,-61.78,,,7.5,23.35,14.0,12.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,0.001,,0.001,,,,,,,,0.001,,0.001,,0.0,,,,NonCA,,Band 66,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
20,2022-08-08 21:19:21.100000,-116.259743,35.104038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,Band 66,66586.0,132122.0,20.0,20.0,-89.51,-6.91,-62.36,,,-1.0,25.96,13.0,10.0,2.0,0.0,100.0,0.0,0.0,TM4,1.0,,0.0,,,QPSK,,,4.0,,,,,,0.0,,,,,,4.0,,,,0.0,,,,,,0.0,,0.0,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2022-08-08 21:19:21.200000,-116.259705,35.104057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,Band 66,66586.0,132122.0,20.0,20.0,-89.72,-6.67,-62.95,,,0.0,24.95,12.0,10.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2022-08-08 21:19:21.300000,-116.259674,35.104076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,Band 66,66586.0,132122.0,20.0,20.0,-90.06,-6.19,-63.75,,,0.0,26.2,13.0,10.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2022-08-08 21:19:21.400000,-116.259636,35.104095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,Band 66,66586.0,132122.0,20.0,20.0,-90.06,-7.44,-62.56,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2022-08-08 21:19:21.500000,-116.259605,35.104115,,,,,,,,,,,1.0,35.0,228.0,23.0,3.0,67.0,318.0,35.0,4.0,41.0,296.0,33.0,9.0,9.0,280.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
25,2022-08-08 21:19:21.600000,-116.259575,35.104134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,14.0,13.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2022-08-08 21:19:21.900000,-116.259468,35.104191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,-0.71,,,,,,,,,,,,,,,16.0,,,64QAM,,2.0,,,,,,0.0,,,,,,2.0,,,,0.0,,,,,0.0,,0.0,0.0,,,NonCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2022-08-08 21:19:22.000000,-116.259438,35.10421,-116.25944,35.10421,19:19:21,55.0,130.0,130.0,36.75,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
28,2022-08-08 21:19:22.100000,-116.259407,35.104229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,Band 66,66586.0,132122.0,20.0,20.0,-89.94,-6.19,-63.56,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2022-08-08 21:19:22.200000,-116.259369,35.104244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,Band 66,66586.0,132122.0,20.0,20.0,-89.38,-6.38,-62.94,,,-0.5,19.5,8.5,9.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2022-08-08 21:19:22.500000,-116.259277,35.104301,,,,,,,,,,,1.0,35.0,228.0,26.0,3.0,67.0,318.0,36.0,4.0,41.0,296.0,32.0,9.0,9.0,280.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
31,2022-08-08 21:19:22.800000,-116.259178,35.104355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,Band 66,66586.0,132122.0,20.0,20.0,-89.69,-6.44,-63.25,,,,19.9,9.0,6.0,,,,,,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2022-08-08 21:19:22.900000,-116.25914,35.10437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,Band 66,66586.0,132122.0,20.0,20.0,-89.69,-7.25,-62.44,,,0.0,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2022-08-08 21:19:23.000000,-116.259109,35.104389,-116.25911,35.10439,19:19:22,56.0,130.0,130.0,36.12,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
34,2022-08-08 21:19:23.200000,-116.259041,35.104424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,8.0,4.0,,,,,,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2022-08-08 21:19:23.400000,-116.25898,35.104462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,Band 66,66586.0,132122.0,20.0,20.0,-90.63,-7.19,-62.69,,,,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2022-08-08 21:19:23.500000,-116.258942,35.104477,,,,,,,,,,,1.0,35.0,228.0,29.0,3.0,67.0,318.0,36.0,4.0,41.0,296.0,32.0,9.0,9.0,280.0,23.0,,,,,,28.0,Band 66,66586.0,132122.0,20.0,20.0,-90.44,-8.38,-62.06,,0.0,1.0,19.4,8.5,4.5,,,,,,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
37,2022-08-08 21:19:23.700000,-116.258881,35.104515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2022-08-08 21:19:23.800000,-116.25885,35.104534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,Band 66,66586.0,132122.0,20.0,20.0,-91.38,-9.56,-61.75,,,1.0,18.2,10.0,8.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2022-08-08 21:19:24.000000,-116.258781,35.104568,-116.25878,35.10457,19:19:23,57.0,131.0,131.0,36.12,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.01,0.0,0.01,,,0.004,0.016,0.004,0.016,,,0.01,0.01,,,0.004,0.016,0.004,0.016,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
40,2022-08-08 21:19:24.100000,-116.258743,35.104588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,Band 66,66586.0,132122.0,20.0,20.0,-90.69,-6.94,-63.38,,,9.92,16.2,10.0,7.0,2.0,0.0,100.0,0.0,0.0,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2022-08-08 21:19:24.200000,-116.258713,35.104607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,Band 66,66586.0,132122.0,20.0,20.0,-90.77,-7.34,-63.21,,,6.35,18.1,10.0,8.0,2.0,0.0,100.0,0.0,0.0,TM4,1.0,,,,24.8,,,256QAM,,3.6,,,,,,,,,,,,3.6,,,,,,,,,0.002,,0.002,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2022-08-08 21:19:24.300000,-116.258675,35.104626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,Band 66,66586.0,132122.0,20.0,20.0,-90.6,-7.4,-63.17,,,-2.0,17.83,,,2.0,0.0,100.0,0.0,0.0,TM4,,,6.75,11.0,,64QAM,64QAM,,7.0,,,,,,0.0,0.0,,,,,7.0,,,,0.0,0.0,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2022-08-08 21:19:24.400000,-116.258644,35.104645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,Band 66,66586.0,132122.0,20.0,20.0,-90.98,-7.16,-63.49,15.43,,-2.0,17.17,10.0,8.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047,,0.047,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2022-08-08 21:19:24.500000,-116.258606,35.104664,,,,,,,,,,,1.0,35.0,228.0,28.0,3.0,67.0,318.0,36.0,4.0,41.0,296.0,32.0,9.0,9.0,280.0,23.0,,,,,,28.0,Band 66,66586.0,132122.0,20.0,20.0,-90.54,-6.85,-63.1,,0.29,-2.0,17.37,9.5,6.5,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,0.018,1544.0,1146.0
45,2022-08-08 21:19:24.800000,-116.258507,35.104721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,Band 66,66586.0,132122.0,20.0,20.0,-91.19,-6.31,-63.56,,,-2.0,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2022-08-08 21:19:25.000000,-116.258438,35.104759,-116.25844,35.10476,19:19:24,56.0,132.0,132.0,37.5,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,,,,,,,,,,,,,,,,,6.0,4.0,,,,,,TM4,0.0,,,,,,,,,,,,,0.22,,,,,,,,,,0.22,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
47,2022-08-08 21:19:25.100000,-116.258408,35.104778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2022-08-08 21:19:25.300000,-116.258339,35.104816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,Band 66,66586.0,132122.0,20.0,20.0,-94.44,-6.94,-67.5,,,,16.8,11.0,6.0,,,,,,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2022-08-08 21:19:25.400000,-116.258301,35.104836,,,,,,,,,,,1.0,35.0,228.0,25.0,3.0,67.0,318.0,36.0,4.0,41.0,296.0,32.0,9.0,9.0,280.0,23.0,,,,,,28.0,Band 66,66586.0,132122.0,20.0,20.0,-95.38,-9.94,-65.44,,,2.0,16.2,10.0,6.0,,,,,,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.006,0.0,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2022-08-08 21:19:25.500000,-116.25827,35.104855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
51,2022-08-08 21:19:25.600000,-116.25824,35.104874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,,,256QAM,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,NonCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2022-08-08 21:19:25.700000,-116.258202,35.104893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2022-08-08 21:19:25.900000,-116.258133,35.104931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,Band 66,66586.0,132122.0,20.0,20.0,-93.69,-6.94,-66.75,,,,20.9,10.0,5.0,,,,,,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2022-08-08 21:19:26.000000,-116.258102,35.10495,-116.2581,35.10495,19:19:25,55.0,133.0,133.0,37.5,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
