,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,LTE KPI SCell[1] CA Rate(Same PCI),LTE KPI SCell[1] Serving PCI,LTE KPI SCell[1] Serving Band,LTE KPI SCell[1] Serving EARFCN(DL),LTE KPI SCell[1] Serving EARFCN(UL),LTE KPI SCell[1] Serving BandWidth(DL),LTE KPI SCell[1] Serving BandWidth(UL),LTE KPI SCell[1] Serving RSRP[dBm],LTE KPI SCell[1] Serving RSRQ[dB],LTE KPI SCell[1] Serving RSSI[dBm],LTE KPI SCell[1] SINR[dB],LTE KPI SCell[1] WB CQI CW0,LTE KPI SCell[1] WB RI,LTE KPI SCell[1] WB RI1 Rate,LTE KPI SCell[1] WB RI2 Rate,LTE KPI SCell[1] WB RI3 Rate,LTE KPI SCell[1] WB RI4 Rate,LTE KPI SCell[1] Tx Mode,LTE KPI SCell[1] M(Tx) x N(Rx) Ant ,LTE KPI SCell[1] DL MCS0,LTE KPI SCell[1] DL Modulation0,LTE KPI SCell[1] PDSCH PRB Number(Avg),LTE KPI SCell[1] PDSCH PRB Number(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[1] PDSCH BLER[%],LTE KPI SCell[1] PDSCH Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
336,2022-08-08 21:19:57.000000,-116.248421,35.110531,-116.24842,35.11053,19:19:56,55.0,127.0,127.0,35.36,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,,,,,,,,,,,,,,,,,8.0,9.0,,,,,,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
337,2022-08-08 21:19:57.100000,-116.24839,35.11055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,Band 66,66586.0,132122.0,20.0,20.0,-103.63,-9.94,-71.94,20.47,9.25,6.0,11.9,8.0,11.0,,,,,,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,11529.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,2022-08-08 21:19:57.400000,-116.248291,35.110607,,,,,,,,,,,1.0,35.0,228.0,27.0,3.0,67.0,318.0,30.0,4.0,41.0,296.0,26.0,9.0,9.0,280.0,25.0,,,,,,108.0,Band 66,66586.0,132122.0,20.0,20.0,-109.69,-13.56,-74.63,,,3.0,9.1,7.0,11.0,,,,,,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,11529.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,2022-08-08 21:19:57.500000,-116.24826,35.110626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
340,2022-08-08 21:19:57.700000,-116.248199,35.110664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,Band 66,66586.0,132122.0,20.0,20.0,-104.44,-10.06,-74.31,,,1.0,6.4,9.0,12.0,,,,,,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,11529.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,2022-08-08 21:19:58.000000,-116.2481,35.110722,-116.2481,35.11072,19:19:57,55.0,128.0,128.0,36.01,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,,,,,,,,,,,,,,,1.0,,9.0,12.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
342,2022-08-08 21:19:58.300000,-116.248001,35.110775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,2022-08-08 21:19:58.400000,-116.247971,35.110794,,,,,,,,,,,1.0,35.0,228.0,26.0,3.0,67.0,318.0,32.0,4.0,41.0,296.0,32.0,9.0,9.0,280.0,27.0,,,,,,108.0,Band 66,66586.0,132122.0,20.0,20.0,-102.75,-9.63,-71.19,,,,7.4,8.0,12.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11529.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,2022-08-08 21:19:58.500000,-116.24794,35.110809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
345,2022-08-08 21:19:58.700000,-116.247879,35.110847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,Band 66,66586.0,132122.0,20.0,20.0,-96.38,-9.69,-65.75,,,-1.0,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,11529.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,2022-08-08 21:19:58.900000,-116.24781,35.110882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,14.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,2022-08-08 21:19:59.000000,-116.24778,35.110901,-116.24778,35.1109,19:19:58,55.0,128.0,128.0,35.36,1.0,2.0,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,108.0,Band 66,66586.0,132122.0,20.0,20.0,-100.0,-9.5,-70.5,,,-7.0,5.2,6.0,12.0,,,,,,TM4,1.0,,,,,,,,,,,,,0.58,,,,0.018,,0.015,,,,0.58,,,,0.018,,0.015,0.0,,0.0,,11529.0,NonCA,,Band 66,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,2022-08-08 21:19:59.100000,-116.24778,35.110901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,Band 66,66586.0,132122.0,20.0,20.0,-101.0,-11.69,-69.31,,,-4.0,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11529.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,2022-08-08 21:19:59.200000,-116.24778,35.110901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,Band 66,66586.0,132122.0,20.0,20.0,-102.6,-10.22,-72.06,,,14.28,5.73,9.0,7.33,2.0,33.33,66.67,0.0,0.0,TM4,0.0,,,,,,,,,,,,,,,22.22,,,,,,,,,,22.22,,,,,,,,,11529.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,2022-08-08 21:19:59.300000,-116.24778,35.110901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,Band 66,66586.0,132122.0,20.0,20.0,-103.12,-11.05,-71.63,,,13.5,5.76,13.0,0.0,,,,,,TM4,1.0,,,,13.25,,,64QAM,,8.0,,,,,,,,,,,,8.0,,,,,,,,,0.044,0.006,0.044,,11529.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,2022-08-08 21:19:59.400000,-116.24778,35.110901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,Band 66,66586.0,132122.0,20.0,20.0,-105.1,-10.73,-73.46,,,,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11529.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Count,352.0,352.0,41.0,41.0,41,41.0,41.0,41.0,40.0,41.0,41.0,,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,"LTE: 39 (95.1%)
LTE(2CA): 2 (4.9%)",12,12,1.0,32,280.0,280,280.0,280.0,280.0,280.0,280.0,280.0,280.0,23.0,31.0,275.0,280.0,242.0,242.0,102.0,102.0,102.0,102.0,102.0,277,242.0,12,80.0,5.0,41.0,80,5,41,80.0,41.0,29.0,29.0,29.0,28.0,80.0,61.0,29.0,29.0,29.0,29.0,80.0,41.0,29.0,28.0,80.0,61.0,29.0,29.0,29.0,29.0,132.0,26.0,129.0,39.0,25.0,"Count: 280
2CA: 6 (2.1%)
NonCA: 274 (97.9%)
CA Avg=1.021","Count: 41
NonCA: 41 (100.0%)
CA Avg=1.000",280,41.0,6.0,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,2.0,2,2.0,1.0,1.0,1.0,2.0,1.0,1.0,81.0,81.0,81.0,81.0
353,Minimum,-116.260429,35.110901,-116.26043,35.10364,,52.0,120.0,120.0,0.0,1.0,2.0,,1.0,35.0,228.0,18.0,3.0,67.0,318.0,27.0,4.0,41.0,296.0,24.0,9.0,9.0,280.0,20.0,,,,,,28.0,,66586.0,132122.0,20.0,20.0,-110.31,-23.02,-76.44,13.9,-2.5,-7.0,-6.15,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,5.0,3.18,,,,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,11529.0,,,,0.0,108.0,,2560.0,20560.0,10.0,10.0,-97.73,-4.3,-76.72,23.84,15.0,1.0,100.0,0.0,0.0,0.0,,,25.63,,8.0,0.38,0.38,0.0,0.0,0.252,0.252,0.0,0.0,0.0,0.0
354,Maximum,-116.24778,35.110901,-116.24778,35.1109,,57.0,135.0,135.0,72.86,1.0,2.0,,1.0,35.0,228.0,29.0,3.0,67.0,318.0,36.0,4.0,41.0,296.0,34.0,9.0,9.0,280.0,30.0,,,,,,108.0,,66586.0,132122.0,20.0,20.0,-88.19,-6.06,-60.25,21.71,18.3,20.5,29.7,15.0,14.0,2.0,100.0,100.0,0.0,0.0,,3.0,,12.0,17.5,26.0,,,,28.0,8.0,1.34,1.26,0.99,1.43,39.13,50.0,0.563,0.251,0.433,0.219,35.57,8.0,1.72,1.43,29.03,50.0,0.815,0.251,0.685,0.219,0.93,0.006,0.928,0.009,11529.0,,,,50.0,108.0,,2560.0,20560.0,10.0,10.0,-95.87,-3.69,-74.57,24.44,15.0,1.0,100.0,0.0,0.0,0.0,,,26.56,,13.0,0.38,0.38,0.0,0.0,0.252,0.252,0.465,0.065,29007.0,4081.0
355,Average,,,,,,,126.24,126.24,35.18,,,,1.0,35.0,228.0,24.05,3.0,67.0,318.0,33.46,4.0,41.0,296.0,30.88,9.0,9.0,280.0,25.22,,,,,,,,,,,,-96.69,-8.8,-67.22,18.64,6.48,9.05,12.21,9.45,2.88,1.3,69.94,30.07,0.0,0.0,,0.01,,3.71,10.62,20.25,,,,4.9,2.11,0.12,0.11,0.04,0.11,0.49,8.7,0.027,0.023,0.023,0.021,5.16,2.11,0.13,0.11,0.36,8.7,0.036,0.023,0.032,0.021,0.012,0.002,0.012,0.002,,,,,2.2,,,,,,,-96.87,-3.97,-75.38,24.22,15.0,1.0,100.0,0.0,0.0,0.0,,,26.09,,10.5,0.38,0.38,0.0,0.0,0.252,0.252,0.009,0.002,572.34,152.23
356,Stdev,,,,,,,4.34,4.35,11.47,,,,0.0,0.0,0.0,2.88,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.51,0.0,0.0,0.0,2.48,,,,,,,,,,,,4.62,2.02,3.16,2.41,6.29,5.85,6.78,2.39,3.89,0.46,45.62,45.62,0.0,0.0,,0.01,,2.31,5.03,4.85,,,,3.83,1.47,0.23,0.22,0.18,0.28,4.35,11.83,0.101,0.045,0.078,0.039,5.13,1.48,0.3,0.28,3.23,11.83,0.147,0.045,0.124,0.039,0.084,0.0,0.085,0.0,,,,,9.76,,,,,,,0.77,0.22,0.87,0.2,0.0,0.0,0.0,0.0,0.0,0.0,,,0.47,,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.007,3337.88,464.5
357,Median,,,,,,,125.0,125.0,34.62,,,,1.0,35.0,228.0,24.0,3.0,67.0,318.0,34.0,4.0,41.0,296.0,31.0,9.0,9.0,280.0,26.0,,,,,,,,,,,,-95.47,-8.18,-66.98,18.86,5.35,10.1,13.54,10.0,0.0,1.0,100.0,0.0,0.0,0.0,,1.0,,3.33,11.0,21.0,,,,4.0,1.57,0.07,0.07,0.0,0.02,0.0,0.0,0.007,0.014,0.007,0.013,4.0,1.57,0.07,0.02,0.0,0.0,0.007,0.014,0.007,0.013,0.002,0.003,0.002,0.003,,,,,0.0,,,,,,,-96.89,-3.97,-74.9,24.24,15.0,1.0,100.0,0.0,0.0,0.0,,,26.09,,10.5,0.38,0.38,0.0,0.0,0.252,0.252,0.002,0.002,132.0,132.0
358,5%-tile,,,,,,,121.0,121.0,33.23,,,,1.0,35.0,228.0,18.0,3.0,67.0,318.0,30.0,4.0,41.0,296.0,26.0,9.0,9.0,280.0,21.0,,,,,,,,,,,,-105.06,-11.69,-73.72,14.07,-1.93,-2.0,2.38,5.03,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.32,5.0,13.25,,,,4.0,1.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.001,0.0,0.001,4.0,1.0,0.01,0.01,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,-97.73,-4.26,-76.65,23.92,15.0,1.0,100.0,0.0,0.0,0.0,,,25.67,,8.25,0.38,0.38,0.0,0.0,0.252,0.252,0.0,0.0,0.0,0.0
359,95%-tile,,,,,,,134.0,134.0,37.5,,,,1.0,35.0,228.0,28.0,3.0,67.0,318.0,36.0,4.0,41.0,296.0,34.0,9.0,9.0,280.0,29.0,,,,,,,,,,,,-89.93,-6.74,-62.69,21.18,17.58,16.03,21.37,13.0,10.0,2.0,100.0,100.0,0.0,0.0,,3.0,,7.76,16.92,26.0,,,,8.0,5.24,0.21,0.21,0.01,0.51,0.0,28.57,0.032,0.055,0.032,0.049,8.0,5.34,0.21,0.51,0.0,28.57,0.032,0.055,0.032,0.049,0.004,0.005,0.004,0.003,,,,,0.0,,,,,,,-95.93,-3.7,-74.61,24.44,15.0,1.0,100.0,0.0,0.0,0.0,,,26.51,,12.75,0.38,0.38,0.0,0.0,0.252,0.252,0.003,0.003,198.0,198.0
