,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
0,2022-08-12 15:33:42.000000,-94.19693,41.512871,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2022-08-12 15:33:42.700000,-94.19693,41.512871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,Band 12,5145.0,23145.0,5.0,5.0,-111.12,-16.52,-80.47,,,23.0,2.0,9.75,0.0,1.0,100.0,0.0,0.0,0.0,TM4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 12,,,,
2,2022-08-12 15:33:42.706001,-94.19693,41.512871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2022-08-12 15:33:42.800000,-94.19693,41.512871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,Band 12,5145.0,23145.0,5.0,5.0,-108.86,-16.78,-78.09,,,23.0,2.53,8.67,1.67,1.0,66.67,33.33,0.0,0.0,TM4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 12,0.003,0.001,170.0,72.0
4,2022-08-12 15:33:42.900000,-94.19693,41.512871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,8.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2022-08-12 15:33:43.000000,-94.19693,41.512871,,,,,,,,,,,8.0,7.0,325.0,25.0,10.0,46.0,291.0,25.0,18.0,64.0,142.0,29.0,23.0,70.0,340.0,31.0,LTE,,,,LTE Qualcomm,179.0,Band 12,5145.0,23145.0,5.0,5.0,-114.97,-20.0,-80.94,,,23.0,-2.65,8.5,0.0,1.0,100.0,0.0,0.0,0.0,TM4,14.0,4x2,8.33,,,16QAM,,,3.33,,0.3,0.3,0.02,4.31,0.0,0.0,0.068,0.674,0.067,0.435,3.33,,0.3,4.31,0.0,0.0,0.068,0.674,0.067,0.435,0.0,,0.0,,,NonCA,,Band 12,,,,
6,2022-08-12 15:33:43.100000,-94.19693,41.512871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,Band 12,5145.0,23145.0,5.0,5.0,-105.27,-12.19,-77.33,,,23.0,3.07,10.8,0.0,1.0,100.0,0.0,0.0,0.0,TM4,8.0,,,,7.67,,,QPSK,,3.5,,,,,,,,,,,,3.5,,,,,,,,,,,,,,NonCA,NonCA,Band 12,,,,
7,2022-08-12 15:33:43.200000,-94.19693,41.512871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,Band 12,5145.0,23145.0,5.0,5.0,-106.6,-12.06,-78.97,,,22.86,0.94,9.71,4.43,1.0,57.14,42.86,0.0,0.0,TM4,8.0,,,,9.9,,,QPSK,,9.4,,,,,,0.0,,,,,,9.4,,,,0.0,,,,,,,,,,NonCA,NonCA,Band 12,,,,
8,2022-08-12 15:33:43.300000,-94.19693,41.512871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,Band 12,5145.0,23145.0,5.0,5.0,-109.46,-16.25,-79.23,23.0,,22.94,-2.26,7.73,1.64,1.0,77.27,22.73,0.0,0.0,TM4,8.0,,11.0,,13.05,64QAM,,16QAM,9.17,13.9,,,,,0.0,63.89,,,,,9.17,13.88,,,0.0,63.89,,,,,0.063,,0.062,,,NonCA,NonCA,Band 12,0.035,0.833,2202.0,52082.0
9,2022-08-12 15:33:43.400000,-94.19693,41.512871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,Band 12,5145.0,23145.0,5.0,5.0,-110.24,-17.44,-78.75,23.0,,23.0,0.35,9.45,0.55,1.0,93.75,6.25,0.0,0.0,TM4,8.0,,,,5.93,,,QPSK,,12.35,,,,,,18.75,,,,,,12.34,,,,18.75,,,,,,,,,,NonCA,NonCA,Band 12,,,,
