TIME_STAMP,Lon,Lat,LTE KPI CA Type,LTE KPI UL CA Type,Event Technology,Event LTE Events,Event 5G-NR/LTE Events,LTE KPI PCell M(Tx) x N(Rx) Ant,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte,Qualcomm Lte/LteAdv Intrafreq Measure PCell Frequency(DL)[MHz],Qualcomm Lte/LteAdv Intrafreq Measure PCell Frequency(UL)[MHz]
2022-08-08 11:34:39.300000,-118.236801,34.058800,2CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:39.400000,-118.236801,34.058800,2CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:39.500000,-118.236801,34.058800,2CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:39.600000,-118.236801,34.058800,2CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:39.700000,-118.236801,34.058800,2CA,NonCA,,,,,38.019,0.201,2380957,12581,1955.00,1875.00
2022-08-08 11:34:39.800000,-118.236801,34.058800,2CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:39.900000,-118.236801,34.058800,2CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:40.000000,-118.236801,34.058800,2CA,NonCA,LTE,,,4x4,,,,,1955.00,1875.00
2022-08-08 11:34:40.100000,-118.236801,34.058800,2CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:40.200000,-118.236801,34.058800,2CA,NonCA,,,,,35.900,0.149,2243774,9327,1955.00,1875.00
2022-08-08 11:34:40.300000,-118.236801,34.058800,2CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:40.400000,-118.236801,34.058800,2CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:40.500000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:40.600000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:40.700000,-118.236801,34.058800,NonCA,NonCA,,,,,37.229,0.163,2326800,10188,1955.00,1875.00
2022-08-08 11:34:40.800000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:40.900000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:41.000000,-118.236801,34.058800,NonCA,NonCA,LTE,,,4x4,,,,,1955.00,1875.00
2022-08-08 11:34:41.100000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:41.200000,-118.236801,34.058800,NonCA,NonCA,,,,,35.139,0.170,2191804,10581,1955.00,1875.00
2022-08-08 11:34:41.300000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:41.400000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:41.444773,-118.236801,34.058800,,,,reportStrongestCells,reportStrongestCells,,,,,,,
2022-08-08 11:34:41.500000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:41.600000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:41.700000,-118.236801,34.058800,NonCA,NonCA,,,,,27.603,0.172,1725161,10767,1955.00,1875.00
2022-08-08 11:34:41.800000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:41.900000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:42.000000,-118.236801,34.058800,NonCA,NonCA,LTE,,,4x4,,,,,1955.00,1875.00
2022-08-08 11:34:42.100000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:42.200000,-118.236801,34.058800,NonCA,NonCA,,,,,37.940,0.278,2371225,17368,1955.00,1875.00
2022-08-08 11:34:42.300000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:42.400000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:42.500000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:42.600000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:42.700000,-118.236801,34.058800,NonCA,NonCA,,,,,26.567,0.166,1660424,10387,1955.00,1875.00
2022-08-08 11:34:42.800000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:42.900000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:43.000000,-118.236801,34.058800,NonCA,NonCA,LTE,,,4x4,,,,,1955.00,1875.00
2022-08-08 11:34:43.100000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:43.200000,-118.236801,34.058800,NonCA,NonCA,,,,,26.567,0.294,1660417,18390,1955.00,1875.00
2022-08-08 11:34:43.300000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:43.400000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:43.500000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:43.600000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:43.700000,-118.236801,34.058800,NonCA,NonCA,,,,,33.159,0.268,2072463,16723,1955.00,1875.00
2022-08-08 11:34:43.800000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:43.900000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:44.000000,-118.236801,34.058800,NonCA,NonCA,LTE,,,4x4,,,,,1955.00,1875.00
2022-08-08 11:34:44.100000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:44.200000,-118.236801,34.058800,NonCA,NonCA,,,,,27.684,0.198,1733680,12370,1955.00,1875.00
2022-08-08 11:34:44.300000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:44.400000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:44.500000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:44.600000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:44.700000,-118.236801,34.058800,NonCA,NonCA,,,,,21.899,0.161,1374144,10100,1955.00,1875.00
2022-08-08 11:34:44.800000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:44.900000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:45.000000,-118.236801,34.058800,NonCA,NonCA,LTE,,,4x4,,,,,1955.00,1875.00
2022-08-08 11:34:45.100000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:45.200000,-118.236801,34.058800,NonCA,NonCA,,,,,23.839,0.167,1480980,10350,1955.00,1875.00
2022-08-08 11:34:45.300000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:45.400000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:45.500000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:45.600000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:45.700000,-118.236801,34.058800,NonCA,NonCA,,,,,21.852,0.166,1365769,10360,1955.00,1875.00
2022-08-08 11:34:45.800000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:45.900000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:46.000000,-118.236801,34.058800,NonCA,NonCA,LTE,,,4x4,,,,,1955.00,1875.00
2022-08-08 11:34:46.100000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:46.200000,-118.236801,34.058800,NonCA,NonCA,,,,,18.279,0.155,1142449,9704,1955.00,1875.00
2022-08-08 11:34:46.300000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:46.400000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:46.500000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:46.595608,-118.236801,34.058800,,,,reportStrongestCells,reportStrongestCells,,,,,,,
2022-08-08 11:34:46.600000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:46.700000,-118.236801,34.058800,NonCA,NonCA,,,,,19.303,0.171,1206463,10704,1955.00,1875.00
2022-08-08 11:34:46.800000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:46.900000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:47.000000,-118.236801,34.058800,NonCA,NonCA,LTE,,,4x4,,,,,1955.00,1875.00
2022-08-08 11:34:47.100000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:47.200000,-118.236801,34.058800,NonCA,NonCA,,,,,12.565,0.146,786908,9153,1955.00,1875.00
2022-08-08 11:34:47.300000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:47.400000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:47.500000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:47.600000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:47.700000,-118.236801,34.058800,NonCA,NonCA,,,,,20.859,0.175,1301100,10913,1955.00,1875.00
2022-08-08 11:34:47.800000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:47.900000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:48.000000,-118.236801,34.058800,NonCA,NonCA,LTE,,,4x4,,,,,1955.00,1875.00
2022-08-08 11:34:48.100000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:48.200000,-118.236801,34.058800,NonCA,NonCA,,,,,23.305,0.167,1459448,10444,1955.00,1875.00
2022-08-08 11:34:48.300000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:48.400000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:48.500000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:48.600000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:48.700000,-118.236801,34.058800,NonCA,NonCA,,,,,22.675,0.151,1417198,9467,1955.00,1875.00
2022-08-08 11:34:48.800000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:48.900000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:49.000000,-118.236801,34.058800,NonCA,NonCA,LTE,,,4x4,,,,,1955.00,1875.00
2022-08-08 11:34:49.100000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:49.200000,-118.236801,34.058800,NonCA,NonCA,,,,,18.478,0.169,1152539,10564,1955.00,1875.00
2022-08-08 11:34:49.300000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:49.400000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:49.500000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:49.600000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:49.700000,-118.236801,34.058800,NonCA,NonCA,,,,,17.975,0.146,1123429,9109,1955.00,1875.00
2022-08-08 11:34:49.800000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:49.900000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:50.000000,-118.236801,34.058800,NonCA,NonCA,LTE,,,4x4,,,,,1955.00,1875.00
2022-08-08 11:34:50.100000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:50.200000,-118.236801,34.058800,NonCA,NonCA,,,,,5.941,0.184,372083,11531,1955.00,1875.00
2022-08-08 11:34:50.300000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:50.400000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:50.500000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:50.600000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:50.700000,-118.236801,34.058800,NonCA,NonCA,,,,,0.206,0.151,12869,9413,1955.00,1875.00
2022-08-08 11:34:50.800000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:50.900000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:51.000000,-118.236801,34.058800,NonCA,NonCA,LTE,,,4x4,,,,,1955.00,1875.00
2022-08-08 11:34:51.100000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:51.200000,-118.236801,34.058800,NonCA,NonCA,,,,,0.645,0.189,40326,11825,1955.00,1875.00
2022-08-08 11:34:51.300000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:51.400000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:51.500000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:51.600000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:51.700000,-118.236801,34.058800,NonCA,NonCA,,,,,0.869,0.136,54324,8503,1955.00,1875.00
2022-08-08 11:34:51.724815,-118.236801,34.058800,,,,reportStrongestCells,reportStrongestCells,,,,,,,
2022-08-08 11:34:51.800000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:51.900000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:52.000000,-118.236801,34.058800,NonCA,NonCA,LTE,,,4x4,,,,,1955.00,1875.00
2022-08-08 11:34:52.100000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:52.200000,-118.236801,34.058800,NonCA,NonCA,,,,,0.906,0.145,56707,9084,1955.00,1875.00
2022-08-08 11:34:52.300000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:52.400000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:52.500000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:52.600000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:52.700000,-118.236801,34.058800,NonCA,NonCA,,,,,0.940,0.171,58738,10686,1955.00,1875.00
2022-08-08 11:34:52.800000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:52.900000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:53.000000,-118.236801,34.058800,NonCA,NonCA,LTE,,,4x4,,,,,1955.00,1875.00
2022-08-08 11:34:53.100000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:53.200000,-118.236801,34.058800,NonCA,NonCA,,,,,0.915,0.154,57161,9594,1955.00,1875.00
2022-08-08 11:34:53.300000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:53.400000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:53.500000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:53.600000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:53.700000,-118.236801,34.058800,NonCA,NonCA,,,,,0.923,0.211,57554,13173,1955.00,1875.00
2022-08-08 11:34:53.800000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:53.900000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:54.000000,-118.236801,34.058800,NonCA,NonCA,LTE,,,4x4,,,,,1955.00,1875.00
2022-08-08 11:34:54.100000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:54.200000,-118.236801,34.058800,NonCA,NonCA,,,,,0.970,0.159,60771,9981,1955.00,1875.00
2022-08-08 11:34:54.300000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:54.400000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:54.500000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:54.600000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:54.700000,-118.236801,34.058800,NonCA,NonCA,,,,,92.871,0.179,5804443,11163,1955.00,1875.00
2022-08-08 11:34:54.800000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:54.900000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:55.000000,-118.236801,34.058800,NonCA,NonCA,LTE,,,4x4,,,,,1955.00,1875.00
2022-08-08 11:34:55.100000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:55.200000,-118.236801,34.058800,NonCA,NonCA,,,,,102.243,0.214,6390193,13365,1955.00,1875.00
2022-08-08 11:34:55.300000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:55.400000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:55.500000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:55.600000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:55.700000,-118.236801,34.058800,NonCA,NonCA,,,,,104.087,0.277,6505459,17300,1955.00,1875.00
2022-08-08 11:34:55.800000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:55.900000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:56.000000,-118.236801,34.058800,NonCA,NonCA,LTE,,,4x4,,,,,1955.00,1875.00
2022-08-08 11:34:56.100000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:56.200000,-118.236801,34.058800,NonCA,NonCA,,,,,104.581,0.244,6536338,15242,1955.00,1875.00
2022-08-08 11:34:56.300000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:56.400000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:56.500000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:56.600000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:56.700000,-118.236801,34.058800,NonCA,NonCA,,,,,100.878,0.190,6304856,11895,1955.00,1875.00
2022-08-08 11:34:56.800000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:56.842382,-118.236801,34.058800,,,,reportStrongestCells,reportStrongestCells,,,,,,,
2022-08-08 11:34:56.900000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:57.000000,-118.236801,34.058800,NonCA,NonCA,LTE,,,4x4,,,,,1955.00,1875.00
2022-08-08 11:34:57.100000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:57.200000,-118.236801,34.058800,NonCA,NonCA,,,,,104.670,0.195,6541859,12204,1955.00,1875.00
2022-08-08 11:34:57.300000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:57.400000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:57.500000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:57.600000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:57.700000,-118.236801,34.058800,NonCA,NonCA,,,,,104.274,0.176,6504071,10967,1955.00,1875.00
2022-08-08 11:34:57.800000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:57.900000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:58.000000,-118.236801,34.058800,NonCA,NonCA,LTE,,,4x4,,,,,1955.00,1875.00
2022-08-08 11:34:58.100000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:58.200000,-118.236801,34.058800,NonCA,NonCA,,,,,103.784,0.255,6499461,15981,1955.00,1875.00
2022-08-08 11:34:58.300000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:58.400000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:58.500000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:58.600000,-118.236801,34.058800,NonCA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:58.700000,-118.236801,34.058800,NonCA,NonCA,,,,,105.586,0.289,6599127,18057,1955.00,1875.00
2022-08-08 11:34:58.800000,-118.236801,34.058800,3CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:58.900000,-118.236801,34.058800,3CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:59.000000,-118.236801,34.058800,3CA,NonCA,LTE,,,4x4,,,,,1955.00,1875.00
2022-08-08 11:34:59.100000,-118.236801,34.058800,3CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:59.200000,-118.236801,34.058800,3CA,NonCA,,,,,96.616,0.273,6026412,17013,1955.00,1875.00
2022-08-08 11:34:59.300000,-118.236801,34.058800,3CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:59.400000,-118.236801,34.058800,3CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:59.500000,-118.236801,34.058800,3CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:59.600000,-118.236801,34.058800,3CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:59.700000,-118.236801,34.058800,3CA,NonCA,,,,,77.777,0.243,4861081,15168,1955.00,1875.00
2022-08-08 11:34:59.800000,-118.236801,34.058800,3CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:34:59.900000,-118.236801,34.058800,3CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:35:00.000000,-118.236801,34.058800,3CA,NonCA,LTE,,,4x4,,,,,1955.00,1875.00
2022-08-08 11:35:00.100000,-118.236801,34.058800,3CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:35:00.200000,-118.236801,34.058800,3CA,NonCA,,,,,77.706,0.273,4856616,17085,1955.00,1875.00
2022-08-08 11:35:00.300000,-118.236801,34.058800,3CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:35:00.400000,-118.236801,34.058800,3CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:35:00.500000,-118.236801,34.058800,3CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:35:00.600000,-118.236801,34.058800,3CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:35:00.700000,-118.236801,34.058800,3CA,NonCA,,,,,78.073,0.227,4879581,14175,1955.00,1875.00
2022-08-08 11:35:00.800000,-118.236801,34.058800,3CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:35:00.900000,-118.236801,34.058800,3CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:35:01.000000,-118.236801,34.058800,3CA,NonCA,LTE,,,4x4,,,,,1955.00,1875.00
2022-08-08 11:35:01.100000,-118.236801,34.058800,3CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:35:01.200000,-118.236801,34.058800,3CA,NonCA,,,,,79.324,0.223,4967661,13964,1955.00,1875.00
2022-08-08 11:35:01.300000,-118.236801,34.058800,3CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:35:01.400000,-118.236801,34.058800,3CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:35:01.500000,-118.236801,34.058800,3CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:35:01.600000,-118.236801,34.058800,3CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:35:01.700000,-118.236801,34.058800,3CA,NonCA,,,,,77.046,0.233,4805718,14531,1955.00,1875.00
2022-08-08 11:35:01.800000,-118.236801,34.058800,3CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:35:01.900000,-118.236801,34.058800,3CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:35:01.952861,-118.236801,34.058800,,,,reportStrongestCells,reportStrongestCells,,,,,,,
2022-08-08 11:35:02.000000,-118.236801,34.058800,3CA,NonCA,LTE,,,4x4,,,,,1955.00,1875.00
2022-08-08 11:35:02.100000,-118.236801,34.058800,3CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:35:02.200000,-118.236801,34.058800,3CA,NonCA,,,,,76.048,0.269,4753028,16805,1955.00,1875.00
2022-08-08 11:35:02.300000,-118.236801,34.058800,3CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:35:02.400000,-118.236801,34.058800,3CA,NonCA,,,,,,,,,1955.00,1875.00
2022-08-08 11:35:02.500000,-118.236801,34.058800,3CA,NonCA,,,,,,,,,1955.00,1875.00
