TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,LTE KPI SCell[1] CA Rate(Same PCI),LTE KPI SCell[1] Serving PCI,LTE KPI SCell[1] Serving Band,LTE KPI SCell[1] Serving EARFCN(DL),LTE KPI SCell[1] Serving EARFCN(UL),LTE KPI SCell[1] Serving BandWidth(DL),LTE KPI SCell[1] Serving BandWidth(UL),LTE KPI SCell[1] Serving RSRP[dBm],LTE KPI SCell[1] Serving RSRQ[dB],LTE KPI SCell[1] Serving RSSI[dBm],LTE KPI SCell[1] SINR[dB],LTE KPI SCell[1] WB CQI CW0,LTE KPI SCell[1] WB CQI CW1,LTE KPI SCell[1] WB RI,LTE KPI SCell[1] WB RI1 Rate,LTE KPI SCell[1] WB RI2 Rate,LTE KPI SCell[1] WB RI3 Rate,LTE KPI SCell[1] WB RI4 Rate,LTE KPI SCell[1] Tx Mode,LTE KPI SCell[1] WB PMI 0,LTE KPI SCell[1] M(Tx) x N(Rx) Ant ,LTE KPI SCell[1] DL MCS0,LTE KPI SCell[1] DL Modulation0,LTE KPI SCell[1] PDSCH PRB Number(Avg),LTE KPI SCell[1] PDSCH PRB Number(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[1] PDSCH BLER[%],LTE KPI SCell[1] PDSCH Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] Serving PCI,LTE KPI SCell[2] Serving Band,LTE KPI SCell[2] Serving EARFCN(DL),LTE KPI SCell[2] Serving EARFCN(UL),LTE KPI SCell[2] Serving BandWidth(DL),LTE KPI SCell[2] Serving BandWidth(UL),LTE KPI SCell[2] Serving RSRP[dBm],LTE KPI SCell[2] Serving RSRQ[dB],LTE KPI SCell[2] Serving RSSI[dBm],LTE KPI SCell[2] SINR[dB],LTE KPI SCell[2] WB CQI CW0,LTE KPI SCell[2] WB CQI CW1,LTE KPI SCell[2] WB RI,LTE KPI SCell[2] WB RI1 Rate,LTE KPI SCell[2] WB RI2 Rate,LTE KPI SCell[2] WB RI3 Rate,LTE KPI SCell[2] WB RI4 Rate,LTE KPI SCell[2] Tx Mode,LTE KPI SCell[2] WB PMI 0,LTE KPI SCell[2] M(Tx) x N(Rx) Ant ,LTE KPI SCell[2] DL MCS0,LTE KPI SCell[2] DL MCS1,LTE KPI SCell[2] DL Modulation0,LTE KPI SCell[2] DL Modulation1,LTE KPI Scell[2] PDSCH PRB Number(Avg),LTE KPI SCell[2] PDSCH PRB Number(Including 0),LTE KPI SCell[2] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[2] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[2] PDSCH BLER[%],LTE KPI SCell[2] PDSCH Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte,5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps]
2022-08-12 14:19:14.600000,-95.827133,41.234879,-95.827130,41.234880,14:19:14,32,119,119.00,32.92,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:19:14.700000,-95.827110,41.234905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42.00,,15.00,13.00,2,0.00,100.00,0.00,0.00,TM4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:19:14.800000,-95.827095,41.234932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,Band 2,700,18700,10,10,-88.19,-12.22,-58.06,,,-13.86,5.65,12.33,8.00,2,0.00,100.00,0.00,0.00,TM4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.002,58,116,
2022-08-12 14:19:14.900000,-95.827072,41.234959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,Band 2,700,18700,10,10,-88.38,-14.24,-56.25,,,-20.49,3.51,12.00,4.67,2,33.33,66.67,0.00,0.00,TM4,10,,11.00,8.00,,64QAM,QPSK,,3.00,,,,,,0.00,0.00,,,,,3.00,,,,0.00,0.00,,,,,0.000,,0.000,,,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:19:15.000000,-95.827049,41.234985,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,274,Band 2,700,18700,10,10,-90.73,-14.66,-58.75,,,-17.21,4.11,12.00,8.83,2,0.00,100.00,0.00,0.00,TM4,10,4x2,,,,,,,,,0.31,0.31,0.16,0.04,,0.00,0.117,0.057,0.075,0.051,,,0.31,0.04,,0.00,0.117,0.057,0.075,0.051,,,,,,NonCA,,Band 2,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:19:15.100000,-95.827026,41.235008,,,,,,,,,,,10,23.000,261.000,19.000,18,77.000,348.000,25.000,23,51.000,276.000,27.000,24,12.000,139.000,22.000,,,,,,274,Band 2,700,18700,10,10,-90.11,-12.81,-58.76,,,-13.06,6.95,12.14,8.29,2,0.00,100.00,0.00,0.00,TM4,10,,,,17.67,,,QPSK,,3.33,,,,,,25.00,,,,,,2.73,,,,25.00,,,,,,,,,,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:19:15.200000,-95.827011,41.235035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,Band 2,700,18700,10,10,-92.31,-12.44,-60.37,,2.72,-16.67,4.49,13.50,9.25,2,0.00,100.00,0.00,0.00,TM4,10,,10.17,7.75,,QPSK,16QAM,,6.50,,,,,,6.25,0.00,,,,,6.50,,,,6.25,0.00,,,,,0.106,,0.106,,,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:19:15.300000,-95.826988,41.235062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,Band 2,700,18700,10,10,-92.95,-11.96,-61.97,15.47,,-18.56,5.35,12.71,5.29,2,42.86,57.14,0.00,0.00,TM4,10,,,,22.14,,,64QAM,,3.71,,,,,,20.00,,,,,,3.71,,,,20.00,,,,,,,,,,NonCA,NonCA,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.066,0.025,4130,1532,
2022-08-12 14:19:15.400000,-95.826965,41.235088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,Band 2,700,18700,10,10,-92.85,-13.27,-60.87,,-1.26,-20.67,6.78,9.25,11.50,2,0.00,100.00,0.00,0.00,TM4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054,,0.053,0.013,,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:19:15.500000,-95.826950,41.235115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,Band 2,700,18700,10,10,-87.90,-14.58,-56.27,,,-27.97,9.00,12.67,11.33,2,0.00,100.00,0.00,0.00,TM4,6,,12.75,14.50,,64QAM,16QAM,,5.83,,,,,,14.29,0.00,,,,,5.83,,,,14.29,0.00,,,,,,,,,,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:19:15.600000,-95.826927,41.235142,-95.826930,41.235140,14:19:15,29,119,119.00,33.44,1,2,,,,,,,,,,,,,,,,,,,,,,,274,Band 2,700,18700,10,10,-86.31,-13.06,-56.28,,,-5.71,10.85,13.60,9.20,2,25.00,75.00,0.00,0.00,TM4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:19:15.700000,-95.826912,41.235168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,Band 2,700,18700,10,10,-85.53,-12.19,-56.34,,,-21.70,12.45,13.50,9.50,2,0.00,100.00,0.00,0.00,TM4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.011,0.000,,,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:19:15.800000,-95.826889,41.235195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,Band 2,700,18700,10,10,-85.68,-9.97,-58.73,,,-23.98,10.75,14.40,1.20,1,80.00,20.00,0.00,0.00,TM4,14,,1.50,4.00,,QPSK,QPSK,,16.00,,,,,,0.00,0.00,,,,,16.00,,,,0.00,0.00,,,,,,,,,,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,0.007,1182,468,
2022-08-12 14:19:15.900000,-95.826874,41.235222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,Band 2,700,18700,10,10,-86.44,-10.25,-59.21,,,-27.40,11.83,14.50,0.00,1,100.00,0.00,0.00,0.00,TM4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:19:16.000000,-95.826859,41.235249,,,,,,,,,,,10,23.000,261.000,19.000,18,77.000,348.000,26.000,23,51.000,276.000,27.000,24,12.000,139.000,22.000,LTE,,,,LTE Qualcomm,274,Band 2,700,18700,10,10,-84.75,-10.25,-57.50,,,-9.93,8.30,14.25,0.00,1,100.00,0.00,0.00,0.00,TM4,14,,,,,,,,,,0.24,0.24,0.00,0.04,,,0.049,0.022,0.049,0.016,,,0.24,0.04,,,0.049,0.022,0.049,0.016,0.008,,0.008,,,NonCA,,Band 2,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 14:19:16.100000,-95.826843,41.235275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,Band 2,700,18700,10,10,-83.88,-10.69,-56.19,,,-17.08,11.70,15.00,0.00,1,100.00,0.00,0.00,0.00,TM4,14,,10.00,,,64QAM,,,4.50,,,,,,0.00,,,,,,4.50,,,,0.00,,,,,,,,,,,NonCA,,Band 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
