TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,LTE KPI SCell[1] CA Rate(Same PCI),LTE KPI SCell[1] Serving PCI,LTE KPI SCell[1] Serving Band,LTE KPI SCell[1] Serving EARFCN(DL),LTE KPI SCell[1] Serving EARFCN(UL),LTE KPI SCell[1] Serving BandWidth(DL),LTE KPI SCell[1] Serving BandWidth(UL),LTE KPI SCell[1] Serving RSRP[dBm],LTE KPI SCell[1] Serving RSRQ[dB],LTE KPI SCell[1] Serving RSSI[dBm],LTE KPI SCell[1] SINR[dB],LTE KPI SCell[1] WB CQI CW0,LTE KPI SCell[1] WB CQI CW1,LTE KPI SCell[1] WB RI,LTE KPI SCell[1] WB RI1 Rate,LTE KPI SCell[1] WB RI2 Rate,LTE KPI SCell[1] WB RI3 Rate,LTE KPI SCell[1] WB RI4 Rate,LTE KPI SCell[1] Tx Mode,LTE KPI SCell[1] WB PMI 0,LTE KPI SCell[1] M(Tx) x N(Rx) Ant ,LTE KPI SCell[1] DL MCS0,LTE KPI SCell[1] DL Modulation0,LTE KPI SCell[1] PDSCH PRB Number(Avg),LTE KPI SCell[1] PDSCH PRB Number(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[1] PDSCH BLER[%],LTE KPI SCell[1] PDSCH Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
2022-08-12 19:13:47.755815,-90.410347,41.597591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 19:13:48.000000,-90.410347,41.597591,-90.410350,41.597590,19:13:46,92,119,119.00,,1,2,,1,29.000,298.000,23.000,3,8.000,313.000,25.000,10,40.000,138.000,40.000,23,10.000,137.000,28.000,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,13.00,5.00,,,,,,TM4,11,,,,,,,,,,0.40,0.40,0.00,0.02,,,0.102,0.000,0.102,0.000,,,0.40,0.02,,,0.102,0.000,0.102,0.000,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 19:13:48.100000,-90.410309,41.597588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0
2022-08-12 19:13:48.200000,-90.410271,41.597588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,Band 66,66486,132022,10,10,-88.75,-11.63,-60.13,,,-11.00,5.40,14.00,0.00,1,100.00,0.00,0.00,0.00,TM4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 19:13:48.300000,-90.410225,41.597584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,Band 66,66486,132022,10,10,-90.13,-12.88,-60.31,,,-8.71,-0.10,14.00,0.00,1,100.00,0.00,0.00,0.00,TM4,11,,,,,,,QPSK,,1.33,,,,,,,,,,,,1.33,,,,,,,,,,,,,,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 19:13:48.600000,-90.410110,41.597576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,Band 66,66486,132022,10,10,-90.38,-13.69,-59.69,15.00,9.00,,3.50,14.50,5.00,2,0.00,100.00,0.00,0.00,TM4,11,,,,,,,,,,,,,,,0.00,,,,,,,,,,0.00,,,,,0.000,,0.000,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0
2022-08-12 19:13:48.700000,-90.410072,41.597576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,Band 66,66486,132022,10,10,-94.31,-15.38,-61.88,,,6.60,-0.50,14.00,5.00,2,50.00,50.00,0.00,0.00,TM4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 19:13:48.800000,-90.410027,41.597572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,Band 66,66486,132022,10,10,-95.94,-18.25,-59.94,,,-13.77,0.70,12.50,4.00,2,50.00,50.00,0.00,0.00,TM4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 19:13:48.900000,-90.409988,41.597572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,Band 66,66486,132022,10,10,-95.79,-16.46,-61.56,,,-13.00,0.27,12.40,3.40,1,75.00,25.00,0.00,0.00,TM4,11,,12.00,,,64QAM,,,3.00,,,,,,0.00,,,,,,3.00,,,,0.00,,,,,,0.000,,0.000,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 19:13:49.000000,-90.409950,41.597569,-90.409950,41.597570,19:13:47,93,119,119.00,33.37,1,2,,1,29.000,298.000,18.000,3,8.000,313.000,24.000,10,40.000,138.000,39.000,23,10.000,137.000,27.000,LTE,,,,LTE Qualcomm,157,Band 66,66486,132022,10,10,-92.81,-11.44,-64.44,,,-0.09,3.50,12.00,5.00,2,50.00,50.00,0.00,0.00,TM4,11,,,,,,,,,,0.01,0.01,0.00,0.02,,,0.000,0.004,0.000,0.002,,,0.01,0.02,,,0.000,0.004,0.000,0.002,,,,,,NonCA,,Band 66,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 19:13:49.100000,-90.409912,41.597565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,Band 66,66486,132022,10,10,-95.13,-14.69,-63.38,,,-39.00,-2.80,10.00,0.00,1,100.00,0.00,0.00,0.00,TM4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.002,0,96
