PING 3.19.94.93 (3.19.94.93) 38(66) bytes of data.
46 bytes from 3.19.94.93: icmp_seq=1 ttl=37 time=398 ms
46 bytes from 3.19.94.93: icmp_seq=2 ttl=37 time=210 ms
46 bytes from 3.19.94.93: icmp_seq=3 ttl=37 time=85.8 ms
46 bytes from 3.19.94.93: icmp_seq=4 ttl=37 time=82.4 ms
46 bytes from 3.19.94.93: icmp_seq=5 ttl=37 time=47.4 ms
46 bytes from 3.19.94.93: icmp_seq=6 ttl=37 time=86.2 ms
46 bytes from 3.19.94.93: icmp_seq=7 ttl=37 time=83.3 ms
46 bytes from 3.19.94.93: icmp_seq=8 ttl=37 time=74.9 ms
46 bytes from 3.19.94.93: icmp_seq=9 ttl=37 time=79.1 ms
46 bytes from 3.19.94.93: icmp_seq=10 ttl=37 time=75.5 ms
46 bytes from 3.19.94.93: icmp_seq=11 ttl=37 time=85.3 ms
46 bytes from 3.19.94.93: icmp_seq=12 ttl=37 time=110 ms
46 bytes from 3.19.94.93: icmp_seq=13 ttl=37 time=73.1 ms
46 bytes from 3.19.94.93: icmp_seq=14 ttl=37 time=87.5 ms
46 bytes from 3.19.94.93: icmp_seq=15 ttl=37 time=79.5 ms
46 bytes from 3.19.94.93: icmp_seq=16 ttl=37 time=91.3 ms
46 bytes from 3.19.94.93: icmp_seq=17 ttl=37 time=88.3 ms
46 bytes from 3.19.94.93: icmp_seq=18 ttl=37 time=81.3 ms
46 bytes from 3.19.94.93: icmp_seq=19 ttl=37 time=87.6 ms
46 bytes from 3.19.94.93: icmp_seq=20 ttl=37 time=56.1 ms
46 bytes from 3.19.94.93: icmp_seq=21 ttl=37 time=83.4 ms
46 bytes from 3.19.94.93: icmp_seq=22 ttl=37 time=86.2 ms
46 bytes from 3.19.94.93: icmp_seq=23 ttl=37 time=81.4 ms
46 bytes from 3.19.94.93: icmp_seq=24 ttl=37 time=83.5 ms
46 bytes from 3.19.94.93: icmp_seq=25 ttl=37 time=87.6 ms
46 bytes from 3.19.94.93: icmp_seq=26 ttl=37 time=95.5 ms
46 bytes from 3.19.94.93: icmp_seq=27 ttl=37 time=89.3 ms
46 bytes from 3.19.94.93: icmp_seq=28 ttl=37 time=70.1 ms
46 bytes from 3.19.94.93: icmp_seq=29 ttl=37 time=63.4 ms
46 bytes from 3.19.94.93: icmp_seq=30 ttl=37 time=46.3 ms
46 bytes from 3.19.94.93: icmp_seq=31 ttl=37 time=44.5 ms
46 bytes from 3.19.94.93: icmp_seq=32 ttl=37 time=82.2 ms
46 bytes from 3.19.94.93: icmp_seq=33 ttl=37 time=77.2 ms
46 bytes from 3.19.94.93: icmp_seq=34 ttl=37 time=89.3 ms
46 bytes from 3.19.94.93: icmp_seq=35 ttl=37 time=90.4 ms
46 bytes from 3.19.94.93: icmp_seq=36 ttl=37 time=79.2 ms
46 bytes from 3.19.94.93: icmp_seq=37 ttl=37 time=55.5 ms
46 bytes from 3.19.94.93: icmp_seq=38 ttl=37 time=76.1 ms
46 bytes from 3.19.94.93: icmp_seq=39 ttl=37 time=84.3 ms
46 bytes from 3.19.94.93: icmp_seq=40 ttl=37 time=80.2 ms
46 bytes from 3.19.94.93: icmp_seq=41 ttl=37 time=80.3 ms
46 bytes from 3.19.94.93: icmp_seq=42 ttl=37 time=69.4 ms
46 bytes from 3.19.94.93: icmp_seq=43 ttl=37 time=78.5 ms
46 bytes from 3.19.94.93: icmp_seq=44 ttl=37 time=60.2 ms
46 bytes from 3.19.94.93: icmp_seq=45 ttl=37 time=71.2 ms
46 bytes from 3.19.94.93: icmp_seq=46 ttl=37 time=64.4 ms
46 bytes from 3.19.94.93: icmp_seq=47 ttl=37 time=92.4 ms
46 bytes from 3.19.94.93: icmp_seq=48 ttl=37 time=76.3 ms
46 bytes from 3.19.94.93: icmp_seq=49 ttl=37 time=89.4 ms
46 bytes from 3.19.94.93: icmp_seq=50 ttl=37 time=73.3 ms
46 bytes from 3.19.94.93: icmp_seq=51 ttl=37 time=88.5 ms
46 bytes from 3.19.94.93: icmp_seq=52 ttl=37 time=67.5 ms
46 bytes from 3.19.94.93: icmp_seq=53 ttl=37 time=82.4 ms
46 bytes from 3.19.94.93: icmp_seq=54 ttl=37 time=77.2 ms
46 bytes from 3.19.94.93: icmp_seq=55 ttl=37 time=57.5 ms
46 bytes from 3.19.94.93: icmp_seq=56 ttl=37 time=84.2 ms
46 bytes from 3.19.94.93: icmp_seq=57 ttl=37 time=73.4 ms
46 bytes from 3.19.94.93: icmp_seq=58 ttl=37 time=63.4 ms
46 bytes from 3.19.94.93: icmp_seq=59 ttl=37 time=88.5 ms
46 bytes from 3.19.94.93: icmp_seq=60 ttl=37 time=90.1 ms
46 bytes from 3.19.94.93: icmp_seq=61 ttl=37 time=89.5 ms
46 bytes from 3.19.94.93: icmp_seq=62 ttl=37 time=71.2 ms
46 bytes from 3.19.94.93: icmp_seq=63 ttl=37 time=57.4 ms
46 bytes from 3.19.94.93: icmp_seq=64 ttl=37 time=47.4 ms
46 bytes from 3.19.94.93: icmp_seq=66 ttl=37 time=56.5 ms
46 bytes from 3.19.94.93: icmp_seq=67 ttl=37 time=64.2 ms
46 bytes from 3.19.94.93: icmp_seq=68 ttl=37 time=51.4 ms
46 bytes from 3.19.94.93: icmp_seq=69 ttl=37 time=57.2 ms
46 bytes from 3.19.94.93: icmp_seq=70 ttl=37 time=53.5 ms
46 bytes from 3.19.94.93: icmp_seq=71 ttl=37 time=60.2 ms
46 bytes from 3.19.94.93: icmp_seq=72 ttl=37 time=83.1 ms
46 bytes from 3.19.94.93: icmp_seq=73 ttl=37 time=84.4 ms
46 bytes from 3.19.94.93: icmp_seq=74 ttl=37 time=69.3 ms
46 bytes from 3.19.94.93: icmp_seq=75 ttl=37 time=89.4 ms
46 bytes from 3.19.94.93: icmp_seq=76 ttl=37 time=65.6 ms
46 bytes from 3.19.94.93: icmp_seq=77 ttl=37 time=78.1 ms
46 bytes from 3.19.94.93: icmp_seq=78 ttl=37 time=83.4 ms
46 bytes from 3.19.94.93: icmp_seq=79 ttl=37 time=92.7 ms
46 bytes from 3.19.94.93: icmp_seq=80 ttl=37 time=86.1 ms
