idx,size,avail,enc_fin,offload,inf,recv
0,38912,1660588502360,1660588502394,1660588502395,63,1660588502667
4,38912,1660588502759,1660588502794,1660588502795,63,1660588503053
7,38912,1660588503059,1660588503094,1660588503095,63,1660588503288
10,38912,1660588503359,1660588503394,1660588503395,63,1660588503596
13,38912,1660588503659,1660588503694,1660588503695,63,1660588503903
16,38912,1660588503959,1660588503994,1660588503995,63,1660588504178
19,38912,1660588504259,1660588504294,1660588504295,63,1660588504485
22,38912,1660588504559,1660588504594,1660588504595,63,1660588504782
25,38912,1660588504859,1660588504894,1660588504895,63,1660588505089
28,38912,1660588505159,1660588505194,1660588505195,63,1660588505394
31,38912,1660588505459,1660588505494,1660588505495,63,1660588505683
34,38912,1660588505759,1660588505794,1660588505795,63,1660588505981
37,38912,1660588506059,1660588506094,1660588506095,63,1660588506293
40,38912,1660588506359,1660588506394,1660588506395,63,1660588506588
43,38912,1660588506659,1660588506694,1660588506695,63,1660588506885
46,38912,1660588506959,1660588506994,1660588506995,63,1660588507205
49,38912,1660588507259,1660588507294,1660588507295,63,1660588507499
52,38912,1660588507559,1660588507594,1660588507595,63,1660588507802
55,38912,1660588507859,1660588507894,1660588507895,63,1660588508105
58,38912,1660588508159,1660588508194,1660588508195,63,1660588508391
61,38912,1660588508459,1660588508494,1660588508495,63,1660588508693
64,38912,1660588508759,1660588508794,1660588508795,63,1660588508984
67,38912,1660588509059,1660588509094,1660588509095,63,1660588509280
70,38912,1660588509359,1660588509394,1660588509395,63,1660588509602
73,38912,1660588509660,1660588509695,1660588509695,63,1660588509897
76,38912,1660588509959,1660588509994,1660588509995,63,1660588510203
79,38912,1660588510259,1660588510294,1660588510295,63,1660588510505
82,38912,1660588510559,1660588510594,1660588510595,63,1660588510795
85,38912,1660588510859,1660588510894,1660588510895,63,1660588511085
88,38912,1660588511159,1660588511194,1660588511195,63,1660588511401
91,38912,1660588511459,1660588511494,1660588511495,63,1660588511697
94,38912,1660588511759,1660588511794,1660588511795,63,1660588511980
97,38912,1660588512059,1660588512094,1660588512095,63,1660588512289
100,38912,1660588512359,1660588512394,1660588512395,63,1660588512600
103,38912,1660588512659,1660588512694,1660588512695,63,1660588512893
106,38912,1660588512959,1660588512994,1660588512995,63,1660588513225
109,38912,1660588513259,1660588513294,1660588513295,63,1660588513485
112,38912,1660588513559,1660588513594,1660588513595,63,1660588513795
115,38912,1660588513859,1660588513894,1660588513895,63,1660588514093
118,38912,1660588514159,1660588514194,1660588514195,63,1660588514390
121,38912,1660588514459,1660588514494,1660588514495,63,1660588514687
124,38912,1660588514759,1660588514794,1660588514795,63,1660588515027
127,38912,1660588515059,1660588515094,1660588515095,63,1660588515284
130,38912,1660588515359,1660588515395,1660588515395,63,1660588515590
133,38912,1660588515659,1660588515694,1660588515695,63,1660588515892
136,38912,1660588515959,1660588515994,1660588515995,63,1660588516199
139,38912,1660588516259,1660588516294,1660588516295,63,1660588516487
142,38912,1660588516559,1660588516594,1660588516595,63,1660588516781
145,38912,1660588516859,1660588516894,1660588516895,63,1660588517104
148,38912,1660588517159,1660588517194,1660588517196,63,1660588517396
151,38912,1660588517459,1660588517494,1660588517495,63,1660588517691
154,38912,1660588517759,1660588517794,1660588517795,63,1660588517980
157,38912,1660588518059,1660588518094,1660588518095,63,1660588518298
160,38912,1660588518359,1660588518394,1660588518395,63,1660588518580
163,38912,1660588518659,1660588518694,1660588518695,63,1660588518880
166,38912,1660588518959,1660588518994,1660588518995,63,1660588519196
169,38912,1660588519259,1660588519294,1660588519295,63,1660588519485
172,38912,1660588519559,1660588519594,1660588519595,63,1660588519793
175,38912,1660588519859,1660588519894,1660588519895,63,1660588520080
178,38912,1660588520159,1660588520194,1660588520195,63,1660588520405
181,38912,1660588520459,1660588520494,1660588520495,63,1660588520680
184,38912,1660588520759,1660588520794,1660588520795,63,1660588520998
187,38912,1660588521059,1660588521094,1660588521095,63,1660588521298
190,38912,1660588521359,1660588521394,1660588521395,63,1660588521599
193,38912,1660588521659,1660588521694,1660588521695,63,1660588521892
196,38912,1660588521959,1660588521994,1660588521995,63,1660588522202
