,TIME_STAMP,game,capture,convert,encode,network,decode,display
0,2022-08-12 12:43:40,,,,,,,
1,2022-08-12 12:43:41,,,,,,,
2,2022-08-12 12:43:42,,,,,,,
3,2022-08-12 12:43:43,,,,,,,
4,2022-08-12 12:43:44,,,,,,,
5,2022-08-12 12:43:45,,,,,,,
6,2022-08-12 12:43:46,,,,,,,
7,2022-08-12 12:43:47,,,,,,,
8,2022-08-12 12:43:48,,,,,,,
9,2022-08-12 12:43:49,,,,,,,
10,2022-08-12 12:43:50,,,,,,,
11,2022-08-12 12:43:51,,,,,,,
12,2022-08-12 12:43:52,,,,,,,
13,2022-08-12 12:43:53,,,,,,,
14,2022-08-12 12:43:54,,,,,,,
15,2022-08-12 12:43:55,,,,,,,
16,2022-08-12 12:43:56,,,,,,,
17,2022-08-12 12:43:57,,,,,,,
18,2022-08-12 12:43:58,,,,,,,
19,2022-08-12 12:43:59,,,,,,,
20,2022-08-12 12:44:00,,,,,,,
21,2022-08-12 12:44:01,,,,,,,
22,2022-08-12 12:44:02,,,,,,,
23,2022-08-12 12:44:03,,,,,,,
24,2022-08-12 12:44:04,,,,,,,
25,2022-08-12 12:44:05,,,,,,,
26,2022-08-12 12:44:06,,,,,,,
27,2022-08-12 12:44:07,,,,,,,
28,2022-08-12 12:44:08,,,,,,,
29,2022-08-12 12:44:09,,,,,,,
30,2022-08-12 12:44:10,,,,,,,
31,2022-08-12 12:44:11,,,,,,,
32,2022-08-12 12:44:12,,,,,,,
33,2022-08-12 12:44:13,,,,,,,
34,2022-08-12 12:44:14,,,,,,,
35,2022-08-12 12:44:15,,,,,,,
36,2022-08-12 12:44:16,,,,,,,
37,2022-08-12 12:44:17,,,,,,,
38,2022-08-12 12:44:18,,,,,,,
39,2022-08-12 12:44:19,,,,,,,
40,2022-08-12 12:44:20,,,,,,,
41,2022-08-12 12:44:21,,,,,,,
42,2022-08-12 12:44:22,,,,,,,
43,2022-08-12 12:44:23,,,,,,,
44,2022-08-12 12:44:24,,,,,,,
45,2022-08-12 12:44:25,,,,,,,
46,2022-08-12 12:44:26,,,,,,,
47,2022-08-12 12:44:27,,,,,,,
48,2022-08-12 12:44:28,,,,,,,
49,2022-08-12 12:44:29,,,,,,,
50,2022-08-12 12:44:30,,,,,,,
51,2022-08-12 12:44:31,,,,,,,
52,2022-08-12 12:44:32,,,,,,,
53,2022-08-12 12:44:33,,,,,,,
54,2022-08-12 12:44:34,14.56,0.34,0.02,6.78,19.05,1.38,19.05
55,2022-08-12 12:44:35,14.56,0.34,0.02,6.78,19.05,1.38,19.05
56,2022-08-12 12:44:36,49.15,0.0,0.0,7.26,17.09,1.91,17.09
57,2022-08-12 12:44:37,2.0,0.0,0.01,7.93,18.09,1.53,18.09
58,2022-08-12 12:44:38,2.0,0.0,0.0,7.83,18.97,1.62,18.97
59,2022-08-12 12:44:39,2.0,0.0,0.0,7.74,18.77,1.72,18.77
60,2022-08-12 12:44:40,6.38,0.13,0.0,9.5,18.28,1.62,18.28
61,2022-08-12 12:44:41,9.14,0.0,0.01,8.47,18.66,1.74,18.66
62,2022-08-12 12:44:42,11.9,0.0,0.0,7.86,20.3,1.58,20.3
63,2022-08-12 12:44:43,10.0,0.0,0.0,7.8,18.37,1.67,18.37
64,2022-08-12 12:44:44,10.0,0.04,0.0,8.05,21.0,1.43,21.0
65,2022-08-12 12:44:45,10.0,0.0,0.01,9.4,19.98,1.86,19.98
66,2022-08-12 12:44:46,10.0,0.0,0.0,10.73,18.98,2.23,18.98
67,2022-08-12 12:44:47,10.0,0.0,0.01,9.13,17.99,1.85,17.99
68,2022-08-12 12:44:48,10.0,0.0,0.01,9.13,17.99,1.85,17.99
69,2022-08-12 12:44:49,10.0,0.0,0.0,9.65,19.51,1.89,19.51
70,2022-08-12 12:44:50,16.07,1.39,0.0,13.18,20.49,1.71,25.77
71,2022-08-12 12:44:51,16.07,1.39,0.0,13.18,20.49,1.71,25.77
72,2022-08-12 12:44:52,16.07,1.39,0.0,13.18,20.49,1.71,25.77
73,2022-08-12 12:44:53,16.07,1.39,0.0,13.18,20.49,1.71,25.77
74,2022-08-12 12:44:54,16.07,1.39,0.0,13.18,20.49,1.71,25.77
75,2022-08-12 12:44:55,11.75,0.24,0.01,7.17,22.22,1.73,22.22
76,2022-08-12 12:44:56,25.74,0.36,0.0,7.55,19.04,1.83,19.04
77,2022-08-12 12:44:57,52.18,0.4,0.0,9.4,20.66,2.38,20.66
78,2022-08-12 12:44:58,52.6,0.39,0.0,10.58,20.04,2.2,20.04
79,2022-08-12 12:44:59,59.02,0.39,0.01,10.72,21.1,2.41,21.1
80,2022-08-12 12:45:00,59.38,0.39,0.01,10.63,19.1,2.01,19.1
81,2022-08-12 12:45:01,59.46,0.39,0.0,10.43,20.85,2.48,20.85
82,2022-08-12 12:45:02,61.34,0.39,0.0,10.76,20.55,1.79,20.55
83,2022-08-12 12:45:03,75.39,0.14,0.02,10.83,21.15,2.11,21.15
84,2022-08-12 12:45:04,34.43,0.42,0.03,6.1,20.32,1.34,20.32
85,2022-08-12 12:45:05,17.06,0.41,0.03,4.32,23.01,1.3,11.43
86,2022-08-12 12:45:06,7.12,0.41,0.02,5.44,34.89,1.47,34.89
87,2022-08-12 12:45:07,5.94,0.43,0.03,4.99,21.68,1.47,3.7
88,2022-08-12 12:45:08,5.94,0.43,0.03,4.99,21.68,1.47,3.7
89,2022-08-12 12:45:09,5.94,0.43,0.03,4.99,21.68,1.47,3.7
90,2022-08-12 12:45:10,9.89,0.41,0.01,10.17,42.35,2.03,42.35
91,2022-08-12 12:45:11,9.63,0.41,0.0,9.98,30.51,2.19,7.41
92,2022-08-12 12:45:12,9.63,0.41,0.0,9.98,30.51,2.19,7.41
93,2022-08-12 12:45:13,9.63,0.41,0.0,9.98,30.51,2.19,7.41
94,2022-08-12 12:45:14,5.89,0.41,0.01,10.59,36.31,2.26,36.31
95,2022-08-12 12:45:15,6.07,0.42,0.0,9.26,33.66,1.69,5.79
96,2022-08-12 12:45:16,6.07,0.42,0.0,9.26,33.66,1.69,5.79
97,2022-08-12 12:45:17,6.07,0.42,0.0,9.26,33.66,1.69,5.79
98,2022-08-12 12:45:18,6.07,0.42,0.0,9.26,33.66,1.69,5.79
99,2022-08-12 12:45:19,5.1,0.43,0.0,8.88,40.08,1.9,40.08
100,2022-08-12 12:45:20,5.23,0.39,0.01,8.63,42.17,1.73,42.17
101,2022-08-12 12:45:21,5.18,0.42,0.01,7.87,34.19,1.54,7.04
102,2022-08-12 12:45:22,5.18,0.42,0.01,7.87,34.19,1.54,7.04
103,2022-08-12 12:45:23,5.18,0.42,0.01,7.87,34.19,1.54,7.04
104,2022-08-12 12:45:24,5.18,0.42,0.01,7.87,34.19,1.54,7.04
105,2022-08-12 12:45:25,5.18,0.42,0.01,7.87,34.19,1.54,7.04
106,2022-08-12 12:45:26,5.18,0.42,0.01,7.87,34.19,1.54,7.04
107,2022-08-12 12:45:27,5.18,0.42,0.01,7.87,34.19,1.54,7.04
108,2022-08-12 12:45:28,5.18,0.42,0.01,7.87,34.19,1.54,7.04
109,2022-08-12 12:45:29,5.18,0.42,0.01,7.87,34.19,1.54,7.04
110,2022-08-12 12:45:30,5.18,0.42,0.01,7.87,34.19,1.54,7.04
111,2022-08-12 12:45:31,5.18,0.42,0.01,7.87,34.19,1.54,7.04
112,2022-08-12 12:45:32,5.18,0.42,0.01,7.87,34.19,1.54,7.04
113,2022-08-12 12:45:33,5.18,0.42,0.01,7.87,34.19,1.54,7.04
114,2022-08-12 12:45:34,5.18,0.42,0.01,7.87,34.19,1.54,7.04
115,2022-08-12 12:45:35,5.18,0.42,0.01,7.87,34.19,1.54,7.04
116,2022-08-12 12:45:36,5.18,0.42,0.01,7.87,34.19,1.54,7.04
117,2022-08-12 12:45:37,5.18,0.42,0.01,7.87,34.19,1.54,7.04
118,2022-08-12 12:45:38,5.18,0.42,0.01,7.87,34.19,1.54,7.04
119,2022-08-12 12:45:39,5.18,0.42,0.01,7.87,34.19,1.54,7.04
120,2022-08-12 12:45:40,5.18,0.42,0.01,7.87,34.19,1.54,7.04
121,2022-08-12 12:45:41,5.18,0.42,0.01,7.87,34.19,1.54,7.04
122,2022-08-12 12:45:42,5.18,0.42,0.01,7.87,34.19,1.54,7.04
123,2022-08-12 12:45:43,5.18,0.42,0.01,7.87,34.19,1.54,7.04
124,2022-08-12 12:45:44,5.18,0.42,0.01,7.87,34.19,1.54,7.04
125,2022-08-12 12:45:45,5.18,0.42,0.01,7.87,34.19,1.54,7.04
126,2022-08-12 12:45:46,5.18,0.42,0.01,7.87,34.19,1.54,7.04
127,2022-08-12 12:45:47,5.18,0.42,0.01,7.87,34.19,1.54,7.04
128,2022-08-12 12:45:48,5.18,0.42,0.01,7.87,34.19,1.54,7.04
129,2022-08-12 12:45:49,5.18,0.42,0.01,7.87,34.19,1.54,7.04
130,2022-08-12 12:45:50,5.18,0.42,0.01,7.87,34.19,1.54,7.04
131,2022-08-12 12:45:51,5.18,0.42,0.01,7.87,34.19,1.54,7.04
132,2022-08-12 12:45:52,5.18,0.42,0.01,7.87,34.19,1.54,7.04
133,2022-08-12 12:45:53,5.18,0.42,0.01,7.87,34.19,1.54,7.04
134,2022-08-12 12:45:54,4.38,0.41,0.01,8.4,34.9,1.44,34.9
