,TIME_STAMP,game,capture,convert,encode,network,decode,display
0,2022-08-10 17:02:12,,,,,,,
1,2022-08-10 17:02:13,2.39,1.2,1.69,5.69,48.69,1.18,48.69
2,2022-08-10 17:02:14,2.88,0.71,0.0,5.63,44.6,17.7,44.6
3,2022-08-10 17:02:15,2.69,0.7,0.01,5.32,71.62,27.53,71.62
4,2022-08-10 17:02:16,2.9,0.69,0.0,5.38,424.87,1.1,424.87
5,2022-08-10 17:02:17,2.59,0.71,0.01,5.54,636.41,2.46,636.41
6,2022-08-10 17:02:18,2.81,0.71,0.01,5.29,720.2,0.99,720.2
7,2022-08-10 17:02:19,2.89,0.7,0.0,5.48,695.02,1.31,695.02
8,2022-08-10 17:02:20,3.41,0.71,0.0,5.42,875.22,1.02,875.22
9,2022-08-10 17:02:21,3.72,0.7,0.01,5.32,895.32,1.03,895.32
10,2022-08-10 17:02:22,3.81,0.71,0.0,5.65,879.91,1.75,879.91
11,2022-08-10 17:02:23,4.03,0.71,0.0,5.52,722.55,1.1,722.55
12,2022-08-10 17:02:24,4.19,0.7,0.01,5.46,202.64,1.2,202.64
13,2022-08-10 17:02:25,4.79,0.71,0.01,5.81,41.84,1.29,41.84
14,2022-08-10 17:02:26,4.87,0.71,0.0,5.39,35.87,1.3,35.87
15,2022-08-10 17:02:27,5.01,0.71,0.0,5.53,43.73,1.13,43.73
16,2022-08-10 17:02:28,3.84,0.71,0.0,5.26,39.48,1.01,39.48
17,2022-08-10 17:02:29,3.4,0.71,0.01,5.36,37.67,0.96,37.67
18,2022-08-10 17:02:30,2.52,0.71,0.0,5.31,39.99,1.08,39.99
19,2022-08-10 17:02:31,2.6,0.7,0.0,5.41,39.05,0.97,39.05
20,2022-08-10 17:02:32,2.33,0.71,0.01,5.33,39.3,0.97,39.3
21,2022-08-10 17:02:33,2.33,0.71,0.0,5.39,39.7,1.23,39.7
22,2022-08-10 17:02:34,2.41,0.71,0.0,5.34,40.24,0.95,40.24
23,2022-08-10 17:02:35,2.3,0.71,0.0,5.4,44.58,1.16,44.58
24,2022-08-10 17:02:36,2.66,0.71,0.01,5.29,40.15,1.19,40.15
25,2022-08-10 17:02:37,2.84,0.7,0.0,5.27,44.38,1.12,44.38
26,2022-08-10 17:02:38,3.6,0.71,0.01,5.67,49.29,1.3,49.29
27,2022-08-10 17:02:39,3.74,0.71,0.0,5.51,71.67,1.2,71.67
28,2022-08-10 17:02:40,4.54,0.71,0.01,5.8,109.34,1.19,109.34
29,2022-08-10 17:02:41,4.46,0.7,0.0,5.35,59.75,1.27,59.75
30,2022-08-10 17:02:42,5.32,0.71,0.0,5.47,47.28,1.14,47.28
31,2022-08-10 17:02:43,5.32,0.71,0.0,5.47,47.28,1.14,47.28
32,2022-08-10 17:02:44,5.13,0.71,0.01,5.44,42.07,1.25,42.07
33,2022-08-10 17:02:45,5.13,0.71,0.01,5.44,42.07,1.25,42.07
34,2022-08-10 17:02:46,5.92,0.71,0.01,6.03,39.7,1.25,39.7
35,2022-08-10 17:02:47,6.98,0.7,0.0,5.33,52.15,1.23,52.15
36,2022-08-10 17:02:48,6.98,0.7,0.0,5.33,52.15,1.23,52.15
37,2022-08-10 17:02:49,5.3,0.0,0.0,0.0,96.88,1.26,96.88
38,2022-08-10 17:02:50,5.3,0.0,0.0,0.0,96.88,1.26,96.88
39,2022-08-10 17:02:51,5.3,0.0,0.0,0.0,96.88,1.26,96.88
40,2022-08-10 17:02:52,5.69,0.0,0.0,0.0,164.23,1.11,164.23
41,2022-08-10 17:02:53,5.69,0.0,0.0,0.0,164.23,1.11,164.23
42,2022-08-10 17:02:54,5.69,0.0,0.0,0.0,164.23,1.11,164.23
43,2022-08-10 17:02:55,5.69,0.0,0.0,0.0,164.23,1.11,164.23
44,2022-08-10 17:02:56,5.69,0.0,0.0,0.0,164.23,1.11,164.23
45,2022-08-10 17:02:57,5.69,0.0,0.0,0.0,164.23,1.11,164.23
46,2022-08-10 17:02:58,2.79,0.0,0.0,0.0,155.13,1.31,155.13
47,2022-08-10 17:02:59,2.79,0.0,0.0,0.0,155.13,1.31,155.13
48,2022-08-10 17:03:00,2.79,0.0,0.0,0.0,155.13,1.31,155.13
49,2022-08-10 17:03:01,2.79,0.0,0.0,0.0,155.13,1.31,155.13
50,2022-08-10 17:03:02,2.79,0.0,0.0,0.0,155.13,1.31,155.13
51,2022-08-10 17:03:03,2.79,0.0,0.0,0.0,155.13,1.31,155.13
52,2022-08-10 17:03:04,2.79,0.0,0.0,0.0,155.13,1.31,155.13
53,2022-08-10 17:03:05,2.79,0.0,0.0,0.0,155.13,1.31,155.13
54,2022-08-10 17:03:06,2.79,0.0,0.0,0.0,155.13,1.31,155.13
55,2022-08-10 17:03:07,2.79,0.0,0.0,0.0,155.13,1.31,155.13
56,2022-08-10 17:03:08,2.79,0.0,0.0,0.0,155.13,1.31,155.13
57,2022-08-10 17:03:09,2.79,0.0,0.0,0.0,155.13,1.31,155.13
58,2022-08-10 17:03:10,2.79,0.0,0.0,0.0,155.13,1.31,155.13
59,2022-08-10 17:03:11,4.24,0.0,0.0,0.0,1042.68,5.2,1042.68
60,2022-08-10 17:03:12,3.04,0.0,0.0,0.0,1064.05,1.13,1064.05
61,2022-08-10 17:03:13,3.02,0.71,0.0,6.62,1053.55,1.24,1053.55
62,2022-08-10 17:03:14,2.81,0.7,0.01,6.76,996.77,0.88,996.77
63,2022-08-10 17:03:15,3.07,0.72,0.0,7.48,1028.76,1.65,1028.76
64,2022-08-10 17:03:16,3.12,0.68,0.01,7.07,1019.06,0.9,1019.06
65,2022-08-10 17:03:17,3.13,0.69,0.0,6.23,849.98,0.9,849.98
66,2022-08-10 17:03:18,2.76,0.71,0.01,6.66,657.08,1.14,657.08
