,TIME_STAMP,game,capture,convert,encode,network,decode,display
0,2022-08-10 18:00:12,,,,,,,
1,2022-08-10 18:00:13,154.5,1.05,21.77,9.57,72.86,2.93,72.86
2,2022-08-10 18:00:14,79.41,0.36,0.0,10.15,133.2,0.94,133.2
3,2022-08-10 18:00:15,58.93,0.57,0.01,10.44,245.13,1.39,245.13
4,2022-08-10 18:00:16,40.47,0.5,0.01,10.2,107.52,1.02,107.52
5,2022-08-10 18:00:17,25.73,0.21,0.0,9.04,76.11,1.06,76.11
6,2022-08-10 18:00:18,49.83,0.7,0.0,11.13,204.66,1.53,204.66
7,2022-08-10 18:00:19,67.92,0.41,0.0,9.86,221.05,1.36,221.05
8,2022-08-10 18:00:20,83.76,0.38,0.0,12.29,94.39,1.37,94.39
9,2022-08-10 18:00:21,67.36,0.08,0.01,11.69,78.59,1.34,78.59
10,2022-08-10 18:00:22,50.42,0.57,0.01,14.35,169.37,1.42,169.37
11,2022-08-10 18:00:23,115.3,0.31,0.01,12.01,188.54,1.76,188.54
12,2022-08-10 18:00:24,124.36,0.69,0.0,13.66,216.64,1.4,216.64
13,2022-08-10 18:00:25,149.84,0.25,0.0,12.51,116.29,1.21,116.29
14,2022-08-10 18:00:26,78.21,0.53,0.01,13.51,83.16,1.28,83.16
15,2022-08-10 18:00:27,53.77,0.0,0.0,11.25,68.53,1.22,68.53
16,2022-08-10 18:00:28,60.08,0.65,0.01,13.92,161.66,1.55,161.66
17,2022-08-10 18:00:29,71.68,0.17,0.0,12.07,77.5,1.42,77.5
18,2022-08-10 18:00:30,69.83,0.58,0.0,13.56,104.76,1.24,104.76
19,2022-08-10 18:00:31,100.73,0.0,0.01,10.96,70.39,1.42,70.39
20,2022-08-10 18:00:32,72.03,0.43,0.01,13.16,88.32,1.41,88.32
21,2022-08-10 18:00:33,67.95,0.5,0.0,13.53,89.05,1.51,89.05
22,2022-08-10 18:00:34,29.15,0.42,0.04,12.58,94.03,1.5,94.03
23,2022-08-10 18:00:35,51.37,0.61,0.01,13.31,60.6,1.36,60.6
24,2022-08-10 18:00:36,90.52,0.0,0.0,11.31,56.36,1.21,56.36
25,2022-08-10 18:00:37,132.89,0.49,0.01,13.5,60.36,1.58,60.36
26,2022-08-10 18:00:38,122.45,0.0,0.02,10.45,59.55,1.25,59.55
27,2022-08-10 18:00:39,81.34,0.65,0.0,13.41,94.62,1.27,94.62
28,2022-08-10 18:00:40,42.25,0.2,0.01,12.25,64.01,1.42,64.01
29,2022-08-10 18:00:41,60.04,0.63,0.01,13.93,73.52,1.22,73.52
30,2022-08-10 18:00:42,119.92,0.0,0.0,11.2,70.44,1.23,70.44
31,2022-08-10 18:00:43,128.25,0.5,0.0,13.39,66.38,1.57,66.38
32,2022-08-10 18:00:44,126.94,0.0,0.0,11.24,65.88,1.45,65.88
33,2022-08-10 18:00:45,68.85,0.61,0.01,14.18,88.51,1.41,88.51
34,2022-08-10 18:00:46,74.84,0.16,0.0,11.8,61.42,1.54,61.42
35,2022-08-10 18:00:47,92.35,0.59,0.0,13.89,67.56,1.23,67.56
36,2022-08-10 18:00:48,163.0,0.08,0.01,11.67,69.16,1.84,69.16
37,2022-08-10 18:00:49,145.47,0.41,0.0,13.08,89.54,1.55,89.54
38,2022-08-10 18:00:50,116.24,0.42,0.0,13.38,79.55,1.33,79.55
39,2022-08-10 18:00:51,69.21,0.39,0.01,12.42,97.13,1.23,97.13
40,2022-08-10 18:00:52,68.65,0.58,0.01,12.93,84.1,1.51,84.1
41,2022-08-10 18:00:53,108.14,0.0,0.01,11.24,67.45,1.31,67.45
42,2022-08-10 18:00:54,122.41,0.45,0.03,13.49,75.66,1.16,75.66
43,2022-08-10 18:00:55,114.73,0.0,0.01,10.52,59.22,1.88,59.22
44,2022-08-10 18:00:56,66.26,0.56,0.0,13.25,75.42,1.33,75.42
45,2022-08-10 18:00:57,70.22,0.17,0.0,12.03,69.89,1.14,69.89
46,2022-08-10 18:00:58,74.87,0.61,0.0,13.68,112.62,1.46,112.62
47,2022-08-10 18:00:59,134.05,0.08,0.01,11.52,66.93,1.71,66.93
48,2022-08-10 18:01:00,134.2,0.41,0.01,13.08,101.54,1.29,101.54
49,2022-08-10 18:01:01,136.38,0.32,0.0,12.7,61.14,1.39,61.14
50,2022-08-10 18:01:02,136.38,0.32,0.0,12.7,61.14,1.39,61.14
51,2022-08-10 18:01:03,115.4,0.54,0.0,13.78,61.29,1.39,61.29
52,2022-08-10 18:01:04,156.36,0.36,0.01,12.71,75.33,1.38,75.33
53,2022-08-10 18:01:05,156.36,0.36,0.01,12.71,75.33,1.38,75.33
54,2022-08-10 18:01:06,178.68,0.14,0.0,11.98,62.86,1.48,62.86
55,2022-08-10 18:01:07,154.79,0.31,0.0,12.8,61.12,1.39,61.12
56,2022-08-10 18:01:08,154.79,0.31,0.0,12.8,61.12,1.39,61.12
57,2022-08-10 18:01:09,150.89,0.09,0.02,11.66,59.77,1.96,59.77
58,2022-08-10 18:01:10,142.44,0.62,0.01,14.03,177.98,1.23,177.98
59,2022-08-10 18:01:11,247.26,0.16,0.0,11.95,86.14,1.35,86.14
60,2022-08-10 18:01:12,168.4,0.49,0.01,13.58,126.55,1.37,126.55
61,2022-08-10 18:01:13,178.59,0.0,0.0,11.27,76.11,1.28,76.11
62,2022-08-10 18:01:14,109.68,0.7,0.01,14.61,211.36,1.33,211.36
63,2022-08-10 18:01:15,166.1,0.13,0.0,11.79,327.27,1.67,327.27
64,2022-08-10 18:01:16,163.76,0.6,0.0,14.04,137.68,1.16,137.68
65,2022-08-10 18:01:17,19.0,0.14,1.62,9.99,102.72,1.35,102.72
66,2022-08-10 18:01:18,139.92,0.41,0.82,14.39,172.56,1.44,172.56
67,2022-08-10 18:01:19,97.37,0.25,0.01,13.28,121.84,1.07,121.84
68,2022-08-10 18:01:20,88.45,0.75,0.01,17.29,304.81,1.1,304.81
69,2022-08-10 18:01:21,88.45,0.75,0.01,17.29,304.81,1.1,304.81
70,2022-08-10 18:01:22,88.45,0.75,0.01,17.29,304.81,1.1,304.81
71,2022-08-10 18:01:23,88.45,0.75,0.01,17.29,304.81,1.1,304.81
72,2022-08-10 18:01:24,100.0,0.43,0.0,14.7,806.52,3.1,806.52
73,2022-08-10 18:01:25,100.0,0.43,0.0,14.7,806.52,3.1,806.52
74,2022-08-10 18:01:26,100.0,0.43,0.0,14.7,806.52,3.1,806.52
75,2022-08-10 18:01:27,136.24,0.44,0.01,14.76,557.37,1.27,557.37
76,2022-08-10 18:01:28,186.63,0.17,0.01,12.95,98.16,1.38,98.16
77,2022-08-10 18:01:29,167.71,0.42,0.0,15.04,79.3,1.37,79.3
78,2022-08-10 18:01:30,134.53,0.08,0.01,11.9,60.78,1.45,60.78
79,2022-08-10 18:01:31,87.33,0.61,0.03,15.94,66.4,1.49,66.4
80,2022-08-10 18:01:32,132.97,0.0,0.01,10.64,50.74,1.49,50.74
81,2022-08-10 18:01:33,132.56,0.64,0.01,16.08,67.02,1.54,67.02
82,2022-08-10 18:01:34,224.58,0.08,0.01,12.27,49.83,1.46,49.83
83,2022-08-10 18:01:35,141.64,0.49,0.01,15.68,42.84,1.37,42.84
84,2022-08-10 18:01:36,135.55,0.28,0.01,13.66,44.16,1.53,44.16
85,2022-08-10 18:01:37,68.05,0.54,0.01,15.28,44.43,1.44,44.43
86,2022-08-10 18:01:38,60.8,0.52,0.0,14.59,52.93,1.56,52.93
87,2022-08-10 18:01:39,76.69,0.4,0.0,14.55,57.57,1.39,57.57
88,2022-08-10 18:01:40,128.49,0.15,0.0,12.81,58.65,1.51,58.65
89,2022-08-10 18:01:41,120.67,0.42,0.01,14.75,78.11,1.37,78.11
