,TIME_STAMP,state,minRTT,maxRTT,gain,bitrate
0,2022-08-12 12:28:57,,,,,
1,2022-08-12 12:28:58,,,,,
2,2022-08-12 12:28:59,,,,,
3,2022-08-12 12:29:00,,,,,
4,2022-08-12 12:29:01,,,,,
5,2022-08-12 12:29:02,1.0,29.0,41.0,2.0,5000.0
6,2022-08-12 12:29:03,1.0,29.0,41.0,2.0,5000.0
7,2022-08-12 12:29:04,1.0,29.0,41.0,2.0,5000.0
8,2022-08-12 12:29:05,1.0,29.0,41.0,2.0,5000.0
9,2022-08-12 12:29:06,2.0,28.0,40.0,1.25,12500.0
10,2022-08-12 12:29:07,2.0,28.0,40.0,1.25,12500.0
11,2022-08-12 12:29:08,2.0,28.0,40.0,1.25,12500.0
12,2022-08-12 12:29:09,2.0,28.0,40.0,1.25,12500.0
13,2022-08-12 12:29:10,2.0,28.0,40.0,1.25,12500.0
14,2022-08-12 12:29:11,2.0,28.0,40.0,1.25,15625.0
15,2022-08-12 12:29:12,2.0,28.0,40.0,1.25,15625.0
16,2022-08-12 12:29:13,2.0,28.0,40.0,1.25,15625.0
17,2022-08-12 12:29:14,2.0,28.0,40.0,1.25,15625.0
18,2022-08-12 12:29:15,2.0,28.0,44.0,1.25,19531.0
19,2022-08-12 12:29:16,2.0,28.0,44.0,1.25,19531.0
20,2022-08-12 12:29:17,2.0,28.0,44.0,1.25,19531.0
21,2022-08-12 12:29:18,2.0,28.0,44.0,1.25,19531.0
22,2022-08-12 12:29:19,2.0,29.0,46.0,1.25,24413.0
23,2022-08-12 12:29:20,2.0,29.0,46.0,1.25,24413.0
24,2022-08-12 12:29:21,2.0,29.0,46.0,1.25,24413.0
25,2022-08-12 12:29:22,2.0,29.0,46.0,1.25,24413.0
26,2022-08-12 12:29:23,2.0,30.0,43.0,1.25,30516.0
27,2022-08-12 12:29:24,2.0,30.0,43.0,1.25,30516.0
28,2022-08-12 12:29:25,2.0,30.0,43.0,1.25,30516.0
29,2022-08-12 12:29:26,2.0,30.0,43.0,1.25,30516.0
30,2022-08-12 12:29:27,2.0,30.0,44.0,1.25,38145.0
31,2022-08-12 12:29:28,2.0,30.0,44.0,1.25,38145.0
32,2022-08-12 12:29:29,2.0,30.0,44.0,1.25,38145.0
33,2022-08-12 12:29:30,2.0,30.0,44.0,1.25,38145.0
34,2022-08-12 12:29:31,2.0,30.0,44.0,1.25,47681.0
35,2022-08-12 12:29:32,2.0,30.0,44.0,1.25,47681.0
36,2022-08-12 12:29:33,2.0,30.0,44.0,1.25,47681.0
37,2022-08-12 12:29:34,2.0,30.0,44.0,1.25,47681.0
38,2022-08-12 12:29:35,2.0,30.0,45.0,1.25,59601.0
39,2022-08-12 12:29:36,2.0,30.0,45.0,1.25,59601.0
40,2022-08-12 12:29:37,2.0,30.0,45.0,1.25,59601.0
41,2022-08-12 12:29:38,2.0,30.0,45.0,1.25,59601.0
42,2022-08-12 12:29:39,2.0,30.0,41.0,1.25,74501.0
43,2022-08-12 12:29:40,2.0,30.0,41.0,1.25,74501.0
44,2022-08-12 12:29:41,2.0,30.0,41.0,1.25,74501.0
45,2022-08-12 12:29:42,2.0,30.0,41.0,1.25,74501.0
46,2022-08-12 12:29:43,2.0,30.0,48.0,1.25,93126.0
47,2022-08-12 12:29:44,2.0,30.0,48.0,1.25,93126.0
48,2022-08-12 12:29:45,2.0,30.0,48.0,1.25,93126.0
49,2022-08-12 12:29:46,2.0,30.0,48.0,1.25,93126.0
50,2022-08-12 12:29:47,2.0,29.0,40.0,1.25,100000.0
51,2022-08-12 12:29:48,2.0,29.0,40.0,1.25,100000.0
52,2022-08-12 12:29:49,2.0,29.0,40.0,1.25,100000.0
53,2022-08-12 12:29:50,2.0,29.0,40.0,1.25,100000.0
54,2022-08-12 12:29:51,2.0,29.0,40.0,1.25,100000.0
55,2022-08-12 12:29:52,2.0,29.0,40.0,1.25,100000.0
56,2022-08-12 12:29:53,2.0,29.0,40.0,1.25,100000.0
57,2022-08-12 12:29:54,2.0,29.0,40.0,1.25,100000.0
58,2022-08-12 12:29:55,2.0,29.0,40.0,1.25,100000.0
59,2022-08-12 12:29:56,2.0,29.0,40.0,1.25,100000.0
60,2022-08-12 12:29:57,2.0,29.0,40.0,1.25,100000.0
61,2022-08-12 12:29:58,2.0,29.0,40.0,1.25,100000.0
62,2022-08-12 12:29:59,2.0,29.0,40.0,1.25,100000.0
63,2022-08-12 12:30:00,2.0,29.0,40.0,1.25,100000.0
64,2022-08-12 12:30:01,2.0,29.0,40.0,1.25,100000.0
65,2022-08-12 12:30:02,2.0,29.0,40.0,1.25,100000.0
66,2022-08-12 12:30:03,2.0,29.0,40.0,1.25,100000.0
67,2022-08-12 12:30:04,2.0,29.0,40.0,1.25,100000.0
68,2022-08-12 12:30:05,2.0,29.0,40.0,1.25,100000.0
69,2022-08-12 12:30:06,2.0,29.0,40.0,1.25,100000.0
70,2022-08-12 12:30:07,2.0,29.0,40.0,1.25,100000.0
71,2022-08-12 12:30:08,2.0,29.0,40.0,1.25,100000.0
72,2022-08-12 12:30:09,2.0,29.0,40.0,1.25,100000.0
73,2022-08-12 12:30:10,2.0,29.0,40.0,1.25,100000.0
74,2022-08-12 12:30:11,2.0,29.0,40.0,1.25,100000.0
75,2022-08-12 12:30:12,2.0,29.0,40.0,1.25,100000.0
76,2022-08-12 12:30:13,2.0,29.0,40.0,1.25,100000.0
77,2022-08-12 12:30:14,2.0,29.0,40.0,1.25,100000.0
78,2022-08-12 12:30:15,2.0,29.0,40.0,1.25,100000.0
79,2022-08-12 12:30:16,2.0,29.0,40.0,1.25,100000.0
80,2022-08-12 12:30:17,2.0,29.0,40.0,1.25,100000.0
81,2022-08-12 12:30:18,2.0,29.0,40.0,1.25,100000.0
82,2022-08-12 12:30:19,2.0,29.0,40.0,1.25,100000.0
83,2022-08-12 12:30:20,2.0,29.0,40.0,1.25,100000.0
84,2022-08-12 12:30:21,2.0,29.0,40.0,1.25,100000.0
85,2022-08-12 12:30:22,2.0,29.0,40.0,1.25,100000.0
86,2022-08-12 12:30:23,2.0,29.0,40.0,1.25,100000.0
87,2022-08-12 12:30:24,2.0,29.0,40.0,1.25,100000.0
88,2022-08-12 12:30:25,2.0,29.0,40.0,1.25,100000.0
89,2022-08-12 12:30:26,2.0,29.0,40.0,1.25,100000.0
90,2022-08-12 12:30:27,2.0,29.0,40.0,1.25,100000.0
91,2022-08-12 12:30:28,2.0,29.0,40.0,1.25,100000.0
92,2022-08-12 12:30:29,2.0,29.0,40.0,1.25,100000.0
93,2022-08-12 12:30:30,2.0,29.0,40.0,1.25,100000.0
94,2022-08-12 12:30:31,2.0,29.0,40.0,1.25,100000.0
95,2022-08-12 12:30:32,2.0,29.0,40.0,1.25,100000.0
96,2022-08-12 12:30:33,2.0,29.0,40.0,1.25,100000.0
97,2022-08-12 12:30:34,2.0,29.0,40.0,1.25,100000.0
98,2022-08-12 12:30:35,2.0,29.0,40.0,1.25,100000.0
99,2022-08-12 12:30:36,2.0,29.0,40.0,1.25,100000.0
100,2022-08-12 12:30:37,2.0,29.0,40.0,1.25,100000.0
101,2022-08-12 12:30:38,2.0,29.0,81.0,0.75,75000.0
102,2022-08-12 12:30:39,2.0,29.0,81.0,0.75,75000.0
103,2022-08-12 12:30:40,2.0,29.0,81.0,0.75,75000.0
104,2022-08-12 12:30:41,2.0,29.0,81.0,0.75,75000.0
105,2022-08-12 12:30:42,2.0,31.0,59.0,1.25,93750.0
106,2022-08-12 12:30:43,2.0,31.0,59.0,1.25,93750.0
107,2022-08-12 12:30:44,2.0,31.0,59.0,1.25,93750.0
108,2022-08-12 12:30:45,2.0,31.0,59.0,1.25,93750.0
109,2022-08-12 12:30:46,2.0,31.0,59.0,1.25,93750.0
110,2022-08-12 12:30:47,2.0,31.0,66.0,1.25,100000.0
111,2022-08-12 12:30:48,2.0,31.0,66.0,1.25,100000.0
112,2022-08-12 12:30:49,2.0,30.0,84.0,0.75,56250.0
113,2022-08-12 12:30:50,2.0,30.0,84.0,0.75,56250.0
114,2022-08-12 12:30:51,2.0,30.0,84.0,0.75,56250.0
115,2022-08-12 12:30:52,2.0,30.0,84.0,0.75,56250.0
116,2022-08-12 12:30:53,2.0,30.0,56.0,1.25,70312.0
117,2022-08-12 12:30:54,2.0,30.0,56.0,1.25,70312.0
118,2022-08-12 12:30:55,2.0,30.0,56.0,1.25,70312.0
119,2022-08-12 12:30:56,2.0,30.0,56.0,1.25,70312.0
120,2022-08-12 12:30:57,2.0,30.0,66.0,1.25,87890.0
121,2022-08-12 12:30:58,2.0,30.0,66.0,1.25,87890.0
122,2022-08-12 12:30:59,2.0,30.0,66.0,1.25,87890.0
123,2022-08-12 12:31:00,2.0,30.0,66.0,1.25,87890.0
124,2022-08-12 12:31:01,2.0,30.0,118.0,0.75,65917.0
125,2022-08-12 12:31:02,2.0,30.0,118.0,0.75,65917.0
126,2022-08-12 12:31:03,2.0,30.0,118.0,0.75,65917.0
127,2022-08-12 12:31:04,2.0,30.0,118.0,0.75,65917.0
128,2022-08-12 12:31:05,2.0,30.0,53.0,1.25,82396.0
129,2022-08-12 12:31:06,2.0,30.0,81.0,0.75,61797.0
130,2022-08-12 12:31:07,2.0,30.0,81.0,0.75,61797.0
131,2022-08-12 12:31:08,2.0,30.0,81.0,0.75,61797.0
132,2022-08-12 12:31:09,2.0,30.0,81.0,0.75,46347.0
133,2022-08-12 12:31:10,2.0,30.0,81.0,0.75,46347.0
134,2022-08-12 12:31:11,2.0,30.0,81.0,0.75,46347.0
135,2022-08-12 12:31:12,2.0,30.0,81.0,0.75,46347.0
136,2022-08-12 12:31:13,2.0,30.0,46.0,1.25,57933.0
137,2022-08-12 12:31:14,2.0,30.0,46.0,1.25,57933.0
138,2022-08-12 12:31:15,2.0,30.0,46.0,1.25,57933.0
139,2022-08-12 12:31:16,2.0,30.0,46.0,1.25,57933.0
140,2022-08-12 12:31:17,2.0,29.0,61.0,1.25,72416.0
141,2022-08-12 12:31:18,2.0,29.0,61.0,1.25,72416.0
142,2022-08-12 12:31:19,2.0,29.0,61.0,1.25,72416.0
143,2022-08-12 12:31:20,2.0,29.0,61.0,1.25,72416.0
144,2022-08-12 12:31:21,2.0,29.0,60.0,1.25,90520.0
145,2022-08-12 12:31:22,2.0,29.0,60.0,1.25,90520.0
146,2022-08-12 12:31:23,2.0,29.0,60.0,1.25,90520.0
147,2022-08-12 12:31:24,2.0,29.0,83.0,0.75,67890.0
148,2022-08-12 12:31:25,2.0,29.0,81.0,0.75,50917.0
149,2022-08-12 12:31:26,2.0,29.0,93.0,0.75,38187.0
150,2022-08-12 12:31:27,2.0,29.0,93.0,0.75,38187.0
151,2022-08-12 12:31:28,2.0,29.0,93.0,0.75,38187.0
152,2022-08-12 12:31:29,2.0,29.0,93.0,0.75,38187.0
153,2022-08-12 12:31:30,2.0,29.0,53.0,1.25,47733.0
154,2022-08-12 12:31:31,2.0,29.0,53.0,1.25,47733.0
