,TIME_STAMP,Number of frames dropped,FPS,Frame drop percentage
0,2022-08-11 17:17:30,0,60.0,0.0
1,2022-08-11 17:17:31,16,60.0,26.666666666666668
2,2022-08-11 17:17:32,0,60.0,0.0
3,2022-08-11 17:17:33,0,60.0,0.0
4,2022-08-11 17:17:34,0,60.0,0.0
5,2022-08-11 17:17:35,0,60.0,0.0
6,2022-08-11 17:17:36,0,60.0,0.0
7,2022-08-11 17:17:37,6,60.0,10.0
8,2022-08-11 17:17:38,0,60.0,0.0
9,2022-08-11 17:17:39,0,60.0,0.0
10,2022-08-11 17:17:40,0,60.0,0.0
11,2022-08-11 17:17:41,0,60.0,0.0
12,2022-08-11 17:17:42,0,60.0,0.0
13,2022-08-11 17:17:43,0,60.0,0.0
14,2022-08-11 17:17:44,0,60.0,0.0
15,2022-08-11 17:17:45,0,60.0,0.0
16,2022-08-11 17:17:46,0,60.0,0.0
17,2022-08-11 17:17:47,0,60.0,0.0
18,2022-08-11 17:17:48,0,60.0,0.0
19,2022-08-11 17:17:49,0,60.0,0.0
20,2022-08-11 17:17:50,0,60.0,0.0
21,2022-08-11 17:17:51,0,60.0,0.0
22,2022-08-11 17:17:52,0,60.0,0.0
23,2022-08-11 17:17:53,0,60.0,0.0
24,2022-08-11 17:17:54,0,60.0,0.0
25,2022-08-11 17:17:55,0,60.0,0.0
26,2022-08-11 17:17:56,0,60.0,0.0
27,2022-08-11 17:17:57,0,60.0,0.0
28,2022-08-11 17:17:58,0,60.0,0.0
29,2022-08-11 17:17:59,0,60.0,0.0
30,2022-08-11 17:18:00,0,60.0,0.0
31,2022-08-11 17:18:01,0,60.0,0.0
32,2022-08-11 17:18:02,0,60.0,0.0
33,2022-08-11 17:18:03,0,60.0,0.0
34,2022-08-11 17:18:04,0,60.0,0.0
35,2022-08-11 17:18:05,0,60.0,0.0
36,2022-08-11 17:18:06,0,60.0,0.0
37,2022-08-11 17:18:07,0,60.0,0.0
38,2022-08-11 17:18:08,0,60.0,0.0
39,2022-08-11 17:18:09,0,60.0,0.0
40,2022-08-11 17:18:10,0,60.0,0.0
41,2022-08-11 17:18:11,0,60.0,0.0
42,2022-08-11 17:18:12,0,60.0,0.0
43,2022-08-11 17:18:13,0,60.0,0.0
44,2022-08-11 17:18:14,0,60.0,0.0
45,2022-08-11 17:18:15,0,60.0,0.0
46,2022-08-11 17:18:16,0,60.0,0.0
47,2022-08-11 17:18:17,0,60.0,0.0
48,2022-08-11 17:18:18,0,60.0,0.0
49,2022-08-11 17:18:19,0,60.0,0.0
50,2022-08-11 17:18:20,0,60.0,0.0
51,2022-08-11 17:18:21,0,60.0,0.0
52,2022-08-11 17:18:22,0,60.0,0.0
53,2022-08-11 17:18:23,0,60.0,0.0
54,2022-08-11 17:18:24,0,60.0,0.0
55,2022-08-11 17:18:25,0,60.0,0.0
56,2022-08-11 17:18:26,0,60.0,0.0
57,2022-08-11 17:18:27,0,60.0,0.0
58,2022-08-11 17:18:28,0,60.0,0.0
59,2022-08-11 17:18:29,0,60.0,0.0
60,2022-08-11 17:18:30,0,60.0,0.0
61,2022-08-11 17:18:31,0,60.0,0.0
62,2022-08-11 17:18:32,0,60.0,0.0
63,2022-08-11 17:18:33,0,60.0,0.0
64,2022-08-11 17:18:34,0,60.0,0.0
65,2022-08-11 17:18:35,0,60.0,0.0
66,2022-08-11 17:18:36,0,60.0,0.0
67,2022-08-11 17:18:37,0,60.0,0.0
