,TIME_STAMP,Number of frames dropped,FPS,Frame drop percentage
0,2022-08-13 19:22:57,0,60.0,0.0
1,2022-08-13 19:22:58,33,60.0,55.00000000000001
2,2022-08-13 19:22:59,33,60.0,55.00000000000001
3,2022-08-13 19:23:00,33,60.0,55.00000000000001
4,2022-08-13 19:23:01,0,60.0,0.0
5,2022-08-13 19:23:02,0,60.0,0.0
6,2022-08-13 19:23:03,0,60.0,0.0
7,2022-08-13 19:23:04,0,60.0,0.0
8,2022-08-13 19:23:05,0,60.0,0.0
9,2022-08-13 19:23:06,0,60.0,0.0
10,2022-08-13 19:23:07,0,60.0,0.0
11,2022-08-13 19:23:08,0,60.0,0.0
12,2022-08-13 19:23:09,0,60.0,0.0
13,2022-08-13 19:23:10,0,60.0,0.0
14,2022-08-13 19:23:11,0,60.0,0.0
15,2022-08-13 19:23:12,0,60.0,0.0
16,2022-08-13 19:23:13,0,60.0,0.0
17,2022-08-13 19:23:14,0,60.0,0.0
18,2022-08-13 19:23:15,0,60.0,0.0
19,2022-08-13 19:23:16,0,60.0,0.0
20,2022-08-13 19:23:17,0,60.0,0.0
21,2022-08-13 19:23:18,0,60.0,0.0
22,2022-08-13 19:23:19,0,60.0,0.0
23,2022-08-13 19:23:20,0,60.0,0.0
24,2022-08-13 19:23:21,0,60.0,0.0
25,2022-08-13 19:23:22,0,60.0,0.0
26,2022-08-13 19:23:23,0,60.0,0.0
27,2022-08-13 19:23:24,0,60.0,0.0
28,2022-08-13 19:23:25,0,60.0,0.0
29,2022-08-13 19:23:26,0,60.0,0.0
30,2022-08-13 19:23:27,0,60.0,0.0
31,2022-08-13 19:23:28,0,60.0,0.0
32,2022-08-13 19:23:29,0,60.0,0.0
33,2022-08-13 19:23:30,0,60.0,0.0
34,2022-08-13 19:23:31,0,60.0,0.0
35,2022-08-13 19:23:32,0,60.0,0.0
36,2022-08-13 19:23:33,0,60.0,0.0
37,2022-08-13 19:23:34,0,60.0,0.0
38,2022-08-13 19:23:35,0,60.0,0.0
39,2022-08-13 19:23:36,0,60.0,0.0
40,2022-08-13 19:23:37,0,60.0,0.0
41,2022-08-13 19:23:38,0,60.0,0.0
42,2022-08-13 19:23:39,0,60.0,0.0
43,2022-08-13 19:23:40,0,60.0,0.0
44,2022-08-13 19:23:41,0,60.0,0.0
45,2022-08-13 19:23:42,0,60.0,0.0
46,2022-08-13 19:23:43,0,60.0,0.0
47,2022-08-13 19:23:44,0,60.0,0.0
48,2022-08-13 19:23:45,0,60.0,0.0
49,2022-08-13 19:23:46,0,60.0,0.0
50,2022-08-13 19:23:47,0,60.0,0.0
51,2022-08-13 19:23:48,0,60.0,0.0
52,2022-08-13 19:23:49,0,60.0,0.0
53,2022-08-13 19:23:50,0,60.0,0.0
54,2022-08-13 19:23:51,0,60.0,0.0
55,2022-08-13 19:23:52,0,60.0,0.0
