,TIME_STAMP,Number of frames dropped,FPS,Frame drop percentage
0,2022-08-11 15:03:50,0,60.0,0.0
1,2022-08-11 15:03:51,0,60.0,0.0
2,2022-08-11 15:03:52,8,60.0,13.333333333333334
3,2022-08-11 15:03:53,0,60.0,0.0
4,2022-08-11 15:03:54,0,60.0,0.0
5,2022-08-11 15:03:55,0,60.0,0.0
6,2022-08-11 15:03:56,0,60.0,0.0
7,2022-08-11 15:03:57,0,60.0,0.0
8,2022-08-11 15:03:58,0,60.0,0.0
9,2022-08-11 15:03:59,0,60.0,0.0
10,2022-08-11 15:04:00,0,60.0,0.0
11,2022-08-11 15:04:01,0,60.0,0.0
12,2022-08-11 15:04:02,0,60.0,0.0
13,2022-08-11 15:04:03,0,60.0,0.0
14,2022-08-11 15:04:04,0,60.0,0.0
15,2022-08-11 15:04:05,0,60.0,0.0
16,2022-08-11 15:04:06,0,60.0,0.0
17,2022-08-11 15:04:07,0,60.0,0.0
18,2022-08-11 15:04:08,0,60.0,0.0
19,2022-08-11 15:04:09,0,60.0,0.0
20,2022-08-11 15:04:10,0,60.0,0.0
21,2022-08-11 15:04:11,0,60.0,0.0
22,2022-08-11 15:04:12,0,60.0,0.0
23,2022-08-11 15:04:13,0,60.0,0.0
24,2022-08-11 15:04:14,0,60.0,0.0
25,2022-08-11 15:04:15,0,60.0,0.0
26,2022-08-11 15:04:16,0,60.0,0.0
27,2022-08-11 15:04:17,0,60.0,0.0
28,2022-08-11 15:04:18,0,60.0,0.0
29,2022-08-11 15:04:19,0,60.0,0.0
30,2022-08-11 15:04:20,0,60.0,0.0
31,2022-08-11 15:04:21,0,60.0,0.0
32,2022-08-11 15:04:22,0,60.0,0.0
33,2022-08-11 15:04:23,0,60.0,0.0
34,2022-08-11 15:04:24,0,60.0,0.0
35,2022-08-11 15:04:25,0,60.0,0.0
36,2022-08-11 15:04:26,0,60.0,0.0
37,2022-08-11 15:04:27,0,60.0,0.0
38,2022-08-11 15:04:28,0,60.0,0.0
39,2022-08-11 15:04:29,0,60.0,0.0
40,2022-08-11 15:04:30,0,60.0,0.0
41,2022-08-11 15:04:31,0,60.0,0.0
42,2022-08-11 15:04:32,0,60.0,0.0
43,2022-08-11 15:04:33,0,60.0,0.0
44,2022-08-11 15:04:34,0,60.0,0.0
45,2022-08-11 15:04:35,0,60.0,0.0
46,2022-08-11 15:04:36,0,60.0,0.0
47,2022-08-11 15:04:37,0,60.0,0.0
48,2022-08-11 15:04:38,0,60.0,0.0
49,2022-08-11 15:04:39,0,60.0,0.0
50,2022-08-11 15:04:40,0,60.0,0.0
51,2022-08-11 15:04:41,0,60.0,0.0
52,2022-08-11 15:04:42,0,60.0,0.0
53,2022-08-11 15:04:43,0,60.0,0.0
54,2022-08-11 15:04:44,0,60.0,0.0
55,2022-08-11 15:04:45,0,60.0,0.0
56,2022-08-11 15:04:46,0,60.0,0.0
57,2022-08-11 15:04:47,0,60.0,0.0
58,2022-08-11 15:04:48,0,60.0,0.0
59,2022-08-11 15:04:49,0,60.0,0.0
60,2022-08-11 15:04:50,0,60.0,0.0
61,2022-08-11 15:04:51,0,60.0,0.0
62,2022-08-11 15:04:52,0,60.0,0.0
63,2022-08-11 15:04:53,0,60.0,0.0
64,2022-08-11 15:04:54,0,60.0,0.0
65,2022-08-11 15:04:55,0,60.0,0.0
66,2022-08-11 15:04:56,0,60.0,0.0
67,2022-08-11 15:04:57,0,60.0,0.0
68,2022-08-11 15:04:58,0,60.0,0.0
69,2022-08-11 15:04:59,0,60.0,0.0
70,2022-08-11 15:05:00,0,60.0,0.0
71,2022-08-11 15:05:01,0,60.0,0.0
72,2022-08-11 15:05:02,0,60.0,0.0
73,2022-08-11 15:05:03,0,60.0,0.0
74,2022-08-11 15:05:04,0,60.0,0.0
75,2022-08-11 15:05:05,0,60.0,0.0
76,2022-08-11 15:05:06,0,60.0,0.0
77,2022-08-11 15:05:07,0,60.0,0.0
78,2022-08-11 15:05:08,0,60.0,0.0
79,2022-08-11 15:05:09,0,60.0,0.0
80,2022-08-11 15:05:10,0,60.0,0.0
81,2022-08-11 15:05:11,0,60.0,0.0
82,2022-08-11 15:05:12,0,60.0,0.0
83,2022-08-11 15:05:13,0,60.0,0.0
84,2022-08-11 15:05:14,0,60.0,0.0
85,2022-08-11 15:05:15,0,60.0,0.0
86,2022-08-11 15:05:16,0,60.0,0.0
87,2022-08-11 15:05:17,0,60.0,0.0
88,2022-08-11 15:05:18,0,60.0,0.0
89,2022-08-11 15:05:19,0,60.0,0.0
90,2022-08-11 15:05:20,0,60.0,0.0
91,2022-08-11 15:05:21,0,60.0,0.0
92,2022-08-11 15:05:22,0,60.0,0.0
93,2022-08-11 15:05:23,0,60.0,0.0
94,2022-08-11 15:05:24,0,60.0,0.0
95,2022-08-11 15:05:25,0,60.0,0.0
96,2022-08-11 15:05:26,0,60.0,0.0
97,2022-08-11 15:05:27,0,60.0,0.0
98,2022-08-11 15:05:28,0,60.0,0.0
