,TIME_STAMP,Number of frames dropped,FPS,Frame drop percentage
0,2022-08-13 17:42:17,0,60.0,0.0
1,2022-08-13 17:42:18,0,60.0,0.0
2,2022-08-13 17:42:19,0,60.0,0.0
3,2022-08-13 17:42:20,0,60.0,0.0
4,2022-08-13 17:42:21,0,60.0,0.0
5,2022-08-13 17:42:22,0,60.0,0.0
6,2022-08-13 17:42:23,0,60.0,0.0
7,2022-08-13 17:42:24,0,60.0,0.0
8,2022-08-13 17:42:25,0,60.0,0.0
9,2022-08-13 17:42:26,0,60.0,0.0
10,2022-08-13 17:42:27,0,60.0,0.0
11,2022-08-13 17:42:28,0,60.0,0.0
12,2022-08-13 17:42:29,0,60.0,0.0
13,2022-08-13 17:42:30,0,60.0,0.0
14,2022-08-13 17:42:31,0,60.0,0.0
15,2022-08-13 17:42:32,0,60.0,0.0
16,2022-08-13 17:42:33,0,60.0,0.0
17,2022-08-13 17:42:34,0,60.0,0.0
18,2022-08-13 17:42:35,0,60.0,0.0
19,2022-08-13 17:42:36,0,60.0,0.0
20,2022-08-13 17:42:37,0,60.0,0.0
21,2022-08-13 17:42:38,0,60.0,0.0
22,2022-08-13 17:42:39,0,60.0,0.0
23,2022-08-13 17:42:40,0,60.0,0.0
24,2022-08-13 17:42:41,0,60.0,0.0
25,2022-08-13 17:42:42,0,60.0,0.0
26,2022-08-13 17:42:43,0,60.0,0.0
27,2022-08-13 17:42:44,0,60.0,0.0
28,2022-08-13 17:42:45,0,60.0,0.0
29,2022-08-13 17:42:46,0,60.0,0.0
30,2022-08-13 17:42:47,0,60.0,0.0
31,2022-08-13 17:42:48,0,60.0,0.0
32,2022-08-13 17:42:49,0,60.0,0.0
33,2022-08-13 17:42:50,0,60.0,0.0
34,2022-08-13 17:42:51,0,60.0,0.0
35,2022-08-13 17:42:52,0,60.0,0.0
36,2022-08-13 17:42:53,0,60.0,0.0
37,2022-08-13 17:42:54,0,60.0,0.0
38,2022-08-13 17:42:55,0,60.0,0.0
39,2022-08-13 17:42:56,0,60.0,0.0
40,2022-08-13 17:42:57,0,60.0,0.0
41,2022-08-13 17:42:58,0,60.0,0.0
42,2022-08-13 17:42:59,0,60.0,0.0
43,2022-08-13 17:43:00,0,60.0,0.0
44,2022-08-13 17:43:01,0,60.0,0.0
45,2022-08-13 17:43:02,0,60.0,0.0
46,2022-08-13 17:43:03,0,60.0,0.0
47,2022-08-13 17:43:04,0,60.0,0.0
48,2022-08-13 17:43:05,0,60.0,0.0
49,2022-08-13 17:43:06,0,60.0,0.0
50,2022-08-13 17:43:07,0,60.0,0.0
51,2022-08-13 17:43:08,0,60.0,0.0
52,2022-08-13 17:43:09,0,60.0,0.0
53,2022-08-13 17:43:10,0,60.0,0.0
54,2022-08-13 17:43:11,0,60.0,0.0
55,2022-08-13 17:43:12,0,60.0,0.0
56,2022-08-13 17:43:13,0,60.0,0.0
57,2022-08-13 17:43:14,0,60.0,0.0
58,2022-08-13 17:43:15,0,60.0,0.0
59,2022-08-13 17:43:16,0,60.0,0.0
60,2022-08-13 17:43:17,0,60.0,0.0
61,2022-08-13 17:43:18,0,60.0,0.0
62,2022-08-13 17:43:19,0,60.0,0.0
63,2022-08-13 17:43:20,0,60.0,0.0
64,2022-08-13 17:43:21,0,60.0,0.0
65,2022-08-13 17:43:22,0,60.0,0.0
66,2022-08-13 17:43:23,0,60.0,0.0
67,2022-08-13 17:43:24,0,60.0,0.0
68,2022-08-13 17:43:25,0,60.0,0.0
69,2022-08-13 17:43:26,0,60.0,0.0
70,2022-08-13 17:43:27,0,60.0,0.0
71,2022-08-13 17:43:28,0,60.0,0.0
72,2022-08-13 17:43:29,0,60.0,0.0
73,2022-08-13 17:43:30,0,60.0,0.0
74,2022-08-13 17:43:31,0,60.0,0.0
75,2022-08-13 17:43:32,0,60.0,0.0
76,2022-08-13 17:43:33,0,60.0,0.0
77,2022-08-13 17:43:34,0,60.0,0.0
78,2022-08-13 17:43:35,0,60.0,0.0
79,2022-08-13 17:43:36,0,60.0,0.0
80,2022-08-13 17:43:37,0,60.0,0.0
81,2022-08-13 17:43:38,0,60.0,0.0
82,2022-08-13 17:43:39,0,60.0,0.0
83,2022-08-13 17:43:40,0,60.0,0.0
84,2022-08-13 17:43:41,0,60.0,0.0
85,2022-08-13 17:43:42,0,60.0,0.0
86,2022-08-13 17:43:43,0,60.0,0.0
87,2022-08-13 17:43:44,0,60.0,0.0
88,2022-08-13 17:43:45,0,60.0,0.0
89,2022-08-13 17:43:46,0,60.0,0.0
90,2022-08-13 17:43:47,0,60.0,0.0
91,2022-08-13 17:43:48,0,60.0,0.0
92,2022-08-13 17:43:49,0,60.0,0.0
93,2022-08-13 17:43:50,0,60.0,0.0
