,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,4134466,1660417256,2.002,2.002,1.105,1280x720-5,1124688,1191650,66962,4.5425,1660417256.861,0.0,0.0,5.0,0.0,5.0
35,4137506,1660417259,1.038,1.038,1.205,1280x720-10,2351466,2380435,28969,9.0729,1660417260.314,4.5304,0.10000000000000009,10.0,5.0,-5.000000000000009
48,4139134,1660417261,1.5,1.500,1.205,1280x720-5,1226871,1273575,46704,4.8545,1660417261.736,4.218400000000001,0.0,5.0,5.0,0.0
72,4142166,1660417264,1.492,1.492,2.164,1280x720-10,2351466,2380400,28934,9.0728,1660417264.523,4.218300000000001,0.9590000000000001,10.0,5.0,-90.9
84,4143167,1660417265,2.497,2.497,2.164,1280x720-5,1124633,1191660,67027,4.5426,1660417265.506,4.530200000000001,0.0,5.0,5.0,0.0
201,4169670,1660417291,0.45,0.450,24.47,1280x720-50,11859257,11890463,31206,45.3147,1660417292.001,40.7721,22.305999999999997,50.0,45.0,-2225.6
213,4170284,1660417292,2.452,2.452,25.125,1280x720-5,1124622,1191644,67022,4.5425,1660417292.614,40.7722,0.6550000000000011,5.0,45.0,-105.50000000000011
330,4174332,1660417296,0.838,0.838,25.528,1280x720-50,11859141,11890432,31291,45.3149,1660417296.668,40.772400000000005,0.4029999999999987,50.0,45.0,-35.29999999999987
342,4174660,1660417296,2.507,2.507,25.528,1280x720-5,1124622,1191657,67035,4.5425,1660417296.996,40.772400000000005,0.0,5.0,45.0,-40.0
459,4176109,1660417298,3.295,3.295,25.731,1280x720-50,11859141,11890429,31288,45.3147,1660417298.442,40.7722,0.20300000000000296,50.0,45.0,-15.300000000000296
576,4180207,1660417302,1.199,1.199,25.731,1280x720-50,11859141,11889584,30443,45.3149,1660417302.589,0.00019999999999953388,0.0,50.0,0.0,50.0
588,4180910,1660417303,2.5,2.500,25.731,1280x720-5,1124622,1191649,67027,4.5425,1660417303.28,40.772400000000005,0.0,5.0,45.0,-40.0
705,4187859,1660417310,0.354,0.354,28.452,1280x720-50,11859141,11890462,31321,45.3149,1660417310.198,40.772400000000005,2.721,50.0,45.0,-267.1
717,4188313,1660417310,2.254,2.254,28.754,1280x720-5,1124622,1191659,67037,4.5426,1660417310.652,40.7723,0.3019999999999996,5.0,45.0,-70.19999999999996
741,4189107,1660417311,3.529,3.529,28.804,1280x720-10,2351443,2380421,28978,9.0729,1660417311.462,4.5303,0.04999999999999716,10.0,5.0,2.8421709430404007e-13
974,4200497,1660417322,1.167,1.167,35.745,1280x720-100,23717937,23777999,60062,90.6169,1660417322.828,81.544,6.940999999999999,100.0,90.0,-684.0999999999999
986,4201554,1660417323,2.11,2.110,35.745,1280x720-5,1124622,1191654,67032,4.5425,1660417323.906,86.0744,0.0,5.0,95.0,-90.0
1010,4203689,1660417326,1.982,1.982,35.745,1280x720-10,2351443,2380420,28977,9.0729,1660417326.023,4.5304,0.0,10.0,5.0,5.0
1034,4204622,1660417326,3.053,3.053,35.745,1280x720-10,2351443,2379572,28129,9.0728,1660417326.956,9.999999999976694e-05,0.0,10.0,0.0,10.0
1151,4208438,1660417330,1.232,1.232,35.745,1280x720-50,11859141,11890435,31294,45.3149,1660417330.773,36.2421,0.0,50.0,40.0,10.0
1163,4208933,1660417331,2.747,2.747,35.745,1280x720-5,1124622,1191648,67026,4.5425,1660417331.276,40.772400000000005,0.0,5.0,45.0,-40.0
1280,4211813,1660417334,1.865,1.865,35.745,1280x720-50,11859141,11890467,31326,45.3147,1660417334.166,40.7722,0.0,50.0,45.0,5.0
1304,4212458,1660417334,3.216,3.216,35.745,1280x720-10,2351443,2380427,28984,9.0729,1660417334.811,36.2418,0.0,10.0,40.0,-30.0
1421,4216535,1660417338,1.144,1.144,35.745,1280x720-50,11859141,11890444,31303,45.3149,1660417338.896,36.242000000000004,0.0,50.0,40.0,10.0
1433,4216900,1660417339,2.78,2.780,35.745,1280x720-5,1124622,1191654,67032,4.5425,1660417339.365,40.772400000000005,0.0,5.0,45.0,-40.0
1550,4219083,1660417341,2.602,2.602,35.745,1280x720-50,11859141,11890467,31326,45.3147,1660417341.432,40.7722,0.0,50.0,45.0,5.0
1667,4222265,1660417344,1.42,1.420,35.745,1280x720-50,11859141,11889588,30447,45.3149,1660417344.615,0.00019999999999953388,0.0,50.0,0.0,50.0
1679,4223161,1660417345,2.53,2.530,35.745,1280x720-5,1124622,1191659,67037,4.5426,1660417345.534,40.7723,0.0,5.0,45.0,-40.0
1796,4226077,1660417348,1.619,1.619,35.745,1280x720-50,11859141,11890458,31317,45.3148,1660417348.41,40.7722,0.0,50.0,45.0,5.0
