,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,4240131,1660266475,2.002,2.002,1.257,1280x720-5,1124688,1191650,66962,4.5425,1660266475.548,0.0,0.0,5.0,0.0,5.0
35,4242517,1660266477,1.628,1.628,1.308,1280x720-10,2351466,2380435,28969,9.0729,1660266477.953,4.5304,0.051000000000000156,10.0,5.0,-0.10000000000001563
60,4244358,1660266479,1.787,1.787,1.308,1280x720-10,2453703,2522123,68420,9.6161,1660266479.743,0.5431999999999988,0.0,10.0,0.0,10.0
84,4246011,1660266481,2.139,2.139,1.308,1280x720-10,2351466,2379547,28081,9.0728,1660266481.386,0.5432999999999986,0.0,10.0,0.0,10.0
108,4249360,1660266484,1.897,1.897,2.368,1280x720-10,2351466,2379571,28105,9.0729,1660266484.775,9.999999999976694e-05,1.0599999999999998,10.0,0.0,-95.99999999999999
132,4252086,1660266487,1.172,1.172,2.368,1280x720-10,2351466,2379569,28103,9.0729,1660266487.754,0.0,0.0,10.0,0.0,10.0
144,4253250,1660266488,2.014,2.014,2.368,1280x720-5,1124622,1191644,67022,4.5425,1660266488.65,4.5304,0.0,5.0,5.0,0.0
168,4254847,1660266490,2.42,2.420,2.368,1280x720-10,2351443,2380418,28975,9.0728,1660266490.232,4.5303,0.0,10.0,5.0,5.0
290,4263516,1660266498,0.267,0.267,6.747,1280x720-50,12370306,12467649,97343,47.5145,1660266498.998,38.4417,4.379,50.0,40.0,-427.9
302,4264252,1660266499,2.212,2.212,7.404,1280x720-5,1124622,1191655,67033,4.5425,1660266499.736,42.971999999999994,0.657,5.0,45.0,-105.7
326,4264871,1660266500,3.596,3.596,7.404,1280x720-10,2351443,2380427,28984,9.0729,1660266500.257,4.5304,0.0,10.0,5.0,5.0
559,4277847,1660266513,1.033,1.033,15.805,1280x720-100,23718169,23777983,59814,90.617,1660266513.25,81.5441,8.401,100.0,90.0,-830.1
571,4278639,1660266514,2.687,2.687,16.207,1280x720-5,1124622,1191654,67032,4.5425,1660266514.033,86.0745,0.402000000000001,5.0,95.0,-130.2000000000001
688,4284569,1660266519,1.181,1.181,18.572,1280x720-50,11859141,11890471,31330,45.3148,1660266519.966,40.7723,2.3649999999999984,50.0,45.0,-231.49999999999983
700,4286079,1660266521,1.803,1.803,18.672,1280x720-5,1124622,1191651,67029,4.5425,1660266521.577,40.7723,0.10000000000000142,5.0,45.0,-50.00000000000014
