,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,69331572,1660331566,2.002,2.002,1.911,1280x720-5,1124688,1191650,66962,4.5425,1660331567.045,0.0,0.0,5.0,0.0,5.0
35,69334293,1660331569,1.607,1.607,2.265,1280x720-10,2351466,2380435,28969,9.0729,1660331569.769,4.5304,0.3540000000000001,10.0,5.0,-30.400000000000006
60,69336012,1660331571,1.889,1.889,2.265,1280x720-10,2453703,2522123,68420,9.6161,1660331571.392,0.5431999999999988,0.0,10.0,0.0,10.0
84,69337096,1660331572,2.807,2.807,2.265,1280x720-10,2351466,2379547,28081,9.0728,1660331572.486,0.5432999999999986,0.0,10.0,0.0,10.0
201,69341506,1660331576,0.4,0.400,2.265,1280x720-50,11859257,11890466,31209,45.3147,1660331576.924,36.2419,0.0,50.0,40.0,10.0
213,69342268,1660331577,2.136,2.136,2.721,1280x720-5,1124633,1191662,67029,4.5426,1660331577.762,40.7721,0.45599999999999996,5.0,45.0,-85.6
237,69343461,1660331578,3.089,3.089,2.872,1280x720-10,2351443,2380417,28974,9.0728,1660331578.876,4.530200000000001,0.1509999999999998,10.0,5.0,-10.09999999999998
354,69431365,1660331666,1.003,1.003,86.592,1280x720-50,11859141,11890432,31291,45.3149,1660331666.888,36.2421,83.72,50.0,40.0,-8362.0
366,69438545,1660331673,0.893,0.893,91.575,1280x720-5,1124622,1191657,67035,4.5425,1660331674.061,40.772400000000005,4.983000000000004,5.0,45.0,-538.3000000000004
378,69441481,1660331676,1.512,1.512,93.094,1280x720-5,1124622,1190802,66180,4.5425,1660331677.021,0.0,1.5189999999999912,5.0,0.0,-146.89999999999912
402,69445518,1660331680,0.914,0.914,94.456,1280x720-10,2351443,2380427,28984,9.0729,1660331681.04,4.5304,1.362000000000009,10.0,5.0,-131.2000000000009
414,69447124,1660331682,1.82,1.820,94.912,1280x720-5,1124622,1191649,67027,4.5425,1660331682.599,4.5304,0.45600000000000307,5.0,5.0,-45.60000000000031
438,69451275,1660331686,1.168,1.168,96.373,1280x720-10,2351443,2380421,28978,9.0729,1660331686.877,4.5304,1.4609999999999985,10.0,5.0,-141.09999999999985
450,69452409,1660331687,2.682,2.682,96.977,1280x720-5,1124622,1191659,67037,4.5426,1660331687.794,4.5303,0.6039999999999992,5.0,5.0,-60.39999999999992
567,69460226,1660331695,0.535,0.535,100.503,1280x720-50,11859141,11890451,31310,45.3149,1660331695.623,40.7723,3.5259999999999962,50.0,45.0,-347.5999999999996
579,69460811,1660331696,2.537,2.537,101.107,1280x720-5,1124622,1191655,67033,4.5425,1660331696.248,40.772400000000005,0.6039999999999992,5.0,45.0,-100.39999999999992
696,69464731,1660331700,0.734,0.734,101.208,1280x720-50,11859141,11890456,31315,45.3149,1660331700.113,40.772400000000005,0.10099999999999909,50.0,45.0,-5.099999999999909
708,69465183,1660331700,2.289,2.289,101.208,1280x720-5,1124622,1191649,67027,4.5425,1660331700.565,40.772400000000005,0.0,5.0,45.0,-40.0
732,69466024,1660331701,3.987,3.987,101.661,1280x720-10,2351443,2380425,28982,9.0728,1660331701.405,4.5303,0.45300000000000296,10.0,5.0,-40.300000000000296
965,69471707,1660331707,0.505,0.505,101.814,1280x720-100,23717937,23777998,60061,90.6169,1660331707.084,81.5441,0.1529999999999916,100.0,90.0,-5.299999999999159
977,69472295,1660331707,2.507,2.507,102.419,1280x720-5,1124622,1191648,67026,4.5425,1660331707.672,86.0744,0.605000000000004,5.0,95.0,-150.5000000000004
1094,69474820,1660331710,2.464,2.464,102.872,1280x720-50,11859141,11890467,31326,45.3147,1660331710.213,40.7722,0.45300000000000296,50.0,45.0,-40.300000000000296
1211,69478322,1660331713,0.956,0.956,102.872,1280x720-50,11859141,11889611,30470,45.3149,1660331713.703,0.00019999999999953388,0.0,50.0,0.0,50.0
1223,69478782,1660331714,2.502,2.502,102.872,1280x720-5,1124622,1191652,67030,4.5425,1660331714.166,40.772400000000005,0.0,5.0,45.0,-40.0
1340,69481360,1660331716,1.929,1.929,102.872,1280x720-50,11859141,11890467,31326,45.3147,1660331716.745,40.7722,0.0,50.0,45.0,5.0
1364,69483093,1660331718,2.195,2.195,102.872,1280x720-10,2351443,2380427,28984,9.0729,1660331718.901,36.2418,0.0,10.0,40.0,-30.0
1388,69483726,1660331719,3.563,3.563,102.872,1280x720-10,2351443,2379568,28125,9.0729,1660331719.119,0.0,0.0,10.0,0.0,10.0
1621,69488046,1660331723,1.248,1.248,102.872,1280x720-100,23717937,23777997,60060,90.6169,1660331723.425,81.544,0.0,100.0,90.0,10.0
1633,69488386,1660331723,2.903,2.903,102.872,1280x720-5,1124622,1191662,67040,4.5426,1660331723.765,86.0743,0.0,5.0,95.0,-90.0
1750,69490065,1660331725,3.234,3.234,102.872,1280x720-50,11859141,11890467,31326,45.3147,1660331725.445,40.7721,0.0,50.0,45.0,5.0
1867,69491858,1660331727,3.439,3.439,102.872,1280x720-50,11859141,11889625,30484,45.3148,1660331727.238,9.999999999621423e-05,0.0,50.0,0.0,50.0
2100,69495403,1660331730,1.898,1.898,102.872,1280x720-100,23717937,23777999,60062,90.6169,1660331730.781,45.3021,0.0,100.0,50.0,50.0
