,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,22313601,1660597295,1.897,1.897,1.322,1280x720-5,1124688,1191650,66962,4.5425,1660597295.153,0.0,0.0,5.0,0.0,5.0
35,22316071,1660597297,1.426,1.426,1.322,1280x720-10,2351466,2380435,28969,9.0729,1660597297.584,4.5304,0.0,10.0,5.0,5.0
48,22317198,1660597298,2.303,2.303,1.322,1280x720-5,1226871,1273575,46704,4.8545,1660597298.707,4.218400000000001,0.0,5.0,5.0,0.0
165,22327688,1660597309,0.351,0.351,7.768,1280x720-50,11859257,11890426,31169,45.3149,1660597309.206,40.4604,6.446,50.0,45.0,-639.6
177,22329584,1660597311,1.28,1.280,8.576,1280x720-5,1124633,1191660,67027,4.5426,1660597311.206,40.7723,0.8080000000000007,5.0,45.0,-120.80000000000007
189,22336710,1660597318,2.067,2.067,14.47,1280x720-5,1124633,1190809,66176,4.5426,1660597318.268,0.0,5.894,5.0,0.0,-584.4
213,22337323,1660597318,4.069,4.069,15.074,1280x720-10,2351443,2380417,28974,9.0728,1660597318.881,4.530200000000001,0.6039999999999992,10.0,5.0,-55.39999999999992
446,22341264,1660597322,2.327,2.327,15.275,1280x720-100,23717937,23777996,60059,90.6169,1660597323.008,81.5441,0.2010000000000005,100.0,90.0,-10.100000000000051
470,22341720,1660597323,3.875,3.875,15.275,1280x720-10,2351443,2403840,52397,9.1621,1660597323.26,81.4548,0.0,10.0,90.0,-80.0
703,22344843,1660597326,2.754,2.754,15.275,1280x720-100,23717937,23777998,60061,90.6169,1660597327.043,81.4548,0.0,100.0,90.0,10.0
820,22346186,1660597327,3.409,3.409,15.275,1280x720-50,11859141,11890438,31297,45.3149,1660597327.691,45.302,0.0,100.0,0.0,100.0
1053,22348970,1660597330,2.63,2.630,15.275,1280x720-100,23718169,23777983,59814,90.617,1660597330.492,45.3021,0.0,100.0,0.0,100.0
1170,22350522,1660597332,3.076,3.076,15.275,1280x720-50,11859141,11890462,31321,45.3149,1660597332.102,45.3021,0.0,50.0,50.0,0.0
1287,22353042,1660597334,2.563,2.563,15.275,1280x720-50,11859141,11889617,30476,45.3148,1660597334.579,0.00010000000000331966,0.0,50.0,0.0,50.0
1404,22354526,1660597336,3.08,3.080,15.275,1280x720-50,11859141,11889597,30456,45.3149,1660597336.063,0.00010000000000331966,0.0,50.0,0.0,50.0
1521,22355790,1660597337,3.82,3.820,15.275,1280x720-50,11859141,11889586,30445,45.3149,1660597337.31,0.0,0.0,50.0,0.0,50.0
1754,22359188,1660597340,2.426,2.426,15.275,1280x720-100,23717937,23777999,60062,90.6169,1660597340.698,45.302,0.0,100.0,50.0,50.0
1871,22360624,1660597342,2.987,2.987,15.275,1280x720-50,11859141,11890433,31292,45.3148,1660597342.136,45.3021,0.0,50.0,50.0,0.0
1988,22362294,1660597343,3.324,3.324,15.275,1280x720-50,11859141,11889589,30448,45.3148,1660597343.827,0.0,0.0,50.0,0.0,50.0
2221,22365996,1660597347,1.626,1.626,15.275,1280x720-100,23717937,23777998,60061,90.6169,1660597347.515,45.3021,0.0,100.0,50.0,50.0
2245,22366422,1660597347,3.193,3.193,15.275,1280x720-10,2351443,2380421,28978,9.0728,1660597347.941,81.5441,0.0,10.0,90.0,-80.0
2362,22367908,1660597349,3.709,3.709,15.275,1280x720-50,11859141,11890467,31326,45.3147,1660597349.443,36.2419,0.0,50.0,40.0,10.0
2595,22370876,1660597352,2.745,2.745,15.275,1280x720-100,23717937,23777999,60062,90.6169,1660597352.382,45.3022,0.0,100.0,50.0,50.0
2712,22372373,1660597353,3.257,3.257,15.275,1280x720-50,11859141,11890444,31303,45.3149,1660597353.882,45.302,0.0,50.0,50.0,0.0
2829,22373848,1660597355,3.779,3.779,15.275,1280x720-50,11859141,11889613,30472,45.3147,1660597355.352,0.00019999999999953388,0.0,50.0,0.0,50.0
3062,22376898,1660597358,2.733,2.733,15.275,1280x720-100,23717937,23777999,60062,90.6169,1660597358.411,45.3022,0.0,100.0,50.0,50.0
3179,22378580,1660597360,3.047,3.047,15.275,1280x720-50,11859141,11890442,31301,45.3149,1660597360.085,45.302,0.0,50.0,50.0,0.0
