,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,19849648,1660594831,2.002,2.002,1.006,1280x720-5,1124688,1191650,66962,4.5425,1660594831.156,0.0,0.0,5.0,0.0,5.0
35,19850959,1660594832,3.003,3.003,1.307,1280x720-10,2351466,2380435,28969,9.0729,1660594832.472,4.5304,0.30099999999999993,10.0,5.0,-25.099999999999994
152,19856523,1660594838,0.929,0.929,2.721,1280x720-50,11859257,11890482,31225,45.3148,1660594838.049,36.2419,1.4140000000000001,50.0,40.0,-131.4
164,19858125,1660594839,2.931,2.931,4.334,1280x720-5,1124633,1191657,67024,4.5424,1660594840.602,40.7724,1.6129999999999995,5.0,45.0,-201.29999999999995
281,19862627,1660594844,0.706,0.706,4.585,1280x720-50,11859257,11890466,31209,45.3147,1660594844.16,40.7723,0.25100000000000033,50.0,45.0,-20.100000000000033
293,19863192,1660594844,2.251,2.251,4.636,1280x720-5,1124633,1191662,67029,4.5426,1660594844.725,40.7721,0.051000000000000156,5.0,45.0,-45.100000000000016
317,19864247,1660594845,3.384,3.384,4.838,1280x720-10,2351443,2380417,28974,9.0728,1660594845.759,4.530200000000001,0.20199999999999996,10.0,5.0,-15.199999999999996
550,19882861,1660594864,0.847,0.847,18.876,1280x720-100,23717937,23777996,60059,90.6169,1660594864.375,81.5441,14.038,100.0,90.0,-1393.8
562,19883344,1660594864,2.372,2.372,18.876,1280x720-5,1124622,1191657,67035,4.5425,1660594864.858,86.0744,0.0,5.0,95.0,-90.0
679,19886366,1660594867,1.674,1.674,19.129,1280x720-50,11859141,11890429,31288,45.3147,1660594867.874,40.7722,0.2530000000000001,50.0,45.0,-20.30000000000001
703,19886906,1660594868,3.14,3.140,19.129,1280x720-10,2351443,2380427,28984,9.0729,1660594868.54,36.2418,0.0,10.0,40.0,-30.0
