,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,13456289,1660196512,2.002,2.002,0.904,1280x720-5,1124688,1191650,66962,4.5425,1660196512.678,0.0,0.0,5.0,0.0,5.0
35,13457248,1660196513,3.399,3.399,1.255,1280x720-10,2351466,2380435,28969,9.0729,1660196513.638,4.5304,0.35099999999999987,10.0,5.0,-30.099999999999987
268,13460833,1660196517,1.822,1.822,1.255,1280x720-100,23718169,23777998,59829,90.6168,1660196517.222,81.5439,0.0,100.0,90.0,10.0
292,13461305,1660196517,3.346,3.346,1.255,1280x720-10,2351466,2380400,28934,9.0728,1660196517.694,81.544,0.0,10.0,90.0,-80.0
525,13463823,1660196520,2.839,2.839,1.255,1280x720-100,23718169,23777999,59830,90.6169,1660196520.203,81.5441,0.0,100.0,90.0,10.0
642,13465133,1660196521,3.526,3.526,1.255,1280x720-50,11859257,11890463,31206,45.3147,1660196521.514,45.3022,0.0,100.0,0.0,100.0
875,13467869,1660196524,2.799,2.799,1.255,1280x720-100,23717937,23777999,60062,90.6169,1660196525.09,45.3022,0.0,100.0,0.0,100.0
992,13469156,1660196525,3.508,3.508,1.255,1280x720-50,11859141,11890432,31291,45.3149,1660196525.537,45.302,0.0,100.0,0.0,100.0
1225,13472190,1660196528,2.476,2.476,1.255,1280x720-100,23717937,23777985,60048,90.6169,1660196528.579,45.302,0.0,100.0,0.0,100.0
1342,13474028,1660196530,2.64,2.640,1.255,1280x720-50,11859141,11890429,31288,45.3147,1660196530.415,45.3022,0.0,50.0,50.0,0.0
1459,13475311,1660196531,3.355,3.355,1.255,1280x720-50,11859141,11889584,30443,45.3149,1660196531.689,0.00019999999999953388,0.0,50.0,0.0,50.0
1692,13478033,1660196534,2.642,2.642,1.255,1280x720-100,23718169,23777983,59814,90.617,1660196535.048,45.3021,0.0,100.0,50.0,50.0
1809,13479176,1660196535,3.496,3.496,1.255,1280x720-50,11859141,11890462,31321,45.3149,1660196535.563,45.3021,0.0,100.0,0.0,100.0
2042,13481666,1660196538,3.007,3.007,1.255,1280x720-100,23717937,23777999,60062,90.6169,1660196538.053,45.302,0.0,100.0,0.0,100.0
2159,13482579,1660196538,4.097,4.097,1.255,1280x720-50,11859141,11890451,31310,45.3149,1660196538.966,45.302,0.0,100.0,0.0,100.0
2392,13485580,1660196541,3.104,3.104,1.255,1280x720-100,23717937,23777999,60062,90.6169,1660196542.197,45.302,0.0,100.0,0.0,100.0
2509,13486551,1660196542,4.13,4.130,1.255,1280x720-50,11859141,11890456,31315,45.3149,1660196542.971,45.302,0.0,100.0,0.0,100.0
2742,13489776,1660196546,2.907,2.907,1.255,1280x720-100,23717937,23777996,60059,90.6169,1660196546.158,45.302,0.0,100.0,0.0,100.0
2859,13490965,1660196547,3.722,3.722,1.255,1280x720-50,11859141,11890443,31302,45.3148,1660196547.345,45.3021,0.0,100.0,0.0,100.0
3092,13494343,1660196550,2.343,2.343,1.255,1280x720-100,23717937,23777998,60061,90.6169,1660196551.011,45.3021,0.0,100.0,0.0,100.0
3209,13495139,1660196551,3.546,3.546,1.255,1280x720-50,11859141,11890428,31287,45.3147,1660196551.517,45.3022,0.0,100.0,0.0,100.0
3442,13498054,1660196554,2.633,2.633,1.255,1280x720-100,23717937,23777998,60061,90.6169,1660196555.048,45.3022,0.0,100.0,0.0,100.0
3559,13498748,1660196555,3.945,3.945,1.255,1280x720-50,11859141,11890465,31324,45.3149,1660196555.133,45.302,0.0,100.0,0.0,100.0
3792,13501519,1660196557,3.176,3.176,1.255,1280x720-100,23717937,23777999,60062,90.6169,1660196558.189,45.302,0.0,100.0,0.0,100.0
3909,13503110,1660196559,3.591,3.591,1.255,1280x720-50,11859141,11890467,31326,45.3147,1660196560.036,45.3022,0.0,100.0,0.0,100.0
4142,13506944,1660196563,1.755,1.755,1.255,1280x720-100,23717937,23777999,60062,90.6169,1660196563.324,45.3022,0.0,100.0,0.0,100.0
4166,13507400,1660196563,3.3,3.300,1.255,1280x720-10,2351443,2380421,28978,9.0729,1660196563.78,81.544,0.0,10.0,90.0,-80.0
