,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,225865,1660603305,2.002,2.002,0.654,1280x720-5,1124688,1191650,66962,4.5425,1660603305.341,0.0,0.0,5.0,0.0,5.0
35,226689,1660603306,3.708,3.708,1.206,1280x720-10,2351466,2380435,28969,9.0729,1660603306.125,4.5304,0.5519999999999999,10.0,5.0,-50.199999999999996
268,229712,1660603309,2.69,2.690,1.206,1280x720-100,23718169,23777998,59829,90.6168,1660603310.051,81.5439,0.0,100.0,90.0,10.0
385,230585,1660603310,3.817,3.817,1.206,1280x720-50,11859257,11890426,31169,45.3149,1660603310.027,45.301899999999996,0.0,100.0,0.0,100.0
618,234093,1660603313,2.311,2.311,1.206,1280x720-100,23718169,23777999,59830,90.6169,1660603314.015,45.302,0.0,100.0,0.0,100.0
735,234997,1660603314,3.41,3.410,1.206,1280x720-50,11859257,11890463,31206,45.3147,1660603314.434,45.3022,0.0,100.0,0.0,100.0
968,237371,1660603316,3.039,3.039,1.206,1280x720-100,23717937,23777999,60062,90.6169,1660603317.054,45.3022,0.0,100.0,0.0,100.0
1085,239017,1660603318,3.392,3.392,1.206,1280x720-50,11859141,11890432,31291,45.3149,1660603319.012,45.302,0.0,100.0,0.0,100.0
1318,242067,1660603321,2.351,2.351,1.206,1280x720-100,23717937,23777985,60048,90.6169,1660603322.01,45.302,0.0,100.0,0.0,100.0
1435,242486,1660603321,3.929,3.929,1.206,1280x720-50,11859141,11890429,31288,45.3147,1660603322.429,45.3022,0.0,100.0,0.0,100.0
1668,245830,1660603325,2.587,2.587,1.206,1280x720-100,23717937,23777996,60059,90.6169,1660603326.033,45.3022,0.0,100.0,0.0,100.0
1798,246403,1660603325,4.017,4.017,1.206,1280x720-50,13188299,13201705,13406,50.312,1660603326.606,40.3049,0.0,100.0,0.0,100.0
2031,249710,1660603329,2.709,2.709,1.206,1280x720-100,23717937,23777998,60061,90.6169,1660603330.037,40.3049,0.0,100.0,0.0,100.0
2148,251672,1660603331,2.749,2.749,1.206,1280x720-50,11859141,11890471,31330,45.3148,1660603331.18,45.3021,0.0,50.0,50.0,0.0
2265,253757,1660603333,2.673,2.673,1.206,1280x720-50,11859141,11889597,30456,45.3149,1660603333.205,0.00010000000000331966,0.0,50.0,0.0,50.0
2382,255318,1660603334,3.111,3.111,1.206,1280x720-50,11859141,11889586,30445,45.3149,1660603335.004,0.0,0.0,50.0,0.0,50.0
2499,256662,1660603336,3.77,3.770,1.206,1280x720-50,11859141,11889602,30461,45.3149,1660603337.044,0.0,0.0,50.0,0.0,50.0
2732,259516,1660603338,2.913,2.913,1.206,1280x720-100,23717937,23777996,60059,90.6169,1660603339.047,45.302,0.0,100.0,50.0,50.0
2849,260297,1660603339,4.138,4.138,1.206,1280x720-50,11859141,11890443,31302,45.3148,1660603339.781,45.3021,0.0,100.0,0.0,100.0
3082,263602,1660603343,2.835,2.835,1.206,1280x720-100,23717937,23777998,60061,90.6169,1660603343.035,45.3021,0.0,100.0,0.0,100.0
3199,264313,1660603343,4.129,4.129,1.206,1280x720-50,11859141,11890428,31287,45.3147,1660603343.746,45.3022,0.0,100.0,0.0,100.0
3432,267640,1660603347,2.8,2.800,1.206,1280x720-100,23717937,23777998,60061,90.6169,1660603348.052,45.3022,0.0,100.0,0.0,100.0
3549,270184,1660603349,2.26,2.260,1.206,1280x720-50,11859141,11890465,31324,45.3149,1660603349.695,45.302,0.0,50.0,50.0,0.0
3573,270555,1660603349,3.887,3.887,1.206,1280x720-10,2351443,2380424,28981,9.0729,1660603350.066,36.242000000000004,0.0,10.0,40.0,-30.0
3806,273762,1660603353,2.681,2.681,1.206,1280x720-100,23717937,23777999,60062,90.6169,1660603354.042,81.544,0.0,100.0,90.0,10.0
3923,275924,1660603355,2.529,2.529,1.206,1280x720-50,11859141,11890467,31326,45.3147,1660603355.418,45.3022,0.0,50.0,50.0,0.0
4040,276630,1660603356,3.821,3.821,1.206,1280x720-50,11859141,11889588,30447,45.3149,1660603356.065,0.00019999999999953388,0.0,50.0,0.0,50.0
4273,280165,1660603359,2.291,2.291,1.206,1280x720-100,23717937,23777997,60060,90.6169,1660603360.004,45.302,0.0,100.0,50.0,50.0
4297,280735,1660603360,3.718,3.718,1.206,1280x720-10,2351443,2380426,28983,9.0729,1660603360.19,81.544,0.0,10.0,90.0,-80.0
4530,283702,1660603363,2.752,2.752,1.206,1280x720-100,23717937,23777999,60062,90.6169,1660603364.042,81.544,0.0,100.0,90.0,10.0
4647,284785,1660603364,3.672,3.672,1.206,1280x720-50,11859141,11890479,31338,45.3148,1660603364.225,45.3021,0.0,100.0,0.0,100.0
4880,288145,1660603367,2.318,2.318,1.206,1280x720-100,23717937,23777999,60062,90.6169,1660603368.006,45.3021,0.0,100.0,0.0,100.0
4997,289141,1660603368,3.323,3.323,1.206,1280x720-50,11859141,11890488,31347,45.3148,1660603368.575,45.3021,0.0,100.0,0.0,100.0
5230,291797,1660603371,2.673,2.673,1.206,1280x720-100,23717937,23777999,60062,90.6169,1660603372.029,45.3021,0.0,100.0,0.0,100.0
5347,292814,1660603372,3.654,3.654,1.206,1280x720-50,11859141,11890493,31352,45.3148,1660603372.251,45.3021,0.0,100.0,0.0,100.0
5580,295385,1660603374,3.084,3.084,1.206,1280x720-100,23718169,23777999,59830,90.617,1660603375.05,45.302200000000006,0.0,100.0,0.0,100.0
5697,296399,1660603375,4.077,4.077,1.206,1280x720-50,11859141,11890495,31354,45.3148,1660603375.839,45.302200000000006,0.0,100.0,0.0,100.0
5930,299873,1660603379,2.597,2.597,1.206,1280x720-100,23717937,23778000,60063,90.6169,1660603380.026,45.3021,0.0,100.0,0.0,100.0
6047,301227,1660603380,3.25,3.250,1.206,1280x720-50,11859141,11890495,31354,45.3148,1660603380.663,45.3021,0.0,50.0,50.0,0.0
6164,302319,1660603381,4.156,4.156,1.206,1280x720-50,11859141,11889640,30499,45.3148,1660603381.782,0.0,0.0,50.0,0.0,50.0
6397,305831,1660603385,2.653,2.653,1.206,1280x720-100,23717937,23777999,60062,90.6169,1660603386.032,45.3021,0.0,100.0,50.0,50.0
6514,315970,1660603395,0.645,0.645,7.244,1280x720-50,11859141,11890494,31353,45.3148,1660603395.412,45.3021,6.038,50.0,50.0,-603.8000000000001
6526,316533,1660603395,2.22,2.220,7.295,1280x720-5,1124622,1191658,67036,4.5426,1660603395.975,40.7722,0.051000000000000156,5.0,45.0,-45.100000000000016
6550,317259,1660603396,3.504,3.504,7.295,1280x720-10,2351443,2380410,28967,9.0728,1660603396.726,4.530200000000001,0.0,10.0,5.0,5.0
6783,320756,1660603400,2.009,2.009,7.295,1280x720-100,23717937,23778000,60063,90.6169,1660603400.2,81.5441,0.0,100.0,90.0,10.0
6807,321087,1660603400,3.678,3.678,7.295,1280x720-10,2351443,2380416,28973,9.0728,1660603400.531,81.5441,0.0,10.0,90.0,-80.0
7040,323727,1660603403,3.039,3.039,7.295,1280x720-100,23717937,23778000,60063,90.6169,1660603404.057,81.5441,0.0,100.0,90.0,10.0
7157,325128,1660603404,3.644,3.644,7.295,1280x720-50,11859141,11890494,31353,45.3148,1660603404.567,45.3021,0.0,100.0,0.0,100.0
7390,329532,1660603408,1.236,1.236,7.295,1280x720-100,23717937,23778000,60063,90.6169,1660603408.979,45.3021,0.0,100.0,0.0,100.0
7402,329925,1660603409,2.845,2.845,7.295,1280x720-5,1124622,1191658,67036,4.5426,1660603409.393,86.0743,0.0,5.0,95.0,-90.0
7519,332018,1660603411,2.759,2.759,7.295,1280x720-50,11859141,11890491,31350,45.3148,1660603411.451,40.7722,0.0,50.0,45.0,5.0
7636,334394,1660603413,2.378,2.378,7.295,1280x720-50,11859141,11889619,30478,45.3148,1660603413.83,0.0,0.0,50.0,0.0,50.0
7753,337419,1660603416,1.355,1.355,7.295,1280x720-50,11859141,11889622,30481,45.3148,1660603416.857,0.0,0.0,50.0,0.0,50.0
7765,338000,1660603417,2.777,2.777,7.295,1280x720-5,1124622,1191658,67036,4.5426,1660603417.581,40.7722,0.0,5.0,45.0,-40.0
7882,343299,1660603422,0.452,0.452,8.203,1280x720-50,11859141,11890478,31337,45.3148,1660603422.748,40.7722,0.9079999999999995,50.0,45.0,-85.79999999999995
7894,344967,1660603424,2.161,2.161,9.56,1280x720-5,1124622,1191657,67035,4.5425,1660603424.402,40.7723,1.357000000000001,5.0,45.0,-175.7000000000001
7918,346010,1660603425,3.122,3.122,9.56,1280x720-10,2351420,2380427,29007,9.0729,1660603425.598,4.5304,0.0,10.0,5.0,5.0
8035,347614,1660603427,3.525,3.525,9.56,1280x720-50,11859025,11890455,31430,45.3148,1660603427.055,36.2419,0.0,50.0,40.0,10.0
8268,350910,1660603430,2.224,2.224,9.56,1280x720-100,23717705,23777999,60294,90.6169,1660603430.349,45.3021,0.0,100.0,50.0,50.0
8292,351296,1660603430,3.849,3.849,9.56,1280x720-10,2351420,2380431,29011,9.0729,1660603430.735,81.544,0.0,10.0,90.0,-80.0
8525,354301,1660603433,2.836,2.836,9.56,1280x720-100,23717705,23777998,60293,90.6169,1660603434.063,81.544,0.0,100.0,90.0,10.0
8642,355562,1660603434,3.583,3.583,9.56,1280x720-50,11859025,11890443,31418,45.3149,1660603435.011,45.302,0.0,100.0,0.0,100.0
8875,358170,1660603437,2.978,2.978,9.56,1280x720-100,23717705,23777999,60294,90.6169,1660603437.636,45.302,0.0,100.0,0.0,100.0
8992,359439,1660603438,3.708,3.708,9.56,1280x720-50,11859025,11890473,31448,45.3148,1660603438.875,45.3021,0.0,100.0,0.0,100.0
9225,362054,1660603441,3.092,3.092,9.56,1280x720-100,23717705,23777999,60294,90.6169,1660603442.057,45.3021,0.0,100.0,0.0,100.0
9342,363548,1660603442,3.604,3.604,9.56,1280x720-50,11859025,11890486,31461,45.3148,1660603443.019,45.3021,0.0,100.0,0.0,100.0
9575,366490,1660603445,2.66,2.660,9.56,1280x720-100,23717705,23777999,60294,90.6169,1660603445.94,45.3021,0.0,100.0,0.0,100.0
9692,367913,1660603447,3.24,3.240,9.56,1280x720-50,11859025,11890490,31465,45.3148,1660603447.352,45.3021,0.0,50.0,50.0,0.0
9809,369371,1660603448,3.79,3.790,9.56,1280x720-50,11859025,11889638,30613,45.3148,1660603448.81,0.0,0.0,50.0,0.0,50.0
10042,372983,1660603452,2.18,2.180,9.56,1280x720-100,23717705,23778000,60295,90.6169,1660603452.422,45.3021,0.0,100.0,50.0,50.0
10066,373392,1660603452,3.766,3.766,9.56,1280x720-10,2351420,2380435,29015,9.0729,1660603452.831,81.544,0.0,10.0,90.0,-80.0
10299,377462,1660603456,1.7,1.700,9.56,1280x720-100,23717705,23778000,60295,90.6169,1660603456.898,81.544,0.0,100.0,90.0,10.0
10323,377812,1660603457,3.349,3.349,9.56,1280x720-10,2351420,2383436,32016,9.0844,1660603457.35,81.5325,0.0,10.0,90.0,-80.0
10556,380435,1660603459,2.731,2.731,9.56,1280x720-100,23717705,23777999,60294,90.6169,1660603459.88,81.5325,0.0,100.0,90.0,10.0
10673,381744,1660603461,3.422,3.422,9.56,1280x720-50,11859025,11890495,31470,45.3148,1660603461.178,45.3021,0.0,100.0,0.0,100.0
10906,384049,1660603463,3.126,3.126,9.56,1280x720-100,23717705,23778000,60295,90.6169,1660603463.491,45.3021,0.0,100.0,0.0,100.0
11023,385672,1660603465,3.499,3.499,9.56,1280x720-50,11859025,11890495,31470,45.3148,1660603465.144,45.3021,0.0,100.0,0.0,100.0
11256,388331,1660603467,2.847,2.847,9.56,1280x720-100,23717705,23778000,60295,90.6169,1660603467.765,45.3021,0.0,100.0,0.0,100.0
11373,389670,1660603469,3.507,3.507,9.56,1280x720-50,11859025,11890494,31469,45.3148,1660603469.138,45.3021,0.0,100.0,0.0,100.0
11606,392420,1660603471,2.762,2.762,9.56,1280x720-100,23717705,23778000,60295,90.6169,1660603471.879,45.3021,0.0,100.0,0.0,100.0
11723,396256,1660603475,0.921,0.921,9.56,1280x720-50,11859025,11890496,31471,45.3148,1660603475.721,45.3021,0.0,50.0,50.0,0.0
11735,396494,1660603475,2.691,2.691,9.56,1280x720-5,1124611,1191664,67053,4.5426,1660603475.959,40.7722,0.0,5.0,45.0,-40.0
11852,398846,1660603478,2.341,2.341,9.56,1280x720-50,11859025,11890496,31471,45.3148,1660603478.287,40.7722,0.0,50.0,45.0,5.0
11969,408684,1660603488,0.369,0.369,15.399,1280x720-50,11859025,11889638,30613,45.3148,1660603491.208,0.0,5.838999999999999,50.0,0.0,-533.8999999999999
11981,409713,1660603489,2.371,2.371,16.404,1280x720-5,1124611,1191661,67050,4.5426,1660603489.228,40.7722,1.0050000000000008,5.0,45.0,-140.50000000000009
12098,412143,1660603491,2.319,2.319,16.807,1280x720-50,11859025,11890495,31470,45.3148,1660603491.577,40.7722,0.4029999999999987,50.0,45.0,-35.29999999999987
12215,414546,1660603493,1.921,1.921,16.807,1280x720-50,11859025,11889641,30616,45.3148,1660603494.0,0.0,0.0,50.0,0.0,50.0
12240,418960,1660603498,1.411,1.411,18.672,1280x720-10,2453655,2490138,36483,9.4908,1660603498.418,35.824,1.865000000000002,10.0,40.0,-216.5000000000002
12252,422671,1660603502,1.805,1.805,20.689,1280x720-5,1124611,1191652,67041,4.5426,1660603502.204,4.9482,2.0169999999999995,5.0,5.0,-201.69999999999993
12276,426540,1660603505,1.211,1.211,21.902,1280x720-10,2351420,2380424,29004,9.0729,1660603506.048,4.5303,1.213000000000001,10.0,5.0,-116.3000000000001
12288,427374,1660603506,2.381,2.381,21.902,1280x720-5,1124611,1191660,67049,4.5426,1660603506.834,4.5303,0.0,5.0,5.0,0.0
