,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,73666720,1660086632,2.002,2.002,0.503,1280x720-5,1124688,1191650,66962,4.5425,1660086632.203,0.0,0.0,5.0,0.0,5.0
35,73667312,1660086632,4.004,4.004,1.105,1280x720-10,2351466,2380435,28969,9.0729,1660086632.795,4.5304,0.602,10.0,5.0,-55.199999999999996
268,73670764,1660086636,2.554,2.554,1.105,1280x720-100,23718169,23777998,59829,90.6168,1660086637.031,81.5439,0.0,100.0,90.0,10.0
385,73673250,1660086638,2.068,2.068,1.105,1280x720-50,11859257,11890426,31169,45.3149,1660086638.716,45.301899999999996,0.0,50.0,50.0,0.0
409,73673784,1660086639,3.544,3.544,1.105,1280x720-10,2351466,2380424,28958,9.0729,1660086639.252,36.242000000000004,0.0,10.0,40.0,-30.0
642,73677771,1660086643,1.554,1.554,1.105,1280x720-100,23718169,23777998,59829,90.6169,1660086643.247,81.544,0.0,100.0,90.0,10.0
666,73678209,1660086643,3.12,3.120,1.105,1280x720-10,2351443,2380417,28974,9.0728,1660086643.685,81.5441,0.0,10.0,90.0,-80.0
783,73679826,1660086645,3.498,3.498,1.105,1280x720-50,11859141,11890432,31291,45.3149,1660086645.286,36.2421,0.0,50.0,40.0,10.0
1016,73683471,1660086648,1.857,1.857,1.105,1280x720-100,23717937,23777985,60048,90.6169,1660086648.937,45.302,0.0,100.0,50.0,50.0
1040,73683957,1660086649,3.372,3.372,1.105,1280x720-10,2351443,2380424,28981,9.0729,1660086649.486,81.544,0.0,10.0,90.0,-80.0
1273,73687151,1660086652,2.182,2.182,1.105,1280x720-100,23717937,23777996,60059,90.6169,1660086652.62,81.544,0.0,100.0,90.0,10.0
1299,73687554,1660086653,3.78,3.780,1.105,1280x720-10,2555915,2565102,9187,9.7767,1660086653.013,80.8402,0.0,10.0,90.0,-80.0
1532,73691625,1660086657,1.712,1.712,1.105,1280x720-100,23717937,23777998,60061,90.6169,1660086657.086,80.8402,0.0,100.0,90.0,10.0
1556,73692034,1660086657,3.306,3.306,1.105,1280x720-10,2351443,2380424,28981,9.0729,1660086657.495,81.544,0.0,10.0,90.0,-80.0
1789,73695107,1660086660,2.232,2.232,1.105,1280x720-100,23717937,23777999,60062,90.6169,1660086660.566,81.544,0.0,100.0,90.0,10.0
1813,73695423,1660086660,3.918,3.918,1.105,1280x720-10,2351443,2380419,28976,9.0728,1660086660.882,81.5441,0.0,10.0,90.0,-80.0
2046,73700082,1660086665,1.268,1.268,1.105,1280x720-100,23717937,23777999,60062,90.6169,1660086665.549,81.5441,0.0,100.0,90.0,10.0
2058,73700489,1660086665,2.86,2.860,1.105,1280x720-5,1124622,1191649,67027,4.5425,1660086665.956,86.0744,0.0,5.0,95.0,-90.0
2175,73702941,1660086668,2.406,2.406,1.105,1280x720-50,11859141,11890443,31302,45.3148,1660086668.406,40.7723,0.0,50.0,45.0,5.0
