,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,71658047,1660084623,1.965,1.965,1.258,1280x720-5,1124688,1191650,66962,4.5425,1660084623.536,0.0,0.0,5.0,0.0,5.0
35,71659360,1660084624,2.659,2.659,1.258,1280x720-10,2351466,2380435,28969,9.0729,1660084624.887,4.5304,0.0,10.0,5.0,5.0
152,71663208,1660084628,0.811,0.811,1.258,1280x720-50,11859257,11890482,31225,45.3148,1660084628.668,36.2419,0.0,50.0,40.0,10.0
164,71663523,1660084628,2.536,2.536,1.258,1280x720-5,1124633,1191657,67024,4.5424,1660084628.983,40.7724,0.0,5.0,45.0,-40.0
281,71665688,1660084631,2.373,2.373,1.258,1280x720-50,11859257,11890466,31209,45.3147,1660084631.148,40.7723,0.0,50.0,45.0,5.0
398,71666894,1660084632,3.168,3.168,1.258,1280x720-50,11859257,11889609,30352,45.3147,1660084632.366,0.0,0.0,50.0,0.0,50.0
515,71668010,1660084633,4.059,4.059,1.258,1280x720-50,11859141,11909515,50374,45.3908,1660084633.482,0.07609999999999673,0.0,50.0,0.0,50.0
748,71671084,1660084636,2.988,2.988,1.258,1280x720-100,23717937,23777996,60059,90.6169,1660084637.061,45.2261,0.0,100.0,50.0,50.0
870,71672654,1660084638,3.411,3.411,1.258,1280x720-50,12370306,12467649,97343,47.5145,1660084639.016,43.1024,0.0,100.0,0.0,100.0
1103,71675505,1660084640,2.564,2.564,1.258,1280x720-100,23717937,23777998,60061,90.6169,1660084641.063,43.1024,0.0,100.0,0.0,100.0
1220,71676234,1660084641,3.841,3.841,1.258,1280x720-50,11859141,11890438,31297,45.3149,1660084641.729,45.302,0.0,100.0,0.0,100.0
1453,71678946,1660084644,3.131,3.131,1.258,1280x720-100,23718169,23777983,59814,90.617,1660084645.132,45.3021,0.0,100.0,0.0,100.0
1570,71680162,1660084645,3.914,3.914,1.258,1280x720-50,11859141,11890462,31321,45.3149,1660084645.628,45.3021,0.0,100.0,0.0,100.0
1803,71683688,1660084649,2.391,2.391,1.258,1280x720-100,23717937,23777999,60062,90.6169,1660084649.146,45.302,0.0,100.0,0.0,100.0
1920,71685515,1660084650,2.569,2.569,1.258,1280x720-50,11859141,11890451,31310,45.3149,1660084650.983,45.302,0.0,50.0,50.0,0.0
2037,71686834,1660084652,3.245,3.245,1.258,1280x720-50,11859141,11889586,30445,45.3149,1660084652.3,0.0,0.0,50.0,0.0,50.0
2154,71687925,1660084653,4.164,4.164,1.258,1280x720-50,11859141,11889602,30461,45.3149,1660084653.401,0.0,0.0,50.0,0.0,50.0
2387,71690962,1660084656,3.13,3.130,1.258,1280x720-100,23717937,23777996,60059,90.6169,1660084657.104,45.302,0.0,100.0,50.0,50.0
2504,71692566,1660084658,3.527,3.527,1.258,1280x720-50,11859141,11890443,31302,45.3148,1660084659.03,45.3021,0.0,100.0,0.0,100.0
2737,71695500,1660084660,2.589,2.589,1.258,1280x720-100,23717937,23777998,60061,90.6169,1660084661.03,45.3021,0.0,100.0,0.0,100.0
2854,71696375,1660084661,3.719,3.719,1.258,1280x720-50,11859141,11890428,31287,45.3147,1660084661.875,45.3022,0.0,100.0,0.0,100.0
3087,71699123,1660084664,2.977,2.977,1.258,1280x720-100,23717937,23777998,60061,90.6169,1660084665.044,45.3022,0.0,100.0,0.0,100.0
3204,71700043,1660084665,4.056,4.056,1.258,1280x720-50,11859141,11890465,31324,45.3149,1660084665.502,45.302,0.0,100.0,0.0,100.0
3437,71702866,1660084668,3.238,3.238,1.258,1280x720-100,23717937,23777999,60062,90.6169,1660084669.232,45.302,0.0,100.0,0.0,100.0
3554,71704055,1660084669,4.046,4.046,1.258,1280x720-50,11859141,11890467,31326,45.3147,1660084669.561,45.3022,0.0,100.0,0.0,100.0
3787,71707524,1660084672,2.58,2.580,1.258,1280x720-100,23717937,23777999,60062,90.6169,1660084673.03,45.3022,0.0,100.0,0.0,100.0
3904,71708318,1660084673,3.793,3.793,1.258,1280x720-50,11859141,11890442,31301,45.3149,1660084673.794,45.302,0.0,100.0,0.0,100.0
