,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,15395554,1660251511,2.002,2.002,1.056,1280x720-5,1124688,1191650,66962,4.5425,1660251511.852,0.0,0.0,5.0,0.0,5.0
35,15396947,1660251513,2.795,2.795,1.257,1280x720-10,2351466,2380435,28969,9.0729,1660251513.484,4.5304,0.20099999999999985,10.0,5.0,-15.099999999999984
152,15398849,1660251515,2.901,2.901,1.257,1280x720-50,11859257,11890482,31225,45.3148,1660251515.195,36.2419,0.0,50.0,40.0,10.0
269,15400057,1660251516,3.687,3.687,1.257,1280x720-50,11859257,11889572,30315,45.3149,1660251516.408,0.00010000000000331966,0.0,50.0,0.0,50.0
502,15403460,1660251519,2.285,2.285,1.257,1280x720-100,23718169,23777999,59830,90.6169,1660251520.004,45.302,0.0,100.0,50.0,50.0
526,15404006,1660251520,3.742,3.742,1.257,1280x720-10,2351466,2380422,28956,9.0729,1660251520.546,81.544,0.0,10.0,90.0,-80.0
759,15406743,1660251523,3.012,3.012,1.257,1280x720-100,23717937,23777999,60062,90.6169,1660251524.052,81.544,0.0,100.0,90.0,10.0
876,15407893,1660251524,3.858,3.858,1.257,1280x720-50,11859141,11890432,31291,45.3149,1660251524.248,45.302,0.0,100.0,0.0,100.0
1109,15410901,1660251527,2.853,2.853,1.257,1280x720-100,23717937,23777985,60048,90.6169,1660251528.04,45.302,0.0,100.0,0.0,100.0
1226,15412119,1660251528,3.644,3.644,1.257,1280x720-50,11859141,11890429,31288,45.3147,1660251528.471,45.3022,0.0,100.0,0.0,100.0
1459,15415421,1660251531,2.343,2.343,1.257,1280x720-100,23717937,23777996,60059,90.6169,1660251532.008,45.3022,0.0,100.0,0.0,100.0
1485,15415848,1660251532,3.918,3.918,1.257,1280x720-10,2555915,2565102,9187,9.7767,1660251532.195,80.8402,0.0,10.0,90.0,-80.0
1718,15418691,1660251535,3.078,3.078,1.257,1280x720-100,23717937,23777998,60061,90.6169,1660251535.038,80.8402,0.0,100.0,90.0,10.0
1835,15419805,1660251536,3.963,3.963,1.257,1280x720-50,11859141,11890471,31330,45.3148,1660251536.151,45.3021,0.0,100.0,0.0,100.0
2068,15422821,1660251539,2.947,2.947,1.257,1280x720-100,23717937,23777999,60062,90.6169,1660251540.046,45.3021,0.0,100.0,0.0,100.0
2185,15424001,1660251540,3.765,3.765,1.257,1280x720-50,11859141,11890440,31299,45.3149,1660251540.349,45.302,0.0,100.0,0.0,100.0
2418,15427154,1660251543,2.62,2.620,1.257,1280x720-100,23717937,23777999,60062,90.6169,1660251544.021,45.302,0.0,100.0,0.0,100.0
2535,15428388,1660251544,3.39,3.390,1.257,1280x720-50,11859141,11890433,31292,45.3148,1660251544.756,45.3021,0.0,100.0,0.0,100.0
2768,15430870,1660251547,2.904,2.904,1.257,1280x720-100,23717937,23777997,60060,90.6168,1660251548.038,45.302,0.0,100.0,0.0,100.0
2885,15431757,1660251548,4.026,4.026,1.257,1280x720-50,11859141,11890435,31294,45.3149,1660251548.105,45.301899999999996,0.0,100.0,0.0,100.0
3118,15434532,1660251550,3.245,3.245,1.257,1280x720-100,23717937,23777997,60060,90.6169,1660251551.056,45.302,0.0,100.0,0.0,100.0
3235,15435627,1660251551,4.157,4.157,1.257,1280x720-50,11859141,11890467,31326,45.3147,1660251551.979,45.3022,0.0,100.0,0.0,100.0
3468,15439227,1660251555,2.56,2.560,1.257,1280x720-100,23717937,23777999,60062,90.6169,1660251556.021,45.3022,0.0,100.0,0.0,100.0
3585,15440565,1660251556,3.222,3.222,1.257,1280x720-50,11859141,11890444,31303,45.3149,1660251556.913,45.302,0.0,50.0,50.0,0.0
3702,15441811,1660251558,3.977,3.977,1.257,1280x720-50,11859141,11889613,30472,45.3147,1660251558.172,0.00019999999999953388,0.0,50.0,0.0,50.0
3935,15444959,1660251561,2.831,2.831,1.257,1280x720-100,23717937,23777999,60062,90.6169,1660251562.041,45.3022,0.0,100.0,50.0,50.0
4052,15445944,1660251562,3.844,3.844,1.257,1280x720-50,11859141,11890442,31301,45.3149,1660251562.303,45.302,0.0,100.0,0.0,100.0
4285,15448817,1660251565,2.979,2.979,1.257,1280x720-100,23717937,23777997,60060,90.6169,1660251566.045,45.302,0.0,100.0,0.0,100.0
