,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,685685,1660341547,0.544,0.544,5.981,1280x720-5,1124688,1191650,66962,4.5425,1660341547.551,0.0,0.0,5.0,0.0,5.0
23,694734,1660341556,1.238,1.238,13.638,1280x720-5,1124633,1190800,66167,4.5425,1660341556.439,0.0,7.657,5.0,0.0,-760.7
36,700281,1660341561,0.588,0.588,16.413,1280x720-5,1226871,1272722,45851,4.8545,1660341562.009,0.3119999999999994,2.7750000000000004,5.0,0.0,-272.50000000000006
48,702751,1660341564,2.087,2.087,18.379,1280x720-5,1124633,1190804,66171,4.5424,1660341564.226,0.31210000000000004,1.966000000000001,5.0,0.0,-191.6000000000001
72,709824,1660341571,0.503,0.503,21.808,1280x720-10,2351466,2380424,28958,9.0729,1660341571.258,4.530500000000001,3.4289999999999985,10.0,5.0,-337.89999999999986
84,716611,1660341577,0.402,0.402,26.387,1280x720-5,1124633,1191662,67029,4.5426,1660341579.012,4.5303,4.579000000000001,5.0,5.0,-457.9000000000001
96,721908,1660341583,0.899,0.899,30.116,1280x720-5,1124622,1190791,66169,4.5425,1660341583.323,9.999999999976694e-05,3.728999999999999,5.0,0.0,-367.8999999999999
108,727070,1660341588,1.239,1.239,33.542,1280x720-5,1124622,1190794,66172,4.5425,1660341588.435,0.0,3.426000000000002,5.0,0.0,-337.6000000000002
120,742384,1660341603,0.901,0.901,46.381,1280x720-5,1124622,1190804,66182,4.5425,1660341604.067,0.0,12.838999999999999,5.0,0.0,-1278.8999999999999
132,745592,1660341606,1.237,1.237,47.891,1280x720-5,1124622,1190802,66180,4.5425,1660341607.027,0.0,1.509999999999998,5.0,0.0,-145.9999999999998
144,747742,1660341609,1.791,1.791,48.597,1280x720-5,1124622,1190801,66179,4.5425,1660341609.102,0.0,0.7060000000000031,5.0,0.0,-65.6000000000003
170,750219,1660341611,1.315,1.315,48.597,1280x720-10,2555915,2565102,9187,9.7767,1660341611.615,5.2341999999999995,0.0,10.0,5.0,5.0
182,752523,1660341613,1.337,1.337,48.849,1280x720-5,1124622,1191654,67032,4.5425,1660341613.949,5.2341999999999995,0.25199999999999534,5.0,5.0,-25.199999999999534
194,754471,1660341615,1.392,1.392,48.849,1280x720-5,1124622,1190806,66184,4.5426,1660341615.907,9.999999999976694e-05,0.0,5.0,0.0,5.0
206,755462,1660341616,2.401,2.401,48.849,1280x720-5,1124622,1190798,66176,4.5425,1660341616.991,9.999999999976694e-05,0.0,5.0,0.0,5.0
323,766162,1660341627,0.374,0.374,55.445,1280x720-50,11859141,11890440,31299,45.3149,1660341627.56,40.772400000000005,6.596000000000004,50.0,45.0,-654.6000000000004
335,766886,1660341628,2.376,2.376,56.152,1280x720-5,1124622,1191654,67032,4.5425,1660341628.268,40.772400000000005,0.7070000000000007,5.0,45.0,-110.70000000000007
452,772288,1660341633,1.079,1.079,58.22,1280x720-50,11859141,11890433,31292,45.3148,1660341633.633,40.7723,2.067999999999998,50.0,45.0,-201.79999999999978
464,774214,1660341635,1.893,1.893,58.975,1280x720-5,1124622,1191657,67035,4.5425,1660341636.327,40.7723,0.7550000000000026,5.0,45.0,-115.50000000000026
488,777776,1660341639,1.045,1.045,59.632,1280x720-10,2351443,2380413,28970,9.0728,1660341639.148,4.5303,0.6569999999999965,10.0,5.0,-60.69999999999965
500,779452,1660341640,2.419,2.419,60.641,1280x720-5,1124622,1191648,67026,4.5425,1660341640.909,4.5303,1.0090000000000003,5.0,5.0,-100.90000000000003
617,789764,1660341651,0.59,0.590,67.032,1280x720-50,11859141,11890467,31326,45.3147,1660341651.168,40.7722,6.390999999999998,50.0,45.0,-634.0999999999998
629,790556,1660341651,2.592,2.592,67.836,1280x720-5,1124622,1191654,67032,4.5425,1660341651.96,40.7722,0.804000000000002,5.0,45.0,-120.4000000000002
746,795290,1660341656,0.656,0.656,68.591,1280x720-50,11859141,11890444,31303,45.3149,1660341656.656,40.772400000000005,0.7549999999999955,50.0,45.0,-70.49999999999955
758,795776,1660341657,2.658,2.658,69.044,1280x720-5,1124622,1191654,67032,4.5425,1660341657.135,40.772400000000005,0.45300000000000296,5.0,45.0,-85.3000000000003
875,801428,1660341662,0.986,0.986,71.009,1280x720-50,11859141,11890467,31326,45.3147,1660341662.824,40.7722,1.9650000000000034,50.0,45.0,-191.50000000000034
887,802694,1660341664,2.201,2.201,71.512,1280x720-5,1124622,1191653,67031,4.5425,1660341664.09,40.7722,0.5030000000000001,5.0,45.0,-90.30000000000001
911,804113,1660341665,2.783,2.783,71.512,1280x720-10,2351443,2380426,28983,9.0729,1660341665.463,4.5304,0.0,10.0,5.0,5.0
1028,811385,1660341672,1.536,1.536,75.489,1280x720-50,11859141,11890458,31317,45.3148,1660341672.733,36.2419,3.977000000000004,50.0,40.0,-387.7000000000004
1052,812365,1660341673,2.552,2.552,75.489,1280x720-10,2351443,2380430,28987,9.0729,1660341673.711,36.2419,0.0,10.0,40.0,-30.0
1169,814765,1660341676,2.155,2.155,75.489,1280x720-50,11859141,11890479,31338,45.3148,1660341676.127,36.2419,0.0,50.0,40.0,10.0
1193,815362,1660341676,3.558,3.558,75.489,1280x720-10,2351443,2380428,28985,9.0729,1660341676.724,36.2419,0.0,10.0,40.0,-30.0
1426,823569,1660341684,0.986,0.986,79.111,1280x720-100,23717937,23777999,60062,90.6169,1660341684.959,81.544,3.622,100.0,90.0,-352.2
1438,823995,1660341685,2.988,2.988,79.512,1280x720-5,1124622,1191658,67036,4.5426,1660341685.426,86.0743,0.40099999999999625,5.0,95.0,-130.09999999999962
1555,827309,1660341688,2.232,2.232,80.065,1280x720-50,11859141,11890493,31352,45.3148,1660341688.658,40.7722,0.5529999999999973,50.0,45.0,-50.29999999999973
1579,827931,1660341689,3.616,3.616,80.065,1280x720-10,2351443,2380418,28975,9.0729,1660341689.293,36.2419,0.0,10.0,40.0,-30.0
1812,833889,1660341695,0.75,0.750,81.075,1280x720-100,23717937,23778000,60063,90.6169,1660341695.258,81.544,1.0100000000000051,100.0,90.0,-91.00000000000051
1824,834917,1660341696,2.752,2.752,82.134,1280x720-5,1124622,1191661,67039,4.5426,1660341696.317,86.0743,1.0589999999999975,5.0,95.0,-195.89999999999975
1941,842229,1660341703,0.957,0.957,85.607,1280x720-50,11859141,11890495,31354,45.3148,1660341703.579,40.7722,3.472999999999999,50.0,45.0,-342.2999999999999
1953,842870,1660341704,2.594,2.594,85.858,1280x720-5,1124622,1191654,67032,4.5425,1660341704.282,40.7723,0.2510000000000048,5.0,45.0,-65.10000000000048
2070,849365,1660341710,0.429,0.429,88.172,1280x720-50,11859141,11890493,31352,45.3148,1660341710.868,40.7723,2.313999999999993,50.0,45.0,-226.3999999999993
2082,851480,1660341712,1.356,1.356,89.178,1280x720-5,1124622,1191653,67031,4.5426,1660341713.037,40.7722,1.0060000000000002,5.0,45.0,-140.60000000000002
2094,853932,1660341715,1.705,1.705,89.936,1280x720-5,1124622,1190805,66183,4.5426,1660341715.335,0.0,0.7580000000000098,5.0,0.0,-70.80000000000098
2118,856262,1660341717,1.384,1.384,89.936,1280x720-10,2351443,2380410,28967,9.0728,1660341717.616,4.530200000000001,0.0,10.0,5.0,5.0
2130,857054,1660341718,2.592,2.592,89.936,1280x720-5,1124622,1191656,67034,4.5426,1660341718.433,4.530200000000001,0.0,5.0,5.0,0.0
2247,868661,1660341730,0.737,0.737,97.585,1280x720-50,11859141,11890493,31352,45.3147,1660341730.005,40.7721,7.648999999999987,50.0,45.0,-759.8999999999987
2259,869259,1660341730,2.739,2.739,98.137,1280x720-5,1124622,1191646,67024,4.5425,1660341730.603,40.7722,0.5520000000000067,5.0,45.0,-95.20000000000067
2376,873873,1660341735,0.544,0.544,98.59,1280x720-50,11859141,11890494,31353,45.3148,1660341735.257,40.7723,0.45300000000000296,50.0,45.0,-40.300000000000296
2388,874475,1660341735,2.535,2.535,99.143,1280x720-5,1124622,1191658,67036,4.5426,1660341735.859,40.7722,0.5529999999999973,5.0,45.0,-95.29999999999973
2505,878397,1660341739,1.152,1.152,99.647,1280x720-50,11859141,11890494,31353,45.3148,1660341739.747,40.7722,0.5040000000000049,50.0,45.0,-45.40000000000049
2517,878884,1660341740,2.669,2.669,99.647,1280x720-5,1124622,1191665,67043,4.5426,1660341740.228,40.7722,0.0,5.0,45.0,-40.0
2634,883018,1660341744,0.539,0.539,99.647,1280x720-50,11859141,11890473,31332,45.3148,1660341744.396,40.7722,0.0,50.0,45.0,5.0
2646,883674,1660341745,2.468,2.468,100.152,1280x720-5,1124622,1191661,67039,4.5426,1660341745.018,40.7722,0.5049999999999955,5.0,45.0,-90.49999999999955
