,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,773255,1660575754,2.002,2.002,1.911,1280x720-5,1124688,1191650,66962,4.5425,1660575754.766,0.0,0.0,5.0,0.0,5.0
35,774788,1660575756,2.758,2.758,2.213,1280x720-10,2351466,2380435,28969,9.0729,1660575756.294,4.5304,0.30200000000000005,10.0,5.0,-25.200000000000003
152,789262,1660575770,0.355,0.355,12.238,1280x720-50,11859257,11890482,31225,45.3148,1660575779.705,36.2419,10.024999999999999,50.0,40.0,-992.4999999999999
164,790032,1660575771,2.357,2.357,12.992,1280x720-5,1124633,1191657,67024,4.5424,1660575771.534,40.7724,0.7540000000000013,5.0,45.0,-115.40000000000013
281,796224,1660575777,1.377,1.377,16.164,1280x720-50,11859257,11890466,31209,45.3147,1660575777.76,40.7723,3.1720000000000006,50.0,45.0,-312.20000000000005
293,796598,1660575778,3.379,3.379,16.517,1280x720-5,1124633,1191662,67029,4.5426,1660575778.101,40.7721,0.352999999999998,5.0,45.0,-75.2999999999998
526,801056,1660575782,0.986,0.986,16.617,1280x720-100,23717937,23777999,60062,90.6169,1660575782.561,86.0743,0.10000000000000142,100.0,95.0,-5.000000000000142
538,801435,1660575782,2.612,2.612,16.617,1280x720-5,1124622,1191647,67025,4.5425,1660575782.94,86.0744,0.0,5.0,95.0,-90.0
660,803849,1660575785,2.328,2.328,16.719,1280x720-50,12370306,12467649,97343,47.5145,1660575785.354,42.971999999999994,0.10200000000000031,50.0,45.0,-5.200000000000031
777,806265,1660575787,1.913,1.913,16.719,1280x720-50,11859141,11889575,30434,45.3147,1660575787.788,2.199799999999996,0.0,50.0,0.0,50.0
801,806918,1660575788,3.265,3.265,16.719,1280x720-10,2351443,2380427,28984,9.0729,1660575788.434,36.2418,0.0,10.0,40.0,-30.0
931,809506,1660575791,2.678,2.678,16.719,1280x720-50,13188299,13201705,13406,50.312,1660575791.042,41.23909999999999,0.0,50.0,40.0,10.0
1048,811222,1660575792,2.967,2.967,16.719,1280x720-50,11859141,11889608,30467,45.3149,1660575792.734,4.997099999999996,0.0,50.0,0.0,50.0
1165,819823,1660575801,0.523,0.523,20.847,1280x720-50,11859141,11889617,30476,45.3148,1660575801.322,0.00010000000000331966,4.128,50.0,0.0,-362.8
1177,821954,1660575803,1.186,1.186,21.601,1280x720-5,1124622,1191651,67029,4.5425,1660575803.776,40.7723,0.7539999999999978,5.0,45.0,-115.39999999999978
1189,822642,1660575804,2.505,2.505,21.601,1280x720-5,1124622,1190802,66180,4.5425,1660575804.172,0.0,0.0,5.0,0.0,5.0
1306,825769,1660575807,1.374,1.374,21.601,1280x720-50,11859141,11890456,31315,45.3149,1660575808.596,40.772400000000005,0.0,50.0,45.0,5.0
1318,826147,1660575807,3.004,3.004,21.601,1280x720-5,1124622,1191649,67027,4.5425,1660575808.974,40.772400000000005,0.0,5.0,45.0,-40.0
1435,827946,1660575809,3.203,3.203,21.601,1280x720-50,11859141,11890443,31302,45.3148,1660575809.47,40.7723,0.0,50.0,45.0,5.0
1552,829923,1660575811,3.231,3.231,21.601,1280x720-50,11859141,11889581,30440,45.3149,1660575811.454,0.00010000000000331966,0.0,50.0,0.0,50.0
1669,839892,1660575821,1.133,1.133,27.443,1280x720-50,11859141,11889574,30433,45.3147,1660575821.402,0.00019999999999953388,5.842000000000002,50.0,0.0,-534.2000000000003
1681,840353,1660575821,2.676,2.676,27.443,1280x720-5,1124622,1191661,67039,4.5426,1660575821.863,40.7721,0.0,5.0,45.0,-40.0
1798,844389,1660575825,0.837,0.837,27.594,1280x720-50,11859141,11890465,31324,45.3149,1660575825.891,40.7723,0.1509999999999998,50.0,45.0,-10.09999999999998
1810,844649,1660575826,2.839,2.839,27.847,1280x720-5,1124622,1191652,67030,4.5425,1660575826.156,40.772400000000005,0.2530000000000001,5.0,45.0,-65.30000000000001
