,local_time,unixtimestamp,videoBuffer,audioBuffer,cumRebuffer,format_vid,byteOffset,totalByteLength,byteLength,ssim,mod_timestamp,ssim_diff,cumRebuffer_diff,New_Bitrate,New_Bitrate_diff,qoe
11,6476591,1660432729,2.002,2.002,0.151,1280x720-5,1124688,1191650,66962,4.5425,1660432729.095,0.0,0.0,5.0,0.0,5.0
35,6476689,1660432730,4.004,4.004,0.253,1280x720-10,2351466,2380435,28969,9.0729,1660432730.002,4.5304,0.10200000000000001,10.0,5.0,-5.200000000000001
268,6479942,1660432733,2.961,2.961,0.454,1280x720-100,23718169,23777998,59829,90.6168,1660432734.053,81.5439,0.201,100.0,90.0,-10.100000000000001
385,6481324,1660432734,3.571,3.571,0.454,1280x720-50,11859257,11890426,31169,45.3149,1660432735.027,45.301899999999996,0.0,100.0,0.0,100.0
618,6483611,1660432736,3.294,3.294,0.454,1280x720-100,23718169,23777999,59830,90.6169,1660432737.057,45.302,0.0,100.0,0.0,100.0
735,6484829,1660432738,4.07,4.070,0.454,1280x720-50,11859257,11890463,31206,45.3147,1660432739.056,45.3022,0.0,100.0,0.0,100.0
968,6488110,1660432741,2.795,2.795,0.454,1280x720-100,23717937,23777999,60062,90.6169,1660432742.043,45.3022,0.0,100.0,0.0,100.0
1085,6489482,1660432742,3.428,3.428,0.454,1280x720-50,11859141,11890432,31291,45.3149,1660432743.012,45.302,0.0,100.0,0.0,100.0
1318,6491762,1660432745,3.147,3.147,0.454,1280x720-100,23717937,23777985,60048,90.6169,1660432746.048,45.302,0.0,100.0,0.0,100.0
1435,6493092,1660432746,3.818,3.818,0.454,1280x720-50,11859141,11890429,31288,45.3147,1660432747.041,45.3022,0.0,100.0,0.0,100.0
1668,6496381,1660432749,2.536,2.536,0.454,1280x720-100,23717937,23777996,60059,90.6169,1660432750.019,45.3022,0.0,100.0,0.0,100.0
1798,6496783,1660432750,4.132,4.132,0.454,1280x720-50,13188299,13201705,13406,50.312,1660432750.096,40.3049,0.0,100.0,0.0,100.0
2031,6500027,1660432753,2.887,2.887,0.454,1280x720-100,23717937,23777998,60061,90.6169,1660432754.044,40.3049,0.0,100.0,0.0,100.0
2148,6501407,1660432754,3.513,3.513,0.454,1280x720-50,11859141,11890471,31330,45.3148,1660432755.022,45.3021,0.0,100.0,0.0,100.0
2381,6503675,1660432756,3.245,3.245,0.454,1280x720-100,23717937,23777999,60062,90.6169,1660432757.044,45.3021,0.0,100.0,0.0,100.0
2498,6504925,1660432758,3.998,3.998,0.454,1280x720-50,11859141,11890440,31299,45.3149,1660432759.05,45.302,0.0,100.0,0.0,100.0
2731,6508216,1660432761,2.707,2.707,0.454,1280x720-100,23717937,23777999,60062,90.6169,1660432762.042,45.302,0.0,100.0,0.0,100.0
2848,6509591,1660432762,3.334,3.334,0.454,1280x720-50,11859141,11890433,31292,45.3148,1660432763.006,45.3021,0.0,100.0,0.0,100.0
3081,6511862,1660432765,3.068,3.068,0.454,1280x720-100,23717937,23777997,60060,90.6168,1660432766.042,45.302,0.0,100.0,0.0,100.0
3198,6513128,1660432766,3.807,3.807,0.454,1280x720-50,11859141,11890435,31294,45.3149,1660432767.036,45.301899999999996,0.0,100.0,0.0,100.0
3431,6516392,1660432769,2.541,2.541,0.454,1280x720-100,23717937,23777997,60060,90.6169,1660432770.022,45.302,0.0,100.0,0.0,100.0
3548,6516766,1660432770,4.169,4.169,0.454,1280x720-50,11859141,11890467,31326,45.3147,1660432770.078,45.3022,0.0,100.0,0.0,100.0
3781,6520033,1660432773,2.901,2.901,0.454,1280x720-100,23717937,23777999,60062,90.6169,1660432774.04,45.3022,0.0,100.0,0.0,100.0
3898,6521408,1660432774,3.534,3.534,0.454,1280x720-50,11859141,11890444,31303,45.3149,1660432775.02,45.302,0.0,100.0,0.0,100.0
4131,6523690,1660432777,3.249,3.249,0.454,1280x720-100,23717937,23777999,60062,90.6169,1660432777.002,45.302,0.0,100.0,0.0,100.0
4248,6524956,1660432778,3.987,3.987,0.454,1280x720-50,11859141,11890467,31326,45.3147,1660432779.042,45.3022,0.0,100.0,0.0,100.0
4481,6528248,1660432781,2.697,2.697,0.454,1280x720-100,23717937,23777999,60062,90.6169,1660432782.035,45.3022,0.0,100.0,0.0,100.0
4598,6529621,1660432782,3.324,3.324,0.454,1280x720-50,11859141,11890443,31302,45.3149,1660432783.005,45.302,0.0,100.0,0.0,100.0
4831,6531896,1660432785,3.058,3.058,0.454,1280x720-100,23717937,23777999,60062,90.6169,1660432786.047,45.302,0.0,100.0,0.0,100.0
4948,6533137,1660432786,3.813,3.813,0.454,1280x720-50,11859141,11890467,31326,45.3147,1660432787.033,45.3022,0.0,100.0,0.0,100.0
5181,6536399,1660432789,2.552,2.552,0.454,1280x720-100,23717937,23777998,60061,90.6169,1660432790.022,45.3022,0.0,100.0,0.0,100.0
5298,6536764,1660432790,4.189,4.189,0.454,1280x720-50,11859141,11890491,31350,45.3148,1660432790.081,45.3021,0.0,100.0,0.0,100.0
5531,6540273,1660432793,2.69,2.690,0.454,1280x720-100,23717937,23777999,60062,90.6169,1660432794.031,45.3021,0.0,100.0,0.0,100.0
5648,6541548,1660432794,3.412,3.412,0.454,1280x720-50,11859141,11890479,31338,45.3149,1660432795.01,45.302,0.0,100.0,0.0,100.0
5881,6543846,1660432797,3.112,3.112,0.454,1280x720-100,23717937,23777999,60062,90.6169,1660432798.044,45.302,0.0,100.0,0.0,100.0
5998,6545132,1660432798,3.836,3.836,0.454,1280x720-50,11859141,11890493,31352,45.3149,1660432799.032,45.302,0.0,100.0,0.0,100.0
6231,6548434,1660432801,2.534,2.534,0.454,1280x720-100,23717937,23778000,60063,90.6169,1660432802.025,45.302,0.0,100.0,0.0,100.0
6348,6548828,1660432802,4.142,4.142,0.454,1280x720-50,11859141,11890494,31353,45.3148,1660432802.146,45.3021,0.0,100.0,0.0,100.0
6581,6552068,1660432805,2.904,2.904,0.454,1280x720-100,23717937,23778000,60063,90.6169,1660432806.038,45.3021,0.0,100.0,0.0,100.0
6698,6553419,1660432806,3.552,3.552,0.454,1280x720-50,11859141,11890494,31353,45.3148,1660432807.023,45.3021,0.0,100.0,0.0,100.0
6931,6555726,1660432809,3.251,3.251,0.454,1280x720-100,23717937,23777999,60062,90.6169,1660432809.038,45.3021,0.0,100.0,0.0,100.0
7048,6556978,1660432810,3.997,3.997,0.454,1280x720-50,11859141,11890494,31353,45.3148,1660432811.043,45.3021,0.0,100.0,0.0,100.0
7281,6560281,1660432813,2.699,2.699,0.454,1280x720-100,23717937,23778000,60063,90.6169,1660432814.033,45.3021,0.0,100.0,0.0,100.0
7398,6560608,1660432813,4.369,4.369,0.454,1280x720-50,11859141,11890493,31352,45.3148,1660432814.36,45.3021,0.0,100.0,0.0,100.0
7631,6563808,1660432817,3.178,3.178,0.454,1280x720-100,23717937,23778000,60063,90.6169,1660432818.041,45.3021,0.0,100.0,0.0,100.0
7748,6565104,1660432818,3.885,3.885,0.454,1280x720-50,11859141,11890493,31352,45.3147,1660432819.048,45.3022,0.0,100.0,0.0,100.0
7981,6568382,1660432821,2.6,2.600,0.454,1280x720-100,23717937,23778000,60063,90.6169,1660432822.02,45.3022,0.0,100.0,0.0,100.0
8098,6568762,1660432822,4.227,4.227,0.454,1280x720-50,11859141,11890494,31353,45.3148,1660432822.08,45.3021,0.0,100.0,0.0,100.0
8331,6572034,1660432825,2.959,2.959,0.454,1280x720-100,23717937,23778000,60063,90.6169,1660432826.044,45.3021,0.0,100.0,0.0,100.0
