1660101499520
PING 54.176.53.206 (54.176.53.206) 38(66) bytes of data.
46 bytes from 54.176.53.206: icmp_seq=1 ttl=44 time=125 ms
46 bytes from 54.176.53.206: icmp_seq=2 ttl=44 time=204 ms
46 bytes from 54.176.53.206: icmp_seq=3 ttl=44 time=120 ms
46 bytes from 54.176.53.206: icmp_seq=4 ttl=44 time=160 ms
46 bytes from 54.176.53.206: icmp_seq=5 ttl=44 time=159 ms
46 bytes from 54.176.53.206: icmp_seq=6 ttl=44 time=130 ms
46 bytes from 54.176.53.206: icmp_seq=7 ttl=44 time=158 ms
46 bytes from 54.176.53.206: icmp_seq=8 ttl=44 time=165 ms
46 bytes from 54.176.53.206: icmp_seq=9 ttl=44 time=128 ms
46 bytes from 54.176.53.206: icmp_seq=10 ttl=44 time=353 ms
46 bytes from 54.176.53.206: icmp_seq=13 ttl=44 time=99.1 ms
46 bytes from 54.176.53.206: icmp_seq=14 ttl=44 time=86.3 ms
46 bytes from 54.176.53.206: icmp_seq=15 ttl=44 time=103 ms
46 bytes from 54.176.53.206: icmp_seq=16 ttl=44 time=102 ms
46 bytes from 54.176.53.206: icmp_seq=17 ttl=44 time=101 ms
46 bytes from 54.176.53.206: icmp_seq=18 ttl=44 time=100 ms
46 bytes from 54.176.53.206: icmp_seq=19 ttl=44 time=100 ms
46 bytes from 54.176.53.206: icmp_seq=20 ttl=44 time=100 ms
46 bytes from 54.176.53.206: icmp_seq=21 ttl=44 time=99.5 ms
46 bytes from 54.176.53.206: icmp_seq=22 ttl=44 time=139 ms
46 bytes from 54.176.53.206: icmp_seq=23 ttl=44 time=98.7 ms
46 bytes from 54.176.53.206: icmp_seq=24 ttl=44 time=78.9 ms
46 bytes from 54.176.53.206: icmp_seq=25 ttl=44 time=97.7 ms
46 bytes from 54.176.53.206: icmp_seq=26 ttl=44 time=136 ms
46 bytes from 54.176.53.206: icmp_seq=27 ttl=44 time=97.8 ms
46 bytes from 54.176.53.206: icmp_seq=28 ttl=44 time=95.7 ms
46 bytes from 54.176.53.206: icmp_seq=29 ttl=44 time=96.0 ms
46 bytes from 54.176.53.206: icmp_seq=30 ttl=44 time=135 ms
46 bytes from 54.176.53.206: icmp_seq=31 ttl=44 time=85.3 ms
46 bytes from 54.176.53.206: icmp_seq=32 ttl=44 time=78.3 ms
46 bytes from 54.176.53.206: icmp_seq=33 ttl=44 time=112 ms
46 bytes from 54.176.53.206: icmp_seq=34 ttl=44 time=113 ms
46 bytes from 54.176.53.206: icmp_seq=35 ttl=44 time=77.5 ms
46 bytes from 54.176.53.206: icmp_seq=36 ttl=44 time=76.2 ms
46 bytes from 54.176.53.206: icmp_seq=37 ttl=44 time=75.7 ms
46 bytes from 54.176.53.206: icmp_seq=38 ttl=44 time=74.5 ms
46 bytes from 54.176.53.206: icmp_seq=39 ttl=44 time=75.3 ms
46 bytes from 54.176.53.206: icmp_seq=40 ttl=44 time=74.2 ms
46 bytes from 54.176.53.206: icmp_seq=41 ttl=44 time=73.4 ms
46 bytes from 54.176.53.206: icmp_seq=42 ttl=44 time=108 ms
46 bytes from 54.176.53.206: icmp_seq=43 ttl=44 time=106 ms
46 bytes from 54.176.53.206: icmp_seq=44 ttl=44 time=148 ms
46 bytes from 54.176.53.206: icmp_seq=45 ttl=44 time=80.8 ms
46 bytes from 54.176.53.206: icmp_seq=46 ttl=44 time=146 ms
46 bytes from 54.176.53.206: icmp_seq=47 ttl=44 time=105 ms
46 bytes from 54.176.53.206: icmp_seq=48 ttl=44 time=144 ms
46 bytes from 54.176.53.206: icmp_seq=49 ttl=44 time=104 ms
46 bytes from 54.176.53.206: icmp_seq=50 ttl=44 time=144 ms
46 bytes from 54.176.53.206: icmp_seq=51 ttl=44 time=104 ms
46 bytes from 54.176.53.206: icmp_seq=52 ttl=44 time=93.8 ms
46 bytes from 54.176.53.206: icmp_seq=53 ttl=44 time=103 ms
46 bytes from 54.176.53.206: icmp_seq=54 ttl=44 time=143 ms
46 bytes from 54.176.53.206: icmp_seq=55 ttl=44 time=102 ms
46 bytes from 54.176.53.206: icmp_seq=56 ttl=44 time=142 ms
46 bytes from 54.176.53.206: icmp_seq=57 ttl=44 time=106 ms
46 bytes from 54.176.53.206: icmp_seq=58 ttl=44 time=101 ms
46 bytes from 54.176.53.206: icmp_seq=59 ttl=44 time=102 ms
46 bytes from 54.176.53.206: icmp_seq=60 ttl=44 time=101 ms
46 bytes from 54.176.53.206: icmp_seq=61 ttl=44 time=100 ms
46 bytes from 54.176.53.206: icmp_seq=62 ttl=44 time=99.1 ms
46 bytes from 54.176.53.206: icmp_seq=63 ttl=44 time=98.4 ms
46 bytes from 54.176.53.206: icmp_seq=64 ttl=44 time=98.5 ms
46 bytes from 54.176.53.206: icmp_seq=65 ttl=44 time=97.5 ms
46 bytes from 54.176.53.206: icmp_seq=66 ttl=44 time=96.5 ms
46 bytes from 54.176.53.206: icmp_seq=67 ttl=44 time=96.2 ms
46 bytes from 54.176.53.206: icmp_seq=68 ttl=44 time=135 ms
46 bytes from 54.176.53.206: icmp_seq=69 ttl=44 time=96.5 ms
46 bytes from 54.176.53.206: icmp_seq=70 ttl=44 time=135 ms
46 bytes from 54.176.53.206: icmp_seq=71 ttl=44 time=95.5 ms
46 bytes from 54.176.53.206: icmp_seq=72 ttl=44 time=134 ms
46 bytes from 54.176.53.206: icmp_seq=73 ttl=44 time=173 ms
46 bytes from 54.176.53.206: icmp_seq=74 ttl=44 time=134 ms
46 bytes from 54.176.53.206: icmp_seq=75 ttl=44 time=93.1 ms
46 bytes from 54.176.53.206: icmp_seq=76 ttl=44 time=76.2 ms
