,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell DL MCS0,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PDSCH BLER[%],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,,,41.868191,-88.578789,,1660354372.0
1,,,0.0,,,,,,,,,,,,,,,10.0,1150.0,489.0,-92.0,,,,,,41.868191,-88.578789,,1660354372.2
2,,,,,,,,,,,,,,,,,,,,,,,,,,,41.868191,-88.578789,,1660354372.257441
3,,,0.0,,626.45,717.0,-112.84,,,,,,,,,,,10.0,1150.0,489.0,-91.79,,,,,,41.868191,-88.578789,,1660354372.3
4,,,0.0,,,,,,,,,,,,,5.0,,10.0,1150.0,489.0,-92.13,0.0,,,,,41.868191,-88.578789,,1660354372.4
5,,,0.0,,626.45,717.0,-113.46,,,,,,,,,,,,,,,,,,,,41.868191,-88.578789,0.0,1660354372.5
6,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,41.868191,-88.578789,,1660354372.6
7,,,0.0,,626.45,717.0,-114.05,,,,,,,,,,,10.0,1150.0,489.0,-102.56,,,,,,41.868191,-88.578789,,1660354372.7
8,,,0.0,,626.45,717.0,-113.87,,,,,,,,,,,,,,,,,,,,41.868179,-88.578743,,1660354372.8
9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,41.868172,-88.578705,,1660354372.9
10,,,0.0,,626.45,717.0,-114.11,,,,,,,,,,,10.0,1150.0,489.0,-91.81,,,,,,41.86816,-88.578659,0.0,1660354373.0
11,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,41.868153,-88.578621,,1660354373.1
12,,,0.0,,626.45,717.0,-113.14,,,,,,,,,,,,,,,,,,,,41.868141,-88.578583,,1660354373.2
13,,,0.0,,626.45,717.0,-112.86,,,,,,,,,,,10.0,1150.0,489.0,-90.63,,,,,,41.86813,-88.578537,,1660354373.3
14,,,0.0,,626.45,717.0,-112.69,,,,,,,,,,,,,,,,,,,,41.868111,-88.578453,0.0,1660354373.5
15,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,41.868103,-88.578415,,1660354373.6
16,,,0.0,,626.45,717.0,-112.27,,,,,,,,,,,10.0,1150.0,489.0,-91.06,,,,,,41.868092,-88.578369,,1660354373.7
17,,0.0,0.0,,626.45,717.0,-112.73,,,,,,,,,,0.001,10.0,1150.0,489.0,-92.0,,,,,,41.868065,-88.578239,0.0,1660354374.0
18,0.0,,0.004,,,,,,,,,,,,,,,,,,,,,,,,41.868053,-88.578201,,1660354374.1
19,,,0.0,,,,,,,,,,,,,,,10.0,1150.0,489.0,-97.5,,,,,,41.868046,-88.578156,,1660354374.2
20,,,0.0,,626.45,717.0,-112.41,,,,,,,,,,,10.0,1150.0,489.0,-93.99,,,,,,41.868038,-88.578117,,1660354374.3
21,,,0.0,,,,,,,,,,,,,,,10.0,1150.0,489.0,-94.75,,,,,,41.868027,-88.578079,,1660354374.4
22,0.0,3.0,0.026,,626.45,717.0,-112.0,,,,,,,,,0.0,,10.0,1150.0,489.0,-95.65,0.0,,,,,41.868019,-88.578033,0.003,1660354374.5
