,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell DL MCS0,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PDSCH BLER[%],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,,,42.22678,-71.636871,,1660601429.0
1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,42.22678,-71.636871,,1660601429.4
2,,,,,,,,,,,,,,,,,,,,,,,,,,,42.22678,-71.636871,,1660601429.406859
3,,,0.0,,,,,,,,,,,,,,,10.0,66786.0,219.0,-99.13,,,,,,42.22678,-71.636871,,1660601429.5
4,,,0.0,,627.75,102.0,-80.17,,,,,,,,,0.0,,10.0,66786.0,219.0,-96.88,0.0,,,,,42.22678,-71.636871,,1660601429.6
5,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,42.22678,-71.636871,,1660601429.7
6,,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,42.22678,-71.636871,0.0,1660601429.8
7,0.0,,0.126,,627.75,102.0,-80.09,,,,,,,,,,,,,,,,,,,,42.226776,-71.636833,,1660601429.9
8,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,42.226772,-71.636795,,1660601430.0
9,,,0.0,,,,,,,,,,,,,,,10.0,66786.0,219.0,-99.56,,,,,,42.226772,-71.636757,,1660601430.1
10,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,42.226765,-71.636688,0.0,1660601430.3
