,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell DL MCS0,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PDSCH BLER[%],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,,,41.34539,-95.710358,,1660332483.0
1,,,,,,,,,,,,,,,,,,15.0,1123.0,132.0,-115.59,,,,,,41.34539,-95.710358,,1660332483.4
2,,,,,,,,,,,,,,,,,,,,,,,,,,,41.34539,-95.710358,,1660332483.472361
3,,,0.0,,631.35,510.0,-106.69,,,,,,,,,1.0,,15.0,1123.0,132.0,-110.83,0.0,,,,,41.34539,-95.710358,,1660332483.5
4,,,0.0,,,,,,,,,,,,,,,15.0,1123.0,132.0,-111.2,,,,,,41.34539,-95.710358,,1660332483.6
5,,,0.0,,631.35,510.0,-106.58,,,,,,,,,,,15.0,1123.0,132.0,-114.43,,,,,,41.34539,-95.710358,0.0,1660332483.7
6,,,0.0,,,,,,,,,,,,,,,15.0,1123.0,132.0,-113.84,,,,,,41.34539,-95.710358,,1660332483.8
7,,,0.0,,,,,,,,,,,,,,,15.0,1123.0,132.0,-113.19,,,,,,41.34539,-95.710358,,1660332483.9
8,,,0.0,,631.35,510.0,-104.78,,,,,,,,,,,15.0,1123.0,132.0,-113.23,,,,,,41.34539,-95.710358,,1660332484.0
9,,,,,,,,,,,,,,,,,,15.0,1123.0,132.0,-112.83,,,,,,41.34539,-95.710358,,1660332484.1
10,,,0.0,,631.35,510.0,-104.45,,,,,,,,,,,15.0,1123.0,132.0,-113.74,,,,,,41.34539,-95.710358,0.0,1660332484.2
11,,,0.0,,,,,,,,,,,,,,,15.0,1123.0,132.0,-113.89,,,,,,41.345398,-95.71032,,1660332484.3
12,,,0.0,,,,,,,,,,,,,,,15.0,1123.0,132.0,-113.69,,,,,,41.345409,-95.710281,,1660332484.4
13,,,0.0,,631.35,510.0,-104.46,,,,,,,,,,,15.0,1123.0,132.0,-112.79,,,,,,41.345417,-95.710236,,1660332484.5
