,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell DL MCS0,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PDSCH BLER[%],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,2.289,,,,,,0.409,,,,42.153858,-72.630074,,1660598659.0
1,,,,,,,,,,,,,,,,,,,,,,,,,,,42.153858,-72.630074,,1660598659.298565
2,11.32,15.63,76.617,,2600.55,817.0,-97.77,37.779,,,,,,,,10.2,,10.0,66786.0,351.0,-85.1,0.0,,,,,42.153858,-72.630074,81.014,1660598659.3
3,9.23,10.72,61.287,,2600.55,817.0,-92.23,36.229,,,,,,,,11.45,,10.0,66786.0,351.0,-85.29,32.61,,,,,42.153858,-72.630035,,1660598659.4
4,7.41,11.35,75.993,,,,,37.613,,,,,,,,13.62,,10.0,66786.0,351.0,-85.38,12.2,,,,,42.153862,-72.630005,,1660598659.5
5,15.15,9.95,76.395,,2600.55,817.0,-90.1,42.226,,,,,,,,,,10.0,66786.0,351.0,-89.88,,,,,,42.153862,-72.629967,,1660598659.6
6,5.88,11.55,60.338,,,,,30.031,,,,,,,,,,10.0,66786.0,351.0,-92.84,,,,,,42.153862,-72.629936,,1660598659.7
7,7.81,14.11,79.81,,2600.55,817.0,-88.87,34.279,,,,,,,,13.1,,10.0,66786.0,351.0,-92.58,11.11,,,,,42.153862,-72.629898,98.706,1660598659.8
8,6.12,12.82,55.682,,2600.55,817.0,-89.05,27.802,,,,,,,,14.0,,10.0,66786.0,351.0,-91.12,33.33,,,,,42.153866,-72.629868,,1660598659.9
9,13.1,10.37,68.054,,,,,39.322,,,,,,,,14.29,3.358,10.0,66786.0,351.0,-88.92,6.82,,,,,42.153866,-72.629837,,1660598660.0
10,11.11,10.75,58.72,,2600.55,817.0,-88.52,31.705,,,,,,,,13.0,,10.0,66786.0,351.0,-86.29,35.0,,,,,42.153866,-72.629799,,1660598660.1
11,4.48,11.88,75.588,,2600.55,817.0,-87.7,37.172,,,,,,,,12.55,,10.0,66786.0,351.0,-86.9,10.0,,,,,42.15387,-72.629768,,1660598660.2
12,4.29,12.41,76.729,,,,,36.285,,,,,,,,,,10.0,66786.0,351.0,-86.88,,,,,,42.15387,-72.62973,89.042,1660598660.3
13,12.07,14.55,72.889,,2600.55,817.0,-84.87,36.322,,,,,,,,,,10.0,66786.0,351.0,-89.87,,,,,,42.15387,-72.629692,,1660598660.4
14,16.18,12.88,64.105,,,,,43.378,,,,,,,,13.66,,10.0,66786.0,351.0,-89.31,28.0,,,,,42.153873,-72.629662,,1660598660.5
15,5.45,23.59,77.297,,2600.55,817.0,-84.01,33.936,,,,,,,,,,10.0,66786.0,351.0,-85.62,,,,,,42.153873,-72.629623,,1660598660.6
16,25.86,18.34,75.154,,2600.55,817.0,-83.27,37.0,,,,,,,,,,10.0,66786.0,351.0,-88.31,,,,,,42.153873,-72.629585,,1660598660.7
17,23.94,9.02,60.68,,,,,53.686,,,,,,,,11.75,,10.0,66786.0,351.0,-90.32,10.26,,,,,42.153877,-72.629547,97.503,1660598660.8
18,10.53,20.91,43.269,,2600.55,817.0,-84.12,26.129,,,,,,,,11.75,,10.0,66786.0,351.0,-91.16,9.3,,,,,42.153877,-72.629517,,1660598660.9
19,38.33,19.72,62.581,,,,,30.281,,,,,,,,11.07,9.936,10.0,66786.0,351.0,-96.2,25.0,1.677,,,,42.153877,-72.629478,,1660598661.0
20,46.55,12.94,39.956,,2600.55,817.0,-87.08,35.55,,,,,,,,5.33,,10.0,66786.0,351.0,-99.88,12.5,,,,,42.153877,-72.62944,,1660598661.1
21,93.83,11.08,1.013,,2600.55,817.0,-92.4,6.682,,,,,,,,,,10.0,66786.0,351.0,-101.6,,,,,,42.153881,-72.62941,,1660598661.2
22,84.91,11.33,3.41,,,,,9.398,,,,,,,,,,10.0,66786.0,351.0,-101.75,,,,,,42.153881,-72.629372,51.792,1660598661.3
23,0.0,16.4,1.683,,2600.55,817.0,-99.96,0.0,,,,,,,,9.32,,,,,,19.67,,,,,42.153881,-72.629333,,1660598661.4
24,,,,,,,,,,,,,,,eventA6,,,,,,,,,,,,42.153881,-72.629311,,1660598661.45526
25,0.0,15.0,1.44,,2600.55,817.0,-92.45,0.0,,,,,,,,11.53,,10.0,66786.0,351.0,-90.05,21.74,,,,,42.153881,-72.629295,,1660598661.5
26,0.0,18.11,16.735,,,,,8.729,,,,,,,,16.76,,10.0,66786.0,351.0,-90.61,45.76,,,,,42.153881,-72.629257,,1660598661.6
27,5.26,19.67,25.924,,2600.55,817.0,-86.52,11.268,,,,,,,,17.18,,10.0,66786.0,351.0,-90.82,35.0,,,,,42.153881,-72.629219,,1660598661.7
28,0.0,19.52,42.832,,2600.55,817.0,-84.29,20.198,,,,,,,,15.8,,10.0,66786.0,351.0,-89.79,54.76,,,,,42.153881,-72.629181,39.852,1660598661.8
29,12.5,19.53,62.262,,,,,22.707,,,,,,,,14.6,,10.0,66786.0,351.0,-89.28,50.0,,,,,42.153881,-72.62915,,1660598661.9
30,11.67,17.47,44.62,,2600.55,817.0,-84.01,20.64,,,,,,,,15.0,4.403,10.0,66786.0,351.0,-89.23,25.93,0.32,,,,42.153881,-72.629112,,1660598662.0
