,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell DL MCS0,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PDSCH BLER[%],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,,,41.23193,-95.857918,,1660280279.0
1,,,0.0,,2635.35,537.0,-74.06,,,,,,,,,,,,,,,,,,,,41.23193,-95.857918,0.0,1660280279.6
2,,,,,,,,,,,,,,,,,,,,,,,,,,,41.23193,-95.857918,,1660280279.639336
3,,,0.0,,,,,,,,,,,,,,,10.0,66786.0,444.0,-74.31,,,,,,41.23193,-95.857918,,1660280279.7
4,,,0.0,,2635.35,537.0,-73.33,,,,,,,,,,,,,,,,,,,,41.23193,-95.857918,,1660280279.8
5,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,41.23193,-95.857918,,1660280279.9
6,,,0.0,,2635.35,537.0,-72.75,,,,,,,,,,,10.0,66786.0,444.0,-76.81,,,,,,41.23193,-95.857918,,1660280280.0
7,,,0.0,,2635.35,537.0,-72.63,,,,,,,,,,,,,,,,,,,,41.23193,-95.857918,0.0,1660280280.1
8,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,41.231926,-95.857887,,1660280280.2
9,,,0.0,,2635.35,537.0,-72.2,,,,,,,,,,,10.0,66786.0,444.0,-76.25,,,,,,41.231926,-95.857864,,1660280280.3
10,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,41.231922,-95.857834,,1660280280.4
