,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell DL MCS0,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PDSCH BLER[%],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,3.752,,,,,,,,,,40.715481,-111.831512,,1660165857.0
1,,,,,,,,,,,,,,,,8.29,,15.0,675.0,17.0,-108.13,13.04,,,,,40.715481,-111.831512,,1660165857.9
2,,,,,,,,,,,,,,,,,,,,,,,,,,,40.715481,-111.831512,,1660165857.973433
3,,,,,,,,,,,,,,,,6.52,1.141,15.0,675.0,17.0,-108.33,9.38,,,,,40.715481,-111.831512,2.275,1660165858.0
4,,,,,,,,,,,,,,,,7.0,,15.0,675.0,17.0,-109.59,34.78,,,,,40.715481,-111.831512,,1660165858.1
5,,,,,,,,,,,,,,,,6.8,,15.0,675.0,17.0,-108.99,34.78,,,,,40.715481,-111.831512,,1660165858.2
6,,,,,,,,,,,,,,,,5.23,,15.0,675.0,17.0,-109.14,3.45,,,,,40.715481,-111.831512,,1660165858.3
7,,,,,,,,,,,,,,,,,,15.0,675.0,17.0,-108.69,,,,,,40.715481,-111.831512,,1660165858.4
8,,,,,,,,,,,,,,,,4.95,,15.0,675.0,17.0,-113.46,21.74,,,,,40.715481,-111.831512,1.31,1660165858.5
9,,,,,,,,,,,,,,,,,,15.0,675.0,17.0,-113.34,,,,,,40.715469,-111.831482,,1660165858.6
10,,,,,,,,,,,,,,,,3.95,,15.0,675.0,17.0,-108.38,45.45,,,,,40.715462,-111.831451,,1660165858.7
11,,,,,,,,,,,,,,,,5.17,,15.0,675.0,17.0,-112.79,30.23,,,,,40.71545,-111.831413,,1660165858.8
12,,,,,,,,,,,,,,,,,,15.0,675.0,17.0,-114.0,,,,,,40.715443,-111.831383,,1660165858.9
13,,,,,,,,,,,,,,,,4.43,0.153,15.0,675.0,17.0,-113.96,14.29,,,,,40.715431,-111.831352,0.595,1660165859.0
14,,,,,,,,,,,,,,,,2.89,,15.0,675.0,17.0,-114.92,66.67,,,,,40.71542,-111.831322,,1660165859.1
15,,,,,,,,,,,,,,,,,,15.0,675.0,17.0,-116.05,,,,,,40.715412,-111.831291,,1660165859.2
16,,,,,,,,,,,,,,,,0.0,,15.0,675.0,17.0,-116.42,16.67,,,,,40.715401,-111.831253,,1660165859.3
17,,,,,,,,,,,,,,,,,,15.0,675.0,17.0,-117.29,,,,,,40.715393,-111.831223,,1660165859.4
18,,,,,,,,,,,,,,,,,,15.0,675.0,17.0,-118.46,,,,,,40.715382,-111.831192,0.092,1660165859.5
19,,,,,,,,,,,,,,,,2.08,,15.0,675.0,17.0,-114.98,28.57,,,,,40.715382,-111.831192,,1660165859.6
20,,,,,,,,,,,,,,,,,,15.0,675.0,17.0,-113.96,,,,,,40.715382,-111.831192,,1660165859.7
21,,,,,,,,,,,,,,,,,,,,,,,,,,,40.715382,-111.831192,0.047,1660165860.0
22,,,,,,,,,,,,,,,,,,15.0,675.0,17.0,-118.64,,,,,,40.715382,-111.831192,,1660165860.1
23,,,,,,,,,,,,,,,,,,15.0,675.0,17.0,-118.31,,,,,,40.715382,-111.831192,,1660165860.2
24,,,,,,,,,,,,,,,,,,15.0,675.0,17.0,-117.94,,,,,,40.715382,-111.831192,,1660165860.3
25,,,,,,,,,,,,,,,,,,15.0,675.0,17.0,-116.5,,,,,,40.715382,-111.831192,0.0,1660165860.5
26,,,,,,,,,,,,,,,,,,,,,,,,,,,40.715324,-111.831001,,1660165860.8
27,,,,,,,,,,,,,,,,,3.582,10.0,66786.0,428.0,-82.4,,,,,,40.715286,-111.830872,0.0,1660165861.0
28,,,,,,,,,,,,,,,PRACH: Msg1(RA),,,,,,,,,,,,40.715271,-111.830818,,1660165861.079487
29,,,,,,,,,,,,,,,PRACH: Msg2(RAR),,,,,,,,,,,,40.715271,-111.830818,,1660165861.0795
30,,,,,,,,,,,,,,,PRACH: Msg3(UE ID),,,,,,,,,,,,40.715271,-111.830818,,1660165861.079512
