,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell DL MCS0,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PDSCH BLER[%],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,,,43.09697,-77.870277,,1660537622.795002
1,,,,,,,,,,,,,,,,,,,,,,,,,,,43.09697,-77.870277,0.0,1660537622.9
2,,,,,,,,,,,,,,,,,,,,,,,,,,,43.096977,-77.870239,,1660537623.0
3,,,,,,,,,,,,,,,,,,15.0,675.0,282.0,-91.94,,,,,,43.096985,-77.870201,,1660537623.1
4,,,,,,,,,,,,,,,,,,,,,,,,,,,43.097008,-77.870094,0.0,1660537623.4
5,,,,,,,,,,,,,,,,,,,,,,,,,,,43.09705,-77.869911,0.0,1660537623.9
6,,,,,,,,,,,,,,,,,,,,,,,,,,,43.097057,-77.869873,,1660537624.0
7,,,,,,,,,,,,,,,,,,,,,,,,,,,43.097065,-77.869843,,1660537624.1
8,,,,,,,,,,,,,,,,,,,,,,,,,,,43.097084,-77.869736,0.0,1660537624.4
9,,,,,,,,,,,,,,,,,,15.0,675.0,282.0,-93.63,,,,,,43.097103,-77.869621,,1660537624.7
10,,,,,,,,,,,,,,,,,,,,,,,,,,,43.097118,-77.869553,0.0,1660537624.9
11,,,,,,,,,,,,,,,,,0.017,,,,,,,,,,43.097126,-77.869514,,1660537625.0
12,,,,,,,,,,,,,,,,,,,,,,,,,,,43.097153,-77.86937,0.0,1660537625.4
13,,,,,,,,,,,,,,,RRC Setup Start,,,,,,,,,,,,43.097157,-77.869354,,1660537625.437419
14,,,,,,,,,,,,,,,PRACH: Msg1(RA),,,,,,,,,,,,43.09716,-77.869339,,1660537625.47317
15,,,,,,,,,,,,,,,PRACH: Msg2(RAR),,,,,,,,,,,,43.09716,-77.869331,,1660537625.492987
16,,,,,,,,,,,,,,,PRACH: Msg3(UE ID),,,,,,,,,,,,43.09716,-77.869331,,1660537625.493091
17,,,,,,,,,,,,,,,PRACH: Msg4[Pass],,,,,,,,,,,,43.09716,-77.869331,,1660537625.496568
18,,,,,,,,,,,,,,,Received RAR[True],,,,,,,,,,,,43.09716,-77.869331,,1660537625.496586
19,,,,,,,,,,,,,,,RRC Setup Success,,,,,,,,,,,,43.09716,-77.869331,,1660537625.497329
20,,,,,,,,,,,,,,,,0.4,,15.0,675.0,282.0,-88.33,0.0,,,,,43.09716,-77.869331,,1660537625.5
21,,,,,,,,,,,,,,,,,,15.0,675.0,282.0,-87.44,,,,,,43.097168,-77.869293,,1660537625.6
22,,,,,,,,,,,,,,,,,,15.0,675.0,282.0,-87.55,,,,,,43.097183,-77.869217,,1660537625.8
23,,,,,,,,,,,,,,,eventB1_NR_r15,,,,,,,,,,,,43.097187,-77.869209,,1660537625.82222
24,,,,,,,,,,,,,,,reportStrongestCells,,,,,,,,,,,,43.097187,-77.869202,,1660537625.83568
25,,,,,,,,,,,,,,,,,,,,,,,,,,,43.097191,-77.869179,0.03,1660537625.9
26,25.0,11.92,3.063,,2600.55,213.0,-86.26,3.129,,,,,,,,1.67,0.048,15.0,675.0,282.0,-88.81,0.0,,,,,43.097195,-77.869141,,1660537626.0
27,,,,,,,,,,,,,,,Handover Attempt,,,,,,,,,,,,43.097198,-77.869133,,1660537626.017588
28,,,,,,,,,,,,,,,e-RAB Failure,,,,,,,,,,,,43.097198,-77.869133,,1660537626.017588
29,28.57,14.0,1.213,,,,,0.456,,,,,,,,2.43,,15.0,675.0,282.0,-89.88,0.0,,,,,43.097202,-77.869102,,1660537626.1
30,30.77,22.25,2.472,,2600.55,213.0,-85.81,0.595,,,,,,,,,,,,,,,,,,,43.097206,-77.869064,,1660537626.2
31,30.77,13.89,2.162,,2600.55,213.0,-86.52,0.647,,,,,,,,,,,,,,,,,,,43.09721,-77.869026,,1660537626.3
32,23.08,13.56,2.116,,,,,0.595,,,,,,,,,,15.0,675.0,282.0,-88.69,,,,,,43.097214,-77.868988,1.998,1660537626.4
33,22.22,11.86,1.673,,2600.55,213.0,-87.48,0.583,,,,,,,,,,,,,,,,,,,43.097221,-77.86895,,1660537626.5
34,33.33,13.0,1.68,,,,,0.479,,,,,,,,,,,,,,,,,,,43.097225,-77.868912,,1660537626.6
35,9.09,13.7,2.03,,2600.55,213.0,-89.77,0.466,,,,,,,,,,15.0,675.0,282.0,-88.44,,,,,,43.097229,-77.868874,,1660537626.7
36,22.22,14.75,1.774,,2600.55,213.0,-91.53,0.545,,,,,,,,,,,,,,,,,,,43.097237,-77.868835,,1660537626.8
37,12.5,15.0,1.72,,,,,0.438,,,,,,,,,,,,,,,,,,,43.09724,-77.868797,0.61,1660537626.9
38,33.33,14.89,1.773,,2600.55,213.0,-91.95,0.387,,,,,,,,,,,,,,,,,,,43.097248,-77.868759,,1660537627.0
