,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell DL MCS0,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PDSCH BLER[%],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,,,42.974609,-77.199562,,1660577498.8
1,,,,,,,,,,,,,,,,,,,,,,,,,,,42.974609,-77.199562,,1660577498.810338
2,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,42.974609,-77.199562,,1660577498.9
3,,,0.0,,632.55,435.0,-97.93,,,,,,,,,,0.002,15.0,675.0,313.0,-104.56,,,,,,42.974609,-77.199562,0.0,1660577499.0
4,,,0.0,,632.55,435.0,-96.27,,,,,,,,,,,15.0,675.0,313.0,-97.44,,,,,,42.974609,-77.199562,,1660577499.2
5,33.33,17.4,0.202,,632.55,435.0,-94.29,,,,,,,,,,,15.0,675.0,313.0,-99.69,,,,,,42.974609,-77.199562,,1660577499.3
6,25.0,,0.399,,632.55,435.0,-96.47,,,,,,,,,,,15.0,675.0,313.0,-101.03,,,,,,42.974609,-77.199562,,1660577499.4
7,,,0.0,,,,,,,,,,,,,,,15.0,675.0,313.0,-102.14,,,,,,42.974609,-77.199562,0.034,1660577499.5
8,,,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,42.974617,-77.199478,,1660577499.7
9,,,0.0,,632.55,435.0,-99.34,,,,,,,,,,,,,,,,,,,,42.974617,-77.199432,,1660577499.8
10,,,0.0,,632.55,435.0,-98.48,,,,,,,,,,,,,,,,,,,,42.974621,-77.199394,,1660577499.9
11,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,42.974625,-77.199356,0.0,1660577500.0
12,,,0.0,,,,,,,,,,,,,,,15.0,675.0,313.0,-105.13,,,,,,42.974628,-77.19931,,1660577500.1
13,,,0.0,,632.55,435.0,-93.74,,,,,,,,,,,,,,,,,,,,42.974632,-77.199272,,1660577500.2
14,,,0.0,,,,,,,,,,,,,,,15.0,675.0,313.0,-100.5,,,,,,42.974632,-77.199226,,1660577500.3
15,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,42.974636,-77.199188,,1660577500.4
16,,,0.0,,632.55,435.0,-95.06,,,,,,,,,,,,,,,,,,,,42.97464,-77.199142,0.0,1660577500.5
17,,,0.0,,632.55,435.0,-94.32,,,,,,,,,,,,,,,,,,,,42.97464,-77.199097,,1660577500.6
18,,,0.0,,,,,,,,,,,,,,,15.0,675.0,313.0,-103.13,,,,,,42.974644,-77.199059,,1660577500.7
19,,,,,,,,,,,,,,,,,,,,,,,,,,,42.974644,-77.199013,,1660577500.8
20,,,0.0,,632.55,435.0,-96.06,,,,,,,,,,,15.0,675.0,313.0,-102.69,,,,,,42.974644,-77.198975,,1660577500.9
21,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,42.974648,-77.198929,0.0,1660577501.0
22,,,0.0,,632.55,435.0,-93.91,,,,,,,,,,,,,,,,,,,,42.974648,-77.198891,,1660577501.1
23,,,0.0,,,,,,,,,,,,,,,15.0,675.0,313.0,-100.06,,,,,,42.974648,-77.198807,,1660577501.3
24,,,0.0,,632.55,435.0,-91.66,,,,,,,,,,,,,,,,,,,,42.974651,-77.198769,,1660577501.4
25,,,,,,,,,,,,,,,,,,,,,,,,,,,42.974651,-77.198723,0.0,1660577501.5
26,,,0.0,,,,,,,,,,,,,,,15.0,675.0,313.0,-100.81,,,,,,42.974651,-77.198677,,1660577501.6
27,,,0.0,,632.55,435.0,-94.96,,,,,,,,,,,,,,,,,,,,42.974651,-77.198639,,1660577501.7
28,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,42.974651,-77.198593,,1660577501.8
29,,,0.0,,,,,,,,,,,,,,,15.0,675.0,313.0,-98.5,,,,,,42.974651,-77.198555,,1660577501.9
30,0.0,13.0,0.029,,632.55,435.0,-95.13,,,,,,,,,,0.0,,,,,,,,,,42.974651,-77.198517,0.0,1660577502.0
31,,,0.0,,,,,,,,,,,,,,,15.0,675.0,313.0,-97.44,,,,,,42.974651,-77.198433,,1660577502.2
32,,,0.0,,,,,,,,,,,,,,,15.0,675.0,313.0,-96.64,,,,,,42.974651,-77.198387,,1660577502.3
33,,,,,,,,,,,,,,,,,,15.0,675.0,313.0,-96.67,,,,,,42.974651,-77.198349,,1660577502.4
34,,,0.0,,632.55,435.0,-94.16,,,,,,,,,,,,,,,,,,,,42.974651,-77.198303,0.0,1660577502.5
35,,,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,42.974651,-77.198257,,1660577502.6
36,,,0.0,,632.55,435.0,-93.79,,,,,,,,,,,,,,,,,,,,42.974651,-77.198219,,1660577502.7
37,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,42.974651,-77.198174,,1660577502.8
38,100.0,23.0,0.0,,,,,,,,,,,,,,,15.0,675.0,313.0,-97.63,,,,,,42.974651,-77.198128,,1660577502.9
39,0.0,,0.119,,632.55,435.0,-95.31,,,,,,,,,,,,,,,,,,,,42.974651,-77.19809,0.0,1660577503.0
40,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,42.974651,-77.198044,,1660577503.1
41,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,42.974651,-77.197998,,1660577503.2
42,,,0.0,,,,,,,,,,,,,,,15.0,675.0,313.0,-96.63,,,,,,42.974651,-77.197952,,1660577503.3
43,,,0.0,,632.55,435.0,-96.3,,,,,,,,,,,15.0,675.0,313.0,-97.63,,,,,,42.974651,-77.197868,0.0,1660577503.5
44,,,0.0,,632.55,435.0,-94.23,,,,,,,,,,,,,,,,,,,,42.974651,-77.197823,,1660577503.6
45,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,42.974651,-77.197784,,1660577503.7
46,,,0.0,,632.55,435.0,-94.88,,,,,,,,,,,,,,,,,,,,42.974651,-77.197739,,1660577503.8
47,,,0.0,,,,,,,,,,,,,,0.0,15.0,675.0,313.0,-96.75,,,,,,42.974651,-77.197662,0.0,1660577504.0
48,,,0.0,,632.55,435.0,-94.2,,,,,,,,,,,,,,,,,,,,42.974651,-77.197617,,1660577504.1
49,,,0.0,,,,,,,,,,,,,,,15.0,675.0,313.0,-96.29,,,,,,42.974651,-77.197578,,1660577504.2
