,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell DL MCS0,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PDSCH BLER[%],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,,,41.82259,-89.390701,,1660352470.0
1,,,,,,,,,,,,,,,,,,,,,,,,,,,41.82259,-89.390701,,1660352470.162844
2,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,41.82259,-89.390701,,1660352470.2
3,,,0.0,,632.45,565.0,-106.31,,,,,,,,,,,,,,,,,,,,41.82259,-89.390701,,1660352470.3
4,,,,,,,,,,,,,,,,,,15.0,66811.0,203.0,-114.56,,,,,,41.82259,-89.390656,,1660352470.4
5,,,0.0,,632.45,565.0,-105.95,,,,,,,,,,,,,,,,,,,,41.82259,-89.39061,0.0,1660352470.5
6,,,0.0,,,,,,,,,,,,,,,15.0,66811.0,203.0,-113.31,,,,,,41.82259,-89.390518,,1660352470.7
7,,,,,,,,,,,,,,,,,,,,,,,,,,,41.82259,-89.390427,,1660352470.9
8,,,0.0,,632.45,565.0,-106.21,,,,,,,,,,,15.0,66811.0,203.0,-114.75,,,,,,41.82259,-89.390381,0.0,1660352471.0
9,,,0.0,,,,,,,,,,,,,,,15.0,66811.0,203.0,-116.97,,,,,,41.82259,-89.390335,,1660352471.1
10,,,,,,,,,,,,,,,,4.0,,15.0,66811.0,203.0,-118.94,100.0,,,,,41.82259,-89.390289,,1660352471.2
11,,,0.0,,632.45,565.0,-108.79,,,,,,,,,,,,,,,,,,,,41.82259,-89.390244,,1660352471.3
12,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,41.82259,-89.390198,,1660352471.4
13,,,0.0,,632.45,565.0,-110.55,,,,,,,,,,,,,,,,,,,,41.82259,-89.390152,0.0,1660352471.5
14,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,41.82259,-89.390106,,1660352471.6
