,5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell RF BandWidth,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],Event 5G-NR/LTE Events,LTE KPI PCell DL MCS0,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,LTE KPI PCell Serving RSRP[dBm],LTE KPI PDSCH BLER[%],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],TIME_STAMP
0,,,,,,,,,,,,,,,,,,,,,,,,,,,41.497162,-95.208717,,1660333970.0
1,,,,,,,,,,,,,,,,,,,,,,,,,,,41.497162,-95.208717,,1660333970.598325
2,,,,,,,,,,,,,,,,,,15.0,1123.0,166.0,-98.33,,,,,,41.497162,-95.208717,,1660333970.6
3,,,,,,,,,,,,,,,,,,15.0,1123.0,166.0,-95.37,,,,,,41.497162,-95.208717,0.0,1660333970.7
4,,,,,,,,,,,,,,,,,,15.0,1123.0,166.0,-94.95,,,,,,41.497162,-95.208717,,1660333970.8
5,,,,,,,,,,,,,,,,,,15.0,1123.0,166.0,-93.17,,,,,,41.497162,-95.208717,,1660333970.9
6,,,,,,,,,,,,,,,,,,15.0,1123.0,166.0,-92.63,,,,,,41.497162,-95.208633,,1660333971.0
7,,,,,,,,,,,,,,,,,,15.0,1123.0,166.0,-94.01,,,,,,41.497158,-95.208549,,1660333971.1
8,,,,,,,,,,,,,,,,,,15.0,1123.0,166.0,-95.02,,,,,,41.497158,-95.208458,0.0,1660333971.2
9,,,,,,,,,,,,,,,,,,15.0,1123.0,166.0,-96.02,,,,,,41.497158,-95.208374,,1660333971.3
10,,,,,,,,,,,,,,,,,,15.0,1123.0,166.0,-98.38,,,,,,41.497154,-95.20829,,1660333971.4
11,,,,,,,,,,,,,,,,,,15.0,1123.0,166.0,-97.94,,,,,,41.497154,-95.208206,,1660333971.5
12,,,,,,,,,,,,,,,,1.0,,15.0,1123.0,166.0,-99.41,0.0,,,,,41.497154,-95.208122,,1660333971.6
13,,,,,,,,,,,,,,,,,,15.0,1123.0,166.0,-101.07,,,,,,41.497154,-95.208031,0.0,1660333971.7
