,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,LTE KPI SCell[1] CA Rate(Same PCI),LTE KPI SCell[1] Serving PCI,LTE KPI SCell[1] Serving Band,LTE KPI SCell[1] Serving EARFCN(DL),LTE KPI SCell[1] Serving EARFCN(UL),LTE KPI SCell[1] Serving BandWidth(DL),LTE KPI SCell[1] Serving BandWidth(UL),LTE KPI SCell[1] Serving RSRP[dBm],LTE KPI SCell[1] Serving RSRQ[dB],LTE KPI SCell[1] Serving RSSI[dBm],LTE KPI SCell[1] SINR[dB],LTE KPI SCell[1] WB CQI CW0,LTE KPI SCell[1] WB CQI CW1,LTE KPI SCell[1] WB RI,LTE KPI SCell[1] WB RI1 Rate,LTE KPI SCell[1] WB RI2 Rate,LTE KPI SCell[1] WB RI3 Rate,LTE KPI SCell[1] WB RI4 Rate,LTE KPI SCell[1] Tx Mode,LTE KPI SCell[1] WB PMI 0,LTE KPI SCell[1] M(Tx) x N(Rx) Ant ,LTE KPI SCell[1] DL MCS0,LTE KPI SCell[1] DL Modulation0,LTE KPI SCell[1] PDSCH PRB Number(Avg),LTE KPI SCell[1] PDSCH PRB Number(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB0(Including 0),LTE KPI SCell[1] PDSCH PRB Number TB1(Including 0),LTE KPI SCell[1] PDSCH BLER[%],LTE KPI SCell[1] PDSCH Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] Serving PCI,LTE KPI SCell[2] Serving Band,LTE KPI SCell[2] Serving EARFCN(DL),LTE KPI SCell[2] Serving EARFCN(UL),LTE KPI SCell[2] Serving BandWidth(DL),LTE KPI SCell[2] Serving BandWidth(UL),LTE KPI SCell[2] Serving RSRP[dBm],LTE KPI SCell[2] Serving RSRQ[dB],LTE KPI SCell[2] Serving RSSI[dBm],LTE KPI SCell[2] SINR[dB],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
401,2022-08-11 15:50:39.500000,-104.989456,39.773602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,Band 66,66586.0,132122.0,10.0,10.0,-74.31,-11.79,-45.42,-0.16,,-12.65,23.14,14.0,14.0,2.0,0.0,100.0,0.0,0.0,TM4,8.0,,12.73,20.0,19.11,256QAM,256QAM,64QAM,6.73,11.08,,,,,0.0,,,,,,6.73,11.08,,,0.0,,,,,,0.249,,0.248,,3585.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,2022-08-11 15:50:39.600000,-104.989449,39.773624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,Band 66,66586.0,132122.0,10.0,10.0,-74.05,-8.74,-46.13,,-20.05,-14.67,24.75,14.0,14.0,2.0,0.0,100.0,0.0,0.0,TM4,8.0,,,,,,,,,,,,,,,12.5,,,,,,,,,,12.5,,,,,,,,,3585.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,2022-08-11 15:50:39.700000,-104.989441,39.773651,-104.98944,39.77365,14:50:39,11.0,104.0,104.0,28.66,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,82.0,Band 66,66586.0,132122.0,10.0,10.0,-76.08,-10.77,-46.55,,,-15.15,25.21,14.0,14.0,2.0,0.0,100.0,0.0,0.0,TM4,8.0,,,,14.22,,,64QAM,,3.67,,,,,,0.0,,,,,,3.67,,,,0.0,,,,,,,,,3585.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.443,0.15,27665.0,9367.0
404,2022-08-11 15:50:39.800000,-104.989441,39.773651,,,,,,,,,,,8.0,14.0,318.0,31.0,10.0,57.0,300.0,27.0,18.0,53.0,124.0,30.0,23.0,67.0,17.0,31.0,,,,,,82.0,Band 66,66586.0,132122.0,10.0,10.0,-71.76,-10.18,-43.67,,,-12.75,25.11,14.0,14.0,2.0,0.0,100.0,0.0,0.0,TM4,8.0,,10.75,21.8,,256QAM,256QAM,,16.33,,,,,,19.05,,,,,,16.33,,,,19.05,,,,,,0.649,,0.648,0.109,3585.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,2022-08-11 15:50:39.900000,-104.989441,39.773651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,Band 66,66586.0,132122.0,10.0,10.0,-71.94,-9.2,-45.41,,,-9.21,22.24,14.0,14.0,2.0,0.0,100.0,0.0,0.0,TM4,8.0,,,,16.58,,,64QAM,,5.92,,,,,,11.11,,,,,,5.92,,,,11.11,,,,,,,,,3585.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,2022-08-11 15:50:40.000000,-104.989441,39.773651,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,82.0,Band 66,66586.0,132122.0,10.0,10.0,-71.38,-10.19,-44.08,,,-9.2,24.18,14.0,14.0,2.0,0.0,100.0,0.0,0.0,TM4,8.0,4x4,,,18.7,,,64QAM,,5.82,0.43,0.43,0.32,0.27,,20.0,0.464,0.226,0.464,0.213,,5.82,0.43,0.27,,20.0,0.464,0.226,0.464,0.213,0.367,,0.367,,3585.0,NonCA,NonCA,Band 66,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,2022-08-11 15:50:40.100000,-104.989441,39.773651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,Band 66,66586.0,132122.0,10.0,10.0,-73.78,-9.9,-45.68,,-21.76,-12.73,21.47,13.67,13.0,2.0,0.0,100.0,0.0,0.0,TM4,8.0,,13.69,20.62,14.88,256QAM,256QAM,64QAM,7.96,4.38,,,,,0.0,0.0,,,,,9.72,4.38,,,0.0,0.0,,,,,,,,,3585.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,2022-08-11 15:50:40.200000,-104.989441,39.773651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,Band 66,66586.0,132122.0,10.0,10.0,-75.72,-10.84,-47.06,,,-10.71,22.37,12.5,12.5,2.0,0.0,100.0,0.0,0.0,TM4,15.0,,,,,,,,,,,,,,,12.5,,,,,,,,,,12.5,,,,,,,,,3585.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,2022-08-11 15:50:40.300000,-104.989441,39.773651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,Band 66,66586.0,132122.0,10.0,10.0,-75.12,-10.89,-46.32,,,-13.13,23.1,14.0,13.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.557,,0.555,,3585.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,2022-08-11 15:50:40.400000,-104.989441,39.773651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,Band 66,66586.0,132122.0,10.0,10.0,-75.36,-11.15,-46.21,0.66,,-7.88,21.53,14.0,14.0,2.0,0.0,100.0,0.0,0.0,TM4,1.0,,10.13,18.0,16.0,256QAM,64QAM,64QAM,3.5,3.17,,,,,0.0,,,,,,3.5,3.17,,,0.0,,,,,,,0.111,,,3585.0,NonCA,NonCA,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,2022-08-11 15:50:40.500000,-104.989441,39.773651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,Band 66,66586.0,132122.0,10.0,10.0,-72.76,-12.11,-43.35,,,-2.82,24.84,14.0,13.5,2.0,0.0,100.0,0.0,0.0,TM4,1.0,,,,,,,,,,,,,,,10.0,,,,,,,,,,10.0,,,,,,,,,3585.0,NonCA,,Band 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Count,412.0,412.0,46.0,46.0,46,46.0,46.0,46.0,45.0,46.0,46.0,,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,"LTE: 41 (93.2%)
LTE(3CA): 3 (6.8%)",35,35,1.0,40,308.0,308,308.0,308.0,308.0,308.0,308.0,308.0,308.0,30.0,33.0,299.0,308.0,260.0,260.0,149.0,149.0,149.0,149.0,149.0,300,260.0,21,111.0,53.0,75.0,111,54,75,111.0,75.0,38.0,38.0,38.0,31.0,111.0,106.0,38.0,32.0,37.0,32.0,111.0,75.0,38.0,31.0,111.0,106.0,38.0,32.0,37.0,32.0,127.0,22.0,123.0,34.0,205.0,"Count: 308
2CA: 11 (3.6%)
3CA: 4 (1.3%)
NonCA: 293 (95.1%)
CA Avg=1.062","Count: 75
NonCA: 75 (100.0%)
CA Avg=1.000",308,44.0,15.0,15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2.0,1,2.0,2,2.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,92.0,92.0,92.0,92.0
413,Minimum,-104.99913,39.773651,-104.99913,39.76626,,11.0,86.0,86.0,0.0,1.0,2.0,,8.0,14.0,318.0,23.0,10.0,57.0,300.0,18.0,18.0,53.0,124.0,21.0,23.0,67.0,17.0,18.0,,,,,,50.0,,1000.0,19000.0,10.0,10.0,-117.69,-30.0,-69.0,-5.73,-21.76,-23.0,-10.6,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,1.6,,,,2.0,1.25,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.013,0.0,0.011,2.0,1.25,0.0,0.02,0.0,0.0,0.0,0.013,0.0,0.011,0.0,0.0,0.0,0.0,3585.0,,,,0.0,82.0,,67086.0,132622.0,10.0,10.0,-97.46,-17.67,-62.29,-2.24,11.0,12.0,2.0,0.0,100.0,0.0,0.0,,2.0,,17.0,,4.5,0.16,0.16,0.11,0.0,0.094,0.059,82.0,,1000.0,19000.0,10.0,10.0,-89.31,-16.34,-56.16,0.45,0.0,0.0,0.0,0.0
414,Maximum,-104.989441,39.773651,-104.98944,39.77365,,63.0,107.0,107.0,54.97,1.0,2.0,,8.0,14.0,318.0,33.0,10.0,57.0,300.0,34.0,18.0,53.0,124.0,36.0,23.0,67.0,17.0,32.0,,,,,,382.0,,67086.0,132622.0,10.0,10.0,-63.97,-7.69,-37.67,19.67,8.4,13.73,25.21,15.0,15.0,2.0,100.0,100.0,0.0,0.0,,15.0,,18.15,22.5,24.29,,,,36.5,22.47,3.48,3.48,0.52,1.37,100.0,50.0,0.643,0.889,0.518,0.832,36.5,22.54,3.48,1.37,100.0,50.0,0.643,0.889,0.518,0.832,0.833,0.636,0.831,0.895,3585.0,,,,100.0,83.0,,67086.0,132622.0,10.0,10.0,-80.21,-10.72,-49.85,15.69,11.0,13.0,2.0,0.0,100.0,0.0,0.0,,2.0,,17.43,,10.91,0.16,0.16,0.11,38.89,0.094,0.059,83.0,,66586.0,132122.0,10.0,10.0,-76.15,-10.74,-46.2,12.74,0.568,1.693,35527.0,105787.0
415,Average,,,,,,,97.39,97.39,27.2,,,,8.0,14.0,318.0,28.76,10.0,57.0,300.0,26.07,18.0,53.0,124.0,27.76,23.0,67.0,17.0,27.2,,,,,,,,,,,,-81.4,-13.87,-49.94,7.13,-10.46,-4.68,8.34,10.4,6.03,1.64,36.58,63.42,0.0,0.0,,0.05,,6.67,13.18,19.45,,,,5.5,4.71,0.29,0.28,0.07,0.23,5.14,10.27,0.082,0.119,0.077,0.106,5.66,4.68,0.29,0.23,5.27,10.27,0.084,0.119,0.078,0.106,0.052,0.078,0.053,0.071,,,,,3.41,,,,,,,-87.49,-13.89,-55.33,8.77,11.0,12.5,2.0,0.0,100.0,0.0,0.0,,0.02,,17.21,,7.71,0.17,0.17,0.11,19.44,0.094,0.059,,,,,,,-82.77,-13.75,-51.85,6.53,0.03,0.052,1885.98,3250.9
416,Stdev,,,,,,,6.59,6.59,8.28,,,,0.0,0.0,0.0,2.32,0.0,0.0,0.0,3.95,0.0,0.0,0.0,4.03,0.0,0.0,0.0,3.2,,,,,,,,,,,,8.97,3.84,5.74,7.33,9.12,8.34,9.63,3.31,5.76,0.48,47.99,47.99,0.0,0.0,,0.04,,3.88,6.63,3.33,,,,5.03,4.65,0.56,0.56,0.12,0.37,13.5,11.13,0.162,0.231,0.151,0.209,5.17,4.55,0.56,0.37,13.51,11.13,0.163,0.231,0.152,0.209,0.14,0.164,0.141,0.197,,,,,15.95,,,,,,,5.91,2.51,4.33,6.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,0.0,,0.21,,3.21,0.0,0.0,0.0,19.44,0.0,0.0,,,,,,,6.3,2.33,4.34,5.85,0.098,0.215,6099.16,13446.24
417,Median,,,,,,,99.0,99.0,27.82,,,,8.0,14.0,318.0,29.0,10.0,57.0,300.0,25.5,18.0,53.0,124.0,28.0,23.0,67.0,17.0,28.0,,,,,,,,,,,,-79.92,-12.69,-50.27,5.45,-13.52,-5.29,9.52,11.5,6.0,2.0,0.0,100.0,0.0,0.0,,3.0,,6.0,14.0,19.91,,,,4.0,2.5,0.12,0.12,0.01,0.04,0.0,9.17,0.011,0.025,0.01,0.022,4.0,2.5,0.12,0.04,0.0,9.17,0.011,0.025,0.01,0.022,0.002,0.003,0.002,0.003,,,,,0.0,,,,,,,-84.88,-12.78,-54.34,12.56,11.0,12.5,2.0,0.0,100.0,0.0,0.0,,2.0,,17.21,,7.7,0.16,0.16,0.11,19.44,0.094,0.059,,,,,,,-82.81,-13.96,-52.53,6.46,0.002,0.002,132.0,132.0
418,5%-tile,,,,,,,87.0,87.0,23.66,,,,8.0,14.0,318.0,25.0,10.0,57.0,300.0,19.5,18.0,53.0,124.0,21.25,23.0,67.0,17.0,21.25,,,,,,,,,,,,-95.62,-21.06,-58.02,-3.0,-20.79,-17.02,-5.68,5.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,,1.5,3.0,14.6,,,,2.77,1.55,0.01,0.01,0.0,0.03,0.0,0.0,0.0,0.014,0.0,0.013,2.77,1.55,0.01,0.03,0.0,0.0,0.0,0.014,0.0,0.013,0.0,0.0,0.0,0.0,,,,,0.0,,,,,,,-96.41,-17.62,-61.88,-1.49,11.0,12.05,2.0,0.0,100.0,0.0,0.0,,2.0,,17.02,,4.82,0.16,0.16,0.11,1.94,0.094,0.059,,,,,,,-89.24,-16.24,-56.13,0.52,0.0,0.0,0.0,0.0
419,95%-tile,,,,,,,105.75,105.75,31.0,,,,8.0,14.0,318.0,32.0,10.0,57.0,300.0,32.0,18.0,53.0,124.0,33.75,23.0,67.0,17.0,31.0,,,,,,,,,,,,-69.03,-9.71,-41.75,19.39,4.62,8.68,21.54,14.03,14.0,2.0,100.0,100.0,0.0,0.0,,13.0,,13.55,21.17,23.77,,,,14.42,17.75,0.67,0.66,0.34,1.09,30.95,28.57,0.502,0.724,0.489,0.64,15.67,16.78,0.67,1.09,30.95,28.57,0.502,0.724,0.489,0.64,0.352,0.421,0.361,0.517,,,,,8.5,,,,,,,-81.33,-10.77,-49.87,15.63,11.0,12.95,2.0,0.0,100.0,0.0,0.0,,2.0,,17.41,,10.59,0.16,0.16,0.11,36.94,0.094,0.059,,,,,,,-76.25,-10.97,-46.63,12.63,0.209,0.208,13102.6,12986.35
