,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,LTE KPI SCell[1] CA Rate(Same PCI),LTE KPI SCell[1] Serving PCI,LTE KPI SCell[1] Serving Band,LTE KPI SCell[1] Serving EARFCN(DL),LTE KPI SCell[1] Serving EARFCN(UL),LTE KPI SCell[1] Serving BandWidth(DL),LTE KPI SCell[1] Serving RSRP[dBm],LTE KPI SCell[1] Serving RSRQ[dB],LTE KPI SCell[1] Serving RSSI[dBm],LTE KPI SCell[1] SINR[dB],LTE KPI SCell[2] Serving PCI,LTE KPI SCell[2] Serving Band,LTE KPI SCell[2] Serving EARFCN(DL),LTE KPI SCell[2] Serving EARFCN(UL),LTE KPI SCell[2] Serving BandWidth(DL),LTE KPI SCell[2] Serving BandWidth(UL),LTE KPI SCell[2] Serving RSRP[dBm],LTE KPI SCell[2] Serving RSRQ[dB],LTE KPI SCell[2] Serving RSSI[dBm],LTE KPI SCell[2] SINR[dB],LTE KPI SCell[2] WB CQI CW0,LTE KPI SCell[2] WB CQI CW1,LTE KPI SCell[2] WB RI,LTE KPI SCell[2] WB RI1 Rate,LTE KPI SCell[2] WB RI2 Rate,LTE KPI SCell[2] WB RI3 Rate,LTE KPI SCell[2] WB RI4 Rate,LTE KPI SCell[2] Tx Mode,LTE KPI SCell[2] WB PMI 0,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
447,2022-08-10 23:10:37.400000,-105.252548,40.844128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Band 13,5230.0,23230.0,10.0,10.0,-110.8,-8.93,-84.53,,,22.8,10.38,11.0,0.0,,,,,,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,3840.0,2CA,,Band 13+Band 66,,,,,,,,,,,0.0,Band 66,66586.0,132122.0,10.0,10.0,-114.41,-9.01,-88.0,7.0,,,,,,,,,,,,,
448,2022-08-10 23:10:37.500000,-105.252533,40.844105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Band 13,5230.0,23230.0,10.0,10.0,-109.78,-9.39,-82.73,,,24.27,11.94,11.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3840.0,NonCA,,Band 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.016,0.0,1006.0
449,2022-08-10 23:10:37.600000,-105.252518,40.844078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Band 13,5230.0,23230.0,10.0,10.0,-106.69,-8.68,-80.57,,,23.36,14.4,12.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,0.0,,6.6,,4.69,QPSK,,QPSK,10.2,9.07,,,,,0.0,10.0,,,,,10.2,9.07,,,0.0,10.0,,,,,,0.0,,,3840.0,NonCA,NonCA,Band 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,2022-08-10 23:10:37.700000,-105.25251,40.844055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Band 13,5230.0,23230.0,10.0,10.0,-106.1,-8.09,-80.99,,,23.38,15.34,12.5,0.0,1.0,100.0,0.0,0.0,0.0,TM4,0.0,,,,3.22,,,QPSK,,8.09,,,,,,30.0,,,,,,8.09,,,,30.0,,,,,0.062,,0.062,0.003,3840.0,NonCA,NonCA,Band 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,2022-08-10 23:10:37.758129,-105.252502,40.844044,,,,,,,,,,,,,,,,,,,,,,,,,,,,reportStrongestCells,reportStrongestCells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,2022-08-10 23:10:37.800000,-105.252495,40.844032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Band 13,5230.0,23230.0,10.0,10.0,-106.92,-8.43,-81.24,,,23.31,15.49,13.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,0.0,,,,,,,,,,,,,,,7.69,,,,,,,,,,7.69,,,,,,,,,3840.0,NonCA,,Band 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,2022-08-10 23:10:37.900000,-105.25248,40.844009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Band 13,5230.0,23230.0,10.0,10.0,-106.12,-7.65,-81.1,,,22.45,15.09,13.0,0.0,,,,,,TM4,2.0,,7.33,,,QPSK,,,8.73,,,,,,0.0,,,,,,8.73,,,,0.0,,,,,,0.193,,0.192,,3840.0,NonCA,,Band 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,2022-08-10 23:10:38.000000,-105.252472,40.843983,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,0.0,Band 13,5230.0,23230.0,10.0,10.0,-106.42,-8.18,-80.92,,,21.32,15.68,13.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,2.0,,,,6.2,,,16QAM,,11.87,0.4,0.4,0.0,0.71,,20.0,0.138,0.053,0.138,0.039,,11.87,0.4,0.71,,20.0,0.138,0.053,0.138,0.039,,,,,3840.0,NonCA,NonCA,Band 13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.141,0.05,8814.0,3154.0
455,2022-08-10 23:10:38.100000,-105.252457,40.84396,-105.25246,40.84396,22:10:37,157.0,108.0,108.0,28.87,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,Band 13,5230.0,23230.0,10.0,10.0,-106.79,-8.36,-81.06,,,17.28,16.59,13.0,0.0,,,,,,TM4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3840.0,NonCA,,Band 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,2022-08-10 23:10:38.200000,-105.252441,40.843933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Band 13,5230.0,23230.0,10.0,10.0,-107.19,-8.27,-81.76,,,15.0,16.62,13.0,0.0,,,,,,TM4,2.0,,12.83,,,64QAM,,,5.5,,,,,,0.0,,,,,,5.5,,,,0.0,,,,,,0.042,,0.042,,3840.0,NonCA,,Band 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,2022-08-10 23:10:38.300000,-105.252426,40.84391,,,,,,,,,,,3.0,39.0,199.0,31.0,4.0,80.0,359.0,27.0,6.0,3.0,294.0,10.0,9.0,44.0,309.0,27.0,,,,,,0.0,Band 13,5230.0,23230.0,10.0,10.0,-106.1,-7.04,-81.44,,,15.0,17.0,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,8.33,,,16QAM,,5.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,3840.0,NonCA,NonCA,Band 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,2022-08-10 23:10:38.400000,-105.252419,40.843884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Band 13,5230.0,23230.0,10.0,10.0,-105.38,-7.13,-81.25,,,14.0,17.05,14.0,0.0,,,,,,TM4,2.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,0.0,,3840.0,NonCA,,Band 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,2022-08-10 23:10:38.500000,-105.252403,40.843861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,0.001,396.0,72.0
460,2022-08-10 23:10:38.600000,-105.252388,40.843834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,14.0,0.0,,,,,,TM4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,2022-08-10 23:10:38.700000,-105.252373,40.843811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Band 13,5230.0,23230.0,10.0,10.0,-104.69,-6.31,-79.56,24.17,19.87,,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,3840.0,NonCA,,Band 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,2022-08-10 23:10:39.000000,-105.252335,40.843739,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,,,,,,,,,,,,,12.0,,14.0,0.0,,,,,,TM4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
463,2022-08-10 23:10:39.100000,-105.252319,40.843712,-105.25232,40.84371,22:10:38,157.0,108.0,108.0,30.22,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,Band 13,5230.0,23230.0,10.0,10.0,-104.25,-6.44,-79.31,,,,17.5,14.0,0.0,,,,,,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,,,3840.0,NonCA,,Band 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,2022-08-10 23:10:39.200000,-105.252304,40.843685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,2022-08-10 23:10:39.300000,-105.252296,40.843662,,,,,,,,,,,3.0,39.0,199.0,27.0,4.0,80.0,359.0,26.0,6.0,3.0,294.0,10.0,9.0,44.0,309.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,2022-08-10 23:10:39.400000,-105.252281,40.843636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Band 13,5230.0,23230.0,10.0,10.0,-101.19,-7.31,-76.88,,,11.0,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3840.0,NonCA,,Band 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,2022-08-10 23:10:39.500000,-105.252266,40.843613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
468,2022-08-10 23:10:39.600000,-105.252258,40.843586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,15.0,0.0,,,,,,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,2022-08-10 23:10:39.700000,-105.252243,40.843559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,2022-08-10 23:10:39.900000,-105.252213,40.84351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Band 13,5230.0,23230.0,10.0,10.0,-101.19,-6.94,-77.25,,,11.0,20.6,15.0,0.0,,,,,,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3840.0,NonCA,,Band 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,2022-08-10 23:10:40.000000,-105.252205,40.843487,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,11.25,,,,,,,,,,,,,,,,,,,,,0.05,0.05,0.0,,,,0.004,,0.004,,,,0.05,,,,0.004,,0.004,,0.0,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
472,2022-08-10 23:10:40.100000,-105.25219,40.84346,-105.25219,40.84346,22:10:39,157.0,107.0,107.0,29.91,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,2022-08-10 23:10:40.200000,-105.252174,40.843433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Band 13,5230.0,23230.0,10.0,10.0,-99.38,-7.31,-75.06,,,9.0,21.0,15.0,0.0,,,,,,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3840.0,NonCA,,Band 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,2022-08-10 23:10:40.300000,-105.252167,40.84341,,,,,,,,,,,3.0,39.0,199.0,29.0,4.0,80.0,359.0,25.0,6.0,3.0,294.0,10.0,9.0,44.0,309.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,2022-08-10 23:10:40.400000,-105.252151,40.843384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Band 13,5230.0,23230.0,10.0,10.0,-98.45,-7.17,-74.08,,,17.13,19.95,15.0,0.0,,,,,,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,3840.0,NonCA,,Band 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,2022-08-10 23:10:40.500000,-105.252136,40.843361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Band 13,5230.0,23230.0,10.0,10.0,-98.92,-6.92,-74.71,,,15.75,21.23,15.0,0.0,2.0,0.0,100.0,0.0,0.0,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,3840.0,NonCA,,Band 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
477,2022-08-10 23:10:40.600000,-105.252121,40.843334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Band 13,5230.0,23230.0,10.0,10.0,-99.12,-7.17,-74.69,,,16.88,21.95,13.0,12.0,,,,,,TM4,0.0,,4.0,,,QPSK,,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,,0.002,,0.002,,3840.0,NonCA,,Band 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,2022-08-10 23:10:40.700000,-105.252113,40.843307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Band 13,5230.0,23230.0,10.0,10.0,-99.14,-7.8,-74.17,,,14.0,21.78,14.0,12.0,,,,,,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3840.0,NonCA,,Band 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,2022-08-10 23:10:40.800000,-105.252098,40.843285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Band 13,5230.0,23230.0,10.0,10.0,-99.33,-7.56,-74.0,,,14.0,22.28,14.0,12.0,,,,,,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,3840.0,NonCA,,Band 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,2022-08-10 23:10:40.900000,-105.252083,40.843258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Band 13,5230.0,23230.0,10.0,10.0,-98.69,-8.31,-73.22,,,14.0,23.1,,,2.0,0.0,100.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3840.0,NonCA,,Band 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,2022-08-10 23:10:41.000000,-105.252075,40.843235,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,0.003,,0.003,,,,0.06,,,,0.003,,0.003,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.003,60.0,175.0
482,2022-08-10 23:10:41.100000,-105.25206,40.843208,-105.25206,40.84321,22:10:40,157.0,107.0,107.0,29.91,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,2022-08-10 23:10:41.200000,-105.252045,40.843182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.75,13.07,,,15.0,13.0,,,,,,TM4,0.0,,,,10.75,,,16QAM,,2.75,,,,,,0.0,,,,,,2.75,,,,0.0,,,,,0.0,,0.0,,,,NonCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,2022-08-10 23:10:41.300000,-105.252029,40.843159,,,,,,,,,,,3.0,39.0,199.0,29.0,4.0,80.0,359.0,27.0,6.0,3.0,294.0,10.0,9.0,44.0,309.0,20.0,,,,,,0.0,Band 13,5230.0,23230.0,10.0,10.0,-97.19,-7.69,-72.5,,,14.0,23.1,14.0,13.0,,,,,,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,3840.0,NonCA,,Band 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,2022-08-10 23:10:41.500000,-105.252007,40.843109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
486,2022-08-10 23:10:41.600000,-105.251991,40.843086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Band 13,5230.0,23230.0,10.0,10.0,-96.0,-7.13,-71.5,,,12.0,24.0,15.0,13.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3840.0,NonCA,,Band 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,2022-08-10 23:10:42.000000,-105.251938,40.842987,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,,0.0,Band 13,5230.0,23230.0,10.0,10.0,-94.5,-6.94,-70.56,,,,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,3840.0,NonCA,,Band 13,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,2022-08-10 23:10:42.100000,-105.251923,40.84296,-105.25192,40.84296,22:10:41,157.0,107.0,107.0,30.22,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,2022-08-10 23:10:42.200000,-105.251923,40.84296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,15.0,14.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,2022-08-10 23:10:42.300000,-105.251923,40.84296,,,,,,,,,,,3.0,39.0,199.0,31.0,4.0,80.0,359.0,30.0,6.0,3.0,294.0,10.0,9.0,44.0,309.0,27.0,,,,,,0.0,Band 13,5230.0,23230.0,10.0,10.0,-93.81,-8.19,-67.31,,,8.0,24.4,15.0,13.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,3840.0,NonCA,,Band 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Count,491.0,491.0,59.0,59.0,59,59.0,59.0,59.0,58.0,59.0,59.0,,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,"LTE: 56 (96.6%)
LTE(3CA): 2 (3.4%)",13,13,1.0,46,351.0,351,351.0,351.0,351.0,351.0,351.0,351.0,351.0,33.0,39.0,331.0,351.0,292.0,292.0,121.0,121.0,121.0,121.0,121.0,340,292.0,15,90.0,5.0,56.0,90,5,56,90.0,56.0,38.0,38.0,38.0,37.0,90.0,78.0,38.0,38.0,38.0,38.0,90.0,56.0,38.0,37.0,90.0,78.0,38.0,38.0,38.0,38.0,163.0,33.0,160.0,49.0,351.0,"Count: 351
2CA: 2 (0.6%)
3CA: 4 (1.1%)
NonCA: 345 (98.3%)
CA Avg=1.028","Count: 56
NonCA: 56 (100.0%)
CA Avg=1.000",351,57.0,4.0,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,117.0,117.0,117.0,117.0
492,Minimum,-105.25946,40.84296,-105.25946,40.84296,,157.0,107.0,107.0,28.87,1.0,2.0,,3.0,39.0,199.0,19.0,4.0,79.0,356.0,23.0,6.0,3.0,294.0,10.0,9.0,43.0,57.0,16.0,,,,,,0.0,,5230.0,23230.0,10.0,10.0,-117.74,-12.13,-88.44,18.12,5.15,3.0,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,5.0,0.97,,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.0,0.0,3840.0,,,,0.0,0.0,,67086.0,132622.0,10.0,-124.23,-15.42,-92.61,0.09,0.0,,66586.0,132122.0,10.0,10.0,-121.66,-13.63,-90.51,3.63,8.0,0.0,1.0,100.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0
493,Maximum,-105.251923,40.857899,-105.25192,40.8579,,160.0,115.0,115.0,33.63,1.0,2.0,,3.0,39.0,199.0,31.0,4.0,80.0,359.0,31.0,9.0,43.0,309.0,31.0,26.0,45.0,309.0,32.0,,,,,,0.0,,5230.0,23230.0,10.0,10.0,-90.9,-5.88,-65.09,24.44,23.0,24.27,24.4,15.0,14.0,2.0,100.0,100.0,0.0,0.0,,2.0,,13.33,13.0,25.0,,,,11.67,14.77,3.0,3.0,0.12,5.08,33.33,50.0,0.226,0.264,0.138,0.264,11.67,14.77,3.0,5.08,33.33,50.0,0.226,0.264,0.138,0.264,0.193,0.018,0.192,0.019,3840.0,,,,30.0,0.0,,67086.0,132622.0,10.0,-121.03,-11.78,-90.66,3.8,0.0,,66586.0,132122.0,10.0,10.0,-114.41,-9.01,-88.0,7.15,8.0,0.0,1.0,100.0,0.0,0.0,0.0,,3.0,0.141,0.061,8814.0,3826.0
494,Average,,,,,,,109.97,109.97,30.7,,,,3.0,39.0,199.0,24.5,4.0,79.2,356.6,27.97,7.7,25.67,302.5,22.25,18.63,44.33,166.2,24.13,,,,,,,,,,,,-100.93,-8.68,-75.0,21.71,13.29,14.36,16.42,12.06,1.89,1.24,76.45,23.55,0.0,0.0,,0.01,,4.34,9.8,14.77,,,,3.37,3.42,0.33,0.33,0.01,0.36,0.67,8.26,0.025,0.023,0.022,0.021,3.37,3.42,0.33,0.36,0.67,8.26,0.025,0.023,0.022,0.021,0.005,0.002,0.004,0.002,,,,,0.96,,,,,,-122.41,-13.35,-91.74,1.55,,,,,,,-117.22,-10.63,-89.15,5.84,8.0,0.0,1.0,100.0,0.0,0.0,0.0,,0.03,0.003,0.003,189.0,169.43
