,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
30,2022-08-09 12:38:41.700000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-70.63,-7.94,-45.69,,,-17.0,10.8,12.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,2.0,,6.0,,23.83,16QAM,,256QAM,3.0,1.33,,,,,0.0,,,,,,3.0,1.33,,,0.0,,,,,,,,,,NonCA,NonCA,Band 2,,,,
31,2022-08-09 12:38:41.800000,-115.173218,36.113411,-115.17322,36.11341,10:38:39,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-71.51,-7.54,-46.99,,,-26.0,10.41,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.002,,0.002,,NonCA,,Band 2,,,,
32,2022-08-09 12:38:41.900000,-115.173218,36.113411,,,,,,,,,,,11.0,2.0,74.0,16.0,18.0,48.0,293.0,40.0,23.0,27.0,216.0,29.0,25.0,30.0,199.0,32.0,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-71.36,-7.79,-46.58,-5.6,,-19.63,11.28,11.0,0.0,,,,,,TM4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,NonCA,,Band 2,,,,
33,2022-08-09 12:38:42.000000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,406.0,Band 2,1000.0,19000.0,10.0,-69.83,-6.58,-45.88,,-24.98,-14.06,12.47,12.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,1.0,2x2,10.83,,,64QAM,,,4.0,,0.09,0.09,0.0,0.04,0.0,0.0,0.017,0.023,0.017,0.021,4.0,,0.09,0.04,0.0,0.0,0.017,0.023,0.017,0.021,0.022,,0.021,,NonCA,,Band 2,0.003,0.008,204.0,476.0
34,2022-08-09 12:38:42.100000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-71.39,-6.45,-47.78,,,-22.0,10.45,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 2,,,,
35,2022-08-09 12:38:42.200000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-72.99,-7.41,-48.3,,,-28.0,9.4,12.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,,NonCA,,Band 2,,,,
36,2022-08-09 12:38:42.300000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-73.01,-8.07,-47.43,,,-18.29,8.45,11.0,0.0,,,,,,TM4,1.0,,5.8,,24.45,QPSK,,256QAM,2.8,1.42,,,,,0.0,,,,,,2.8,1.42,,,0.0,,,,,,0.007,,0.007,,NonCA,NonCA,Band 2,,,,
37,2022-08-09 12:38:42.400000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-72.8,-9.0,-46.42,,,-25.0,8.58,12.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,1.0,,,,,,,,,,,,,,,20.0,,,,,,,,,,20.0,,,,,,,,,NonCA,,Band 2,,,,
38,2022-08-09 12:38:42.500000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-73.34,-10.19,-45.69,,,-16.33,9.2,12.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 2,0.012,0.006,733.0,381.0
39,2022-08-09 12:38:42.600000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-73.55,-9.64,-46.43,,,-25.0,8.48,12.0,0.0,,,,,,TM4,1.0,,6.5,,,16QAM,,,2.5,,,,,,0.0,,,,,,2.5,,,,0.0,,,,,,0.002,,0.002,,NonCA,,Band 2,,,,
40,2022-08-09 12:38:42.700000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-73.78,-9.93,-46.49,,,-16.38,7.65,11.5,0.0,1.0,100.0,0.0,0.0,0.0,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 2,,,,
41,2022-08-09 12:38:42.800000,-115.173218,36.113411,-115.17322,36.11341,10:38:40,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-74.12,-10.49,-46.05,,,-25.0,8.24,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,NonCA,,Band 2,,,,
42,2022-08-09 12:38:42.900000,-115.173218,36.113411,,,,,,,,,,,11.0,2.0,74.0,16.0,18.0,48.0,293.0,40.0,23.0,27.0,216.0,30.0,25.0,30.0,199.0,34.0,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-74.99,-10.24,-47.53,,,-18.67,8.65,10.0,0.0,,,,,,TM4,1.0,,6.25,,,16QAM,,,3.0,,,,,,0.0,16.67,,,,,3.0,,,,0.0,16.67,,,,,,,,0.007,NonCA,,Band 2,,,,
43,2022-08-09 12:38:43.000000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,406.0,Band 2,1000.0,19000.0,10.0,-74.49,-10.79,-46.71,,,-24.5,9.19,10.0,0.0,,,,,,TM4,1.0,,,,24.38,,,256QAM,,1.44,0.11,0.11,0.0,0.02,,,0.012,0.014,0.012,0.013,,1.44,0.11,0.02,,,0.012,0.014,0.012,0.013,0.002,,0.002,,NonCA,NonCA,Band 2,0.003,0.002,198.0,132.0
44,2022-08-09 12:38:43.100000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-72.65,-9.67,-46.0,,,-17.0,9.85,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,20.0,,,,,,,,,,20.0,,,,,,,,,NonCA,,Band 2,,,,
45,2022-08-09 12:38:43.200000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-72.34,-9.9,-45.41,-4.0,,-25.0,10.44,10.0,0.0,,,,,,TM4,1.0,,6.0,,,16QAM,,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,,,,,,NonCA,,Band 2,,,,
46,2022-08-09 12:38:43.300000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-73.48,-8.14,-48.33,,-24.76,-18.0,8.68,10.67,0.0,1.0,100.0,0.0,0.0,0.0,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,0.004,,NonCA,,Band 2,,,,
47,2022-08-09 12:38:43.400000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-76.16,-9.65,-48.83,,,-26.0,6.43,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 2,,,,
48,2022-08-09 12:38:43.500000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-75.69,-8.92,-49.14,,,-17.71,7.01,10.0,0.0,,,,,,TM4,2.0,,6.0,,,16QAM,,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,,,,,,NonCA,,Band 2,0.002,0.003,132.0,198.0
49,2022-08-09 12:38:43.600000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-75.03,-8.93,-48.94,,,-25.0,7.23,10.0,0.0,,,,,,TM4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,NonCA,,Band 2,,,,
50,2022-08-09 12:38:43.700000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-74.96,-9.91,-47.65,,,-14.11,8.17,10.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,0.003,,,NonCA,,Band 2,,,,
51,2022-08-09 12:38:43.800000,-115.173218,36.113411,-115.17322,36.11341,10:38:41,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-74.37,-9.14,-47.76,,,-22.0,9.1,11.0,0.0,,,,,,TM4,1.0,,6.0,,,16QAM,,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,,0.002,,0.002,,NonCA,,Band 2,,,,
52,2022-08-09 12:38:43.900000,-115.173218,36.113411,,,,,,,,,,,11.0,2.0,74.0,16.0,18.0,48.0,293.0,40.0,23.0,27.0,216.0,33.0,25.0,30.0,199.0,35.0,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-74.11,-9.03,-47.91,,,-14.25,8.87,11.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,2.0,,,,24.1,,,256QAM,,1.27,,,,,,,,,,,,1.27,,,,,,,,,,,,0.003,NonCA,NonCA,Band 2,,,,
53,2022-08-09 12:38:44.000000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,406.0,Band 2,1000.0,19000.0,10.0,-75.61,-10.04,-48.09,,,-24.0,6.73,10.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,1.0,2x2,,,,,,,,,0.08,0.08,0.0,0.02,,28.57,0.008,0.016,0.008,0.014,,,0.08,0.02,,28.57,0.008,0.016,0.008,0.014,,,,,NonCA,,Band 2,0.003,0.002,198.0,132.0
54,2022-08-09 12:38:44.100000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-74.25,-9.63,-46.86,,,-17.75,8.78,11.0,0.0,,,,,,TM4,1.0,,4.5,,,QPSK,,,3.75,,,,,,0.0,,,,,,3.75,,,,0.0,,,,,,0.002,,0.002,,NonCA,,Band 2,,,,
55,2022-08-09 12:38:44.200000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-71.91,-8.89,-45.91,,,-25.0,10.18,11.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 2,,,,
56,2022-08-09 12:38:44.300000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-72.18,-7.95,-47.09,,,-16.38,9.39,11.0,0.0,,,,,,TM4,1.0,,,,21.5,,,64QAM,,1.67,,,,,,,,,,,,1.67,,,,,,,,,0.004,,0.004,,NonCA,NonCA,Band 2,,,,
57,2022-08-09 12:38:44.400000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-72.74,-7.77,-47.78,,,-25.0,9.69,,,1.0,100.0,0.0,0.0,0.0,TM4,,,6.0,,,16QAM,,,3.0,,,,,,0.0,20.0,,,,,3.0,,,,0.0,20.0,,,,,,,,,NonCA,,Band 2,,,,
58,2022-08-09 12:38:44.500000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-73.35,-7.84,-48.34,-4.3,,-17.56,9.43,11.33,0.0,1.0,100.0,0.0,0.0,0.0,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 2,0.002,0.003,132.0,198.0
59,2022-08-09 12:38:44.600000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-71.72,-8.55,-46.06,,-23.6,-26.0,11.79,12.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,NonCA,,Band 2,,,,
60,2022-08-09 12:38:44.700000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-71.27,-7.34,-46.81,,,-19.71,12.36,,,1.0,100.0,0.0,0.0,0.0,TM4,,,6.0,,,16QAM,,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,,,,,,NonCA,,Band 2,,,,
61,2022-08-09 12:38:44.800000,-115.173218,36.113411,-115.17322,36.11341,10:38:42,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-71.2,-7.22,-46.99,,,-27.0,12.26,12.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,NonCA,,Band 2,,,,
62,2022-08-09 12:38:44.900000,-115.173218,36.113411,,,,,,,,,,,11.0,2.0,74.0,16.0,18.0,48.0,293.0,40.0,23.0,27.0,216.0,31.0,25.0,30.0,199.0,35.0,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-71.56,-7.25,-47.12,,,-20.57,12.22,12.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,0.003,NonCA,,Band 2,,,,
63,2022-08-09 12:38:45.000000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,406.0,Band 2,1000.0,19000.0,10.0,-72.51,-7.56,-47.73,,,-28.0,10.87,,,1.0,100.0,0.0,0.0,0.0,TM4,,,6.0,,,16QAM,,,3.0,,0.1,0.1,0.0,0.02,0.0,,0.009,0.018,0.008,0.017,3.0,,0.1,0.02,0.0,,0.009,0.018,0.008,0.017,,,,,NonCA,,Band 2,0.003,0.002,198.0,132.0
64,2022-08-09 12:38:45.100000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-72.22,-9.21,-45.89,,,-16.88,9.37,12.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,0.003,0.002,,NonCA,,Band 2,,,,
65,2022-08-09 12:38:45.200000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-71.82,-8.36,-45.92,,,-29.0,9.51,12.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 2,,,,
66,2022-08-09 12:38:45.300000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-71.67,-9.1,-45.44,,,-20.71,9.8,12.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,1.0,,6.25,,22.27,16QAM,,256QAM,3.0,1.73,,,,,0.0,14.29,,,,,3.0,1.73,,,0.0,14.29,,,,,0.004,,0.004,,NonCA,NonCA,Band 2,,,,
67,2022-08-09 12:38:45.400000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-72.2,-8.29,-46.73,,,-27.0,9.93,12.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 2,,,,
68,2022-08-09 12:38:45.500000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-73.28,-7.64,-48.27,,,-17.43,9.28,12.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,NonCA,,Band 2,0.002,0.003,132.0,198.0
69,2022-08-09 12:38:45.600000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-73.51,-8.25,-48.21,,,-17.75,9.0,11.0,0.0,,,,,,TM4,1.0,,5.0,,23.0,QPSK,,256QAM,5.67,1.33,,,,,33.33,,,,,,5.67,1.33,,,33.33,,,,,,,,,,NonCA,NonCA,Band 2,,,,
70,2022-08-09 12:38:45.700000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-72.91,-9.21,-46.69,,,-13.0,10.01,11.5,0.0,1.0,100.0,0.0,0.0,0.0,TM4,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,NonCA,,Band 2,,,,
71,2022-08-09 12:38:45.800000,-115.173218,36.113411,-115.17322,36.11341,10:38:43,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-72.02,-8.43,-46.56,-5.67,,-19.0,10.72,11.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,NonCA,,Band 2,,,,
72,2022-08-09 12:38:45.900000,-115.173218,36.113411,,,,,,,,,,,11.0,2.0,74.0,16.0,18.0,48.0,293.0,40.0,23.0,27.0,216.0,31.0,25.0,30.0,199.0,34.0,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-71.96,-8.85,-46.13,,-23.82,-14.43,10.71,12.0,0.0,,,,,,TM4,1.0,,6.0,,,16QAM,,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,,,,,0.003,NonCA,,Band 2,0.003,0.002,198.0,132.0
73,2022-08-09 12:38:46.000000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,406.0,Band 2,1000.0,19000.0,10.0,-71.83,-9.99,-44.83,,,-20.0,10.67,,,1.0,100.0,0.0,0.0,0.0,TM4,,2x2,,,,,,,,,0.12,0.12,0.0,0.02,,,0.01,0.011,0.01,0.011,,,0.12,0.02,,,0.01,0.011,0.01,0.011,,,,,NonCA,,Band 2,,,,
74,2022-08-09 12:38:46.100000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-71.82,-7.51,-47.33,,,-16.25,10.58,12.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,NonCA,,Band 2,,,,
75,2022-08-09 12:38:46.200000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-72.4,-8.05,-47.33,,,-21.0,10.05,11.0,0.0,,,,,,TM4,1.0,,4.67,,,QPSK,,,5.0,,,,,,0.0,0.0,,,,,5.0,,,,0.0,0.0,,,,,,,,,NonCA,,Band 2,,,,
76,2022-08-09 12:38:46.300000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-72.21,-9.23,-45.96,,,-15.13,10.38,11.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,0.004,,NonCA,,Band 2,,,,
77,2022-08-09 12:38:46.400000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-72.5,-9.36,-46.0,,,-22.0,9.32,11.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 2,,,,
78,2022-08-09 12:38:46.500000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-72.55,-8.89,-46.24,,,-18.0,9.68,11.0,0.0,,,,,,TM4,1.0,,6.0,,23.91,16QAM,,256QAM,3.0,1.36,,,,,0.0,,,,,,3.0,1.36,,,0.0,,,,,,,0.003,,,NonCA,NonCA,Band 2,0.002,0.003,132.0,198.0
79,2022-08-09 12:38:46.600000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-72.64,-9.51,-45.93,,,-25.0,9.78,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,,0.002,,NonCA,,Band 2,,,,
80,2022-08-09 12:38:46.700000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-72.36,-8.04,-47.23,,,-18.71,10.05,11.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,NonCA,,Band 2,,,,
81,2022-08-09 12:38:46.800000,-115.173218,36.113411,-115.17322,36.11341,10:38:44,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-72.09,-7.64,-47.36,,,-26.0,10.37,11.5,0.0,,,,,,TM4,1.0,,6.0,,,16QAM,,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,,0.002,,0.002,,NonCA,,Band 2,,,,
82,2022-08-09 12:38:46.900000,-115.173218,36.113411,,,,,,,,,,,11.0,2.0,74.0,16.0,18.0,48.0,293.0,41.0,23.0,27.0,216.0,32.0,25.0,30.0,199.0,33.0,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-72.27,-7.27,-47.69,,,-17.63,10.86,12.0,0.0,1.0,100.0,0.0,0.0,0.0,TM4,1.0,,,,22.33,,,256QAM,,1.67,,,,,,,,,,,,1.67,,,,,,,,,,,,0.003,NonCA,NonCA,Band 2,0.003,0.002,198.0,132.0
83,2022-08-09 12:38:47.000000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,406.0,Band 2,1000.0,19000.0,10.0,-72.57,-7.59,-47.65,,,-27.0,9.98,12.0,0.0,,,,,,TM4,1.0,,,,,,,,,,0.09,0.09,0.0,0.02,,0.0,0.008,0.018,0.008,0.016,,,0.09,0.02,,0.0,0.008,0.018,0.008,0.016,0.002,,0.002,,NonCA,,Band 2,,,,
84,2022-08-09 12:38:47.100000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-72.35,-7.01,-48.01,-6.06,,-19.86,10.29,12.0,0.0,,,,,,TM4,1.0,,6.0,,,16QAM,,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,,,,,,NonCA,,Band 2,,,,
85,2022-08-09 12:38:47.200000,-115.173218,36.113411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,Band 2,1000.0,19000.0,10.0,-71.89,-7.3,-47.37,,-23.3,-25.83,10.25,12.0,0.0,,,,,,TM4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NonCA,,Band 2,,,,
