idx,size,avail,enc_fin,offload,inf,recv
0,2048000,1660535543557,1660535543557,1660535544929,44,1660535545618
21,2048000,1660535545657,1660535545657,1660535546368,44,1660535546995
35,2048000,1660535547057,1660535547057,1660535547874,44,1660535548583
51,2048000,1660535548657,1660535548657,1660535549172,44,1660535549892
64,2048000,1660535549956,1660535549956,1660535550597,44,1660535551300
78,2048000,1660535551356,1660535551356,1660535551903,44,1660535552642
91,2048000,1660535552656,1660535552656,1660535553127,44,1660535553940
104,2048000,1660535553956,1660535553956,1660535554218,44,1660535555790
123,2048000,1660535555856,1660535555856,1660535555861,44,1660535557544
140,2048000,1660535557556,1660535557556,1660535557560,44,1660535559014
155,2048000,1660535559056,1660535559056,1660535559060,44,1660535559930
164,2048000,1660535559956,1660535559956,1660535559961,44,1660535561008
175,2048000,1660535561056,1660535561056,1660535561059,44,1660535562224
187,2048000,1660535562256,1660535562256,1660535562260,44,1660535563241
