idx,size,avail,enc_fin,offload,inf,recv
0,2048000,1660412709888,1660412709888,1660412710555,44,1660412710906
11,2048000,1660412710987,1660412710987,1660412710991,44,1660412711473
16,2048000,1660412711487,1660412711487,1660412711489,44,1660412712082
22,2048000,1660412712087,1660412712087,1660412712089,44,1660412712617
28,2048000,1660412712687,1660412712687,1660412712688,44,1660412713172
33,2048000,1660412713187,1660412713187,1660412713189,44,1660412713678
38,2048000,1660412713687,1660412713687,1660412713689,44,1660412714137
43,2048000,1660412714187,1660412714187,1660412714189,44,1660412714669
48,2048000,1660412714687,1660412714687,1660412714689,44,1660412715167
53,2048000,1660412715187,1660412715187,1660412715189,44,1660412715678
58,2048000,1660412715687,1660412715687,1660412715689,44,1660412716147
63,2048000,1660412716187,1660412716187,1660412716189,44,1660412716627
68,2048000,1660412716687,1660412716687,1660412716689,44,1660412717120
73,2048000,1660412717187,1660412717187,1660412717190,44,1660412717627
78,2048000,1660412717687,1660412717687,1660412717689,44,1660412718127
83,2048000,1660412718187,1660412718187,1660412718190,44,1660412718647
88,2048000,1660412718687,1660412718687,1660412718689,44,1660412719152
93,2048000,1660412719187,1660412719187,1660412719189,44,1660412719643
98,2048000,1660412719687,1660412719687,1660412719690,44,1660412720110
103,2048000,1660412720187,1660412720187,1660412720189,44,1660412720836
110,2048000,1660412720887,1660412720887,1660412720889,44,1660412721468
116,2048000,1660412721488,1660412721488,1660412721490,44,1660412721927
121,2048000,1660412721987,1660412721987,1660412721989,44,1660412722402
126,2048000,1660412722487,1660412722487,1660412722489,44,1660412722915
131,2048000,1660412722987,1660412722987,1660412722990,44,1660412723373
135,2048000,1660412723387,1660412723387,1660412723389,44,1660412723766
139,2048000,1660412723787,1660412723787,1660412723789,44,1660412724132
143,2048000,1660412724187,1660412724187,1660412724189,44,1660412724553
147,2048000,1660412724587,1660412724587,1660412724590,44,1660412724929
151,2048000,1660412724987,1660412724987,1660412724990,44,1660412725317
155,2048000,1660412725387,1660412725387,1660412725389,44,1660412725758
159,2048000,1660412725787,1660412725787,1660412725789,44,1660412726172
163,2048000,1660412726187,1660412726187,1660412726189,44,1660412726552
167,2048000,1660412726587,1660412726587,1660412726590,44,1660412726933
171,2048000,1660412726987,1660412726987,1660412726989,44,1660412727363
175,2048000,1660412727387,1660412727387,1660412727389,44,1660412727717
179,2048000,1660412727787,1660412727787,1660412727789,44,1660412728148
183,2048000,1660412728187,1660412728187,1660412728190,44,1660412728513
187,2048000,1660412728587,1660412728587,1660412728590,44,1660412728942
191,2048000,1660412728987,1660412728987,1660412728990,44,1660412729327
195,2048000,1660412729387,1660412729387,1660412729389,44,1660412729758
