idx,size,avail,enc_fin,offload,inf,recv
0,2048000,1660428698518,1660428698518,1660428699283,44,1660428700201
17,2048000,1660428700218,1660428700218,1660428700225,44,1660428701662
32,2048000,1660428701719,1660428701719,1660428701732,44,1660428703019
46,2048000,1660428703118,1660428703118,1660428703129,44,1660428704400
59,2048000,1660428704418,1660428704418,1660428704428,44,1660428705446
70,2048000,1660428705518,1660428705518,1660428705525,44,1660428706542
81,2048000,1660428706618,1660428706618,1660428706627,44,1660428707461
90,2048000,1660428707518,1660428707518,1660428707526,44,1660428708343
99,2048000,1660428708419,1660428708419,1660428708424,44,1660428709123
107,2048000,1660428709218,1660428709218,1660428709225,44,1660428709829
114,2048000,1660428709918,1660428709918,1660428709926,44,1660428710576
121,2048000,1660428710618,1660428710618,1660428710624,44,1660428711243
128,2048000,1660428711319,1660428711319,1660428711329,44,1660428711925
135,2048000,1660428712018,1660428712018,1660428712024,44,1660428712635
142,2048000,1660428712718,1660428712718,1660428712725,44,1660428713323
149,2048000,1660428713418,1660428713418,1660428713424,44,1660428713982
155,2048000,1660428714018,1660428714018,1660428714027,44,1660428714542
161,2048000,1660428714618,1660428714618,1660428714624,44,1660428715143
167,2048000,1660428715218,1660428715218,1660428715221,44,1660428715722
173,2048000,1660428715818,1660428715818,1660428715820,44,1660428716390
179,2048000,1660428716418,1660428716418,1660428716422,44,1660428716902
184,2048000,1660428716918,1660428716918,1660428716925,44,1660428717402
189,2048000,1660428717418,1660428717418,1660428717424,44,1660428717962
