TIME_STAMP,Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Event 5G-NR/LTE Events,5G KPI PCell RF Frequency [MHz],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,5G KPI PCell RF Serving PCI,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],LTE KPI PCell Serving BandWidth(DL),5G KPI PCell RF BandWidth,LTE KPI PCell DL MCS0,5G KPI PCell Layer1 DL MCS (Avg),LTE KPI PDSCH BLER[%],5G KPI PCell Layer1 DL BLER [%],LTE KPI PCell Serving RSRP[dBm],5G KPI PCell RF Serving SS-RSRP [dBm],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],LTE KPI PCell UL MCS,5G KPI PCell Layer1 UL MCS (Avg),LTE KPI PUSCH BLER[%],5G KPI PCell Layer1 UL BLER [%],Smart Phone Smart Throughput Mobile Network Tx Byte
2022-08-10 02:21:54.000000,38.907902,-112.39431,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,0.038,,,,,,,,,,,,,,,,,
2022-08-10 02:21:54.484538,38.907902,-112.39431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10 02:21:54.600000,38.907902,-112.39431,0.0,,,66486.0,194.0,,,,,,,,,,,,,,,10.0,,,,,,-100.79,,0.0,,,,,,,,,,,,,,,,,,0.0
2022-08-10 02:21:54.800000,38.907902,-112.39431,,,,66486.0,194.0,,,,,,,,,,,,,,,10.0,,,,,,-100.78,,,,,,,,,,,,,,,,,,0.0,,
2022-08-10 02:21:54.900000,38.907902,-112.39431,,,,66486.0,194.0,,,,,,,,,,,,,,,10.0,,1.33,,0.0,,-100.74,,,,,,,,,,,,,,,,,,0.0,,
2022-08-10 02:21:55.000000,38.907902,-112.39431,,,,,,,0.229,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
2022-08-10 02:21:55.100000,38.907902,-112.39431,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,,,,,,,,,,,,,,,,,,1117.0
2022-08-10 02:21:55.200000,38.907902,-112.39431,,,,66486.0,194.0,,,,,,,,,,,,,,,10.0,,,,,,-100.62,,,,,,,,,,,,,,,,10.08,,,,
2022-08-10 02:21:55.400000,38.907955,-112.394249,,,,66486.0,194.0,,,,,,,,,,,,,,,10.0,,6.33,,0.0,,-100.91,,,,,,,,,,,,,,,,,,25.0,,
2022-08-10 02:21:55.500000,38.907978,-112.394218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10 02:21:55.600000,38.908005,-112.394188,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0
2022-08-10 02:21:55.800000,38.908058,-112.394119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10 02:21:56.000000,38.908108,-112.394058,,,,66486.0,194.0,,,,,,,,,,,,,,,10.0,,,,,,-100.06,,,0.0,,,,,,,,,,,,,,,0.0,,
