idx,size,avail,enc_fin,offload,inf,recv
0,38912,1660354846424,1660354846459,1660354846460,63,1660354846945
6,38912,1660354847024,1660354847059,1660354847060,63,1660354848951
26,38912,1660354849024,1660354849059,1660354849060,63,1660354849868
35,38912,1660354849924,1660354849959,1660354849960,63,1660354851068
47,38912,1660354851124,1660354851159,1660354851160,63,1660354852067
57,38912,1660354852124,1660354852159,1660354852160,63,1660354852798
64,38912,1660354852826,1660354852862,1660354852863,63,1660354853468
71,38912,1660354853526,1660354853562,1660354853563,63,1660354854746
84,38912,1660354854824,1660354854859,1660354854860,63,1660354855946
96,38912,1660354856024,1660354856059,1660354856060,63,1660354857386
110,38912,1660354857424,1660354857459,1660354857460,63,1660354858463
121,38912,1660354858524,1660354858559,1660354858560,63,1660354859744
134,38912,1660354859824,1660354859859,1660354859860,63,1660354860271
139,38912,1660354860324,1660354860359,1660354860360,63,1660354860687
143,38912,1660354860726,1660354860762,1660354860763,63,1660354860997
146,38912,1660354861026,1660354861061,1660354861062,63,1660354861507
151,38912,1660354861526,1660354861562,1660354861563,63,1660354861817
154,38912,1660354861825,1660354861861,1660354861862,63,1660354862052
157,38912,1660354862126,1660354862162,1660354862162,63,1660354862372
160,38912,1660354862426,1660354862461,1660354862462,63,1660354862747
164,38912,1660354862824,1660354862859,1660354862860,63,1660354863106
167,38912,1660354863124,1660354863159,1660354863160,63,1660354863352
170,38912,1660354863424,1660354863459,1660354863460,63,1660354863786
174,38912,1660354863824,1660354863859,1660354863860,63,1660354864171
178,38912,1660354864224,1660354864259,1660354864260,63,1660354864651
183,38912,1660354864724,1660354864759,1660354864760,63,1660354865016
186,38912,1660354865024,1660354865059,1660354865060,63,1660354865251
189,38912,1660354865324,1660354865359,1660354865360,63,1660354865571
192,38912,1660354865624,1660354865659,1660354865660,63,1660354866191
