TIME_STAMP,Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Event 5G-NR/LTE Events,5G KPI PCell RF Frequency [MHz],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,5G KPI PCell RF Serving PCI,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],LTE KPI PCell Serving BandWidth(DL),5G KPI PCell RF BandWidth,LTE KPI PCell DL MCS0,5G KPI PCell Layer1 DL MCS (Avg),LTE KPI PDSCH BLER[%],5G KPI PCell Layer1 DL BLER [%],LTE KPI PCell Serving RSRP[dBm],5G KPI PCell RF Serving SS-RSRP [dBm],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],LTE KPI PCell UL MCS,5G KPI PCell Layer1 UL MCS (Avg),LTE KPI PUSCH BLER[%],5G KPI PCell Layer1 UL BLER [%],Smart Phone Smart Throughput Mobile Network Tx Byte
2022-08-11 03:43:44.000000,41.106281,-105.532127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 03:43:44.275314,41.106281,-105.532127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 03:43:44.300000,41.106281,-105.532127,,,631.35,852.0,14.0,123.0,,,,,,0.0,,,,,,,,10.0,,,,,,-114.75,-99.35,,,,,,,0.043,,,,,,,,,4.0,,0.0,
2022-08-11 03:43:44.400000,41.106281,-105.532127,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0
2022-08-11 03:43:44.500000,41.106281,-105.532127,,,,852.0,14.0,,,,,,,0.0,,,,,,,,10.0,,,,,,-112.69,,,,,,,,0.0,,,,,,,,,,,,
2022-08-11 03:43:44.600000,41.106281,-105.532127,,,,852.0,14.0,,,,,,,0.0,,,,,,,,10.0,,,,,,-113.05,,,,,,,,,,,,,,,,,,,,
2022-08-11 03:43:44.700000,41.106255,-105.532104,,,,852.0,14.0,,,,,,,0.0,,,,,,,,10.0,,0.0,,0.0,,-113.56,,,,,,,,0.0,,,,,,,,,,,,
2022-08-11 03:43:44.800000,41.106228,-105.532082,,,631.35,852.0,14.0,123.0,,,,,,0.0,,,,,,,,10.0,,,,,,-115.56,-100.1,,,,,,,0.037,,,,,,,,,4.0,,0.0,
2022-08-11 03:43:44.900000,41.106205,-105.532066,0.0,,,852.0,14.0,,,,,,,0.0,,,,,,,,10.0,,,,,,-115.67,,0.0,,,,,,,,,,,,,,,,,,0.0
2022-08-11 03:43:45.000000,41.106178,-105.532043,,,,852.0,14.0,,0.0,,,,,0.0,,,,,,,,10.0,,0.0,,0.0,,-116.13,,,,,,,,0.0,,,,,,,,,,,,
2022-08-11 03:43:45.100000,41.106152,-105.532021,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2022-08-11 03:43:45.200000,41.106125,-105.531998,,,631.35,,,123.0,,,,,,0.0,,,,,,,,,,,,,,,-99.71,,,,,,,,,,,,,,,,,,,
2022-08-11 03:43:45.300000,41.106098,-105.531975,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.037,,,,,,,,,4.0,,0.0,
2022-08-11 03:43:45.400000,41.106075,-105.53196,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0
2022-08-11 03:43:45.500000,41.106049,-105.531937,,,,852.0,14.0,,,,,,,,,,,,,,,10.0,,,,,,-115.19,,,,,,,,,,,,,,,,,,,,
2022-08-11 03:43:45.600000,41.106022,-105.531914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 03:43:45.700000,41.105995,-105.531891,,,631.35,,,123.0,,,,,,0.001,,,,,,,,,,,0.0,,0.0,,-100.48,,,,,,,0.032,,,,,,,,,4.0,,0.0,
2022-08-11 03:43:45.800000,41.105972,-105.531868,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 03:43:45.900000,41.105946,-105.531845,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0
2022-08-11 03:43:46.000000,41.105923,-105.531822,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 03:43:46.100000,41.105896,-105.531799,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
2022-08-11 03:43:46.200000,41.105869,-105.531769,,,631.35,852.0,14.0,123.0,,,,,,0.0,,,,,,,,10.0,,3.0,,0.0,,-114.38,-99.21,,,,,,,0.037,,,,,,,,,4.0,,0.0,
2022-08-11 03:43:46.300000,41.105846,-105.531746,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 03:43:46.400000,41.10582,-105.531723,0.0,,,852.0,14.0,,,,,,,0.0,,,,,,,,10.0,,,,,,-114.25,,0.0,,,,,,0.0,,,,,,,,,,,,0.0
2022-08-11 03:43:46.500000,41.105797,-105.5317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11 03:43:46.600000,41.10577,-105.531677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
