idx,size,avail,enc_fin,offload,inf,recv
0,38912,1660520932530,1660520932565,1660520932566,63,1660520932811
3,38912,1660520932830,1660520932865,1660520932865,63,1660520933084
6,38912,1660520933130,1660520933165,1660520933166,63,1660520933364
9,38912,1660520933430,1660520933465,1660520933466,63,1660520933651
12,38912,1660520933730,1660520933765,1660520933766,63,1660520933964
15,38912,1660520934030,1660520934065,1660520934066,63,1660520934246
18,38912,1660520934330,1660520934365,1660520934366,63,1660520934604
21,38912,1660520934630,1660520934665,1660520934666,63,1660520935006
25,38912,1660520935030,1660520935065,1660520935066,63,1660520935251
28,38912,1660520935330,1660520935365,1660520935366,63,1660520935606
31,38912,1660520935630,1660520935665,1660520935666,63,1660520935848
34,38912,1660520935930,1660520935965,1660520935966,63,1660520936366
39,38912,1660520936430,1660520936465,1660520936466,63,1660520936651
42,38912,1660520936730,1660520936765,1660520936766,63,1660520936971
45,38912,1660520937030,1660520937065,1660520937066,63,1660520937286
48,38912,1660520937330,1660520937365,1660520937366,63,1660520937606
51,38912,1660520937630,1660520937665,1660520937666,63,1660520937927
54,38912,1660520937930,1660520937965,1660520937966,63,1660520938171
57,38912,1660520938230,1660520938265,1660520938266,63,1660520938451
60,38912,1660520938530,1660520938565,1660520938566,63,1660520938806
63,38912,1660520938830,1660520938865,1660520938866,63,1660520939051
66,38912,1660520939130,1660520939165,1660520939166,63,1660520939367
69,38912,1660520939430,1660520939465,1660520939466,63,1660520939686
72,38912,1660520939730,1660520939765,1660520939766,63,1660520939971
75,38912,1660520940030,1660520940065,1660520940066,63,1660520940251
78,38912,1660520940330,1660520940365,1660520940366,63,1660520940566
81,38912,1660520940630,1660520940665,1660520940668,63,1660520940852
84,38912,1660520940930,1660520940965,1660520940966,63,1660520941172
87,38912,1660520941230,1660520941265,1660520941266,63,1660520941486
90,38912,1660520941530,1660520941565,1660520941566,63,1660520941768
93,38912,1660520941830,1660520941865,1660520941866,63,1660520942086
96,38912,1660520942130,1660520942165,1660520942166,63,1660520942406
99,38912,1660520942430,1660520942465,1660520942466,63,1660520942651
102,38912,1660520942730,1660520942765,1660520942766,63,1660520942971
105,38912,1660520943030,1660520943065,1660520943066,63,1660520943251
108,38912,1660520943330,1660520943365,1660520943366,63,1660520943571
111,38912,1660520943630,1660520943665,1660520943666,63,1660520943851
114,38912,1660520943930,1660520943965,1660520943966,63,1660520944170
117,38912,1660520944230,1660520944265,1660520944266,63,1660520944451
120,38912,1660520944530,1660520944565,1660520944565,63,1660520944806
123,38912,1660520944830,1660520944865,1660520944866,63,1660520945051
126,38912,1660520945130,1660520945165,1660520945165,63,1660520945606
131,38912,1660520945630,1660520945665,1660520945666,63,1660520945851
134,38912,1660520945930,1660520945965,1660520945966,63,1660520946171
137,38912,1660520946230,1660520946265,1660520946266,63,1660520946451
140,38912,1660520946530,1660520946565,1660520946566,63,1660520946771
143,38912,1660520946830,1660520946865,1660520946866,63,1660520947051
146,38912,1660520947130,1660520947165,1660520947166,63,1660520947368
149,38912,1660520947430,1660520947465,1660520947466,63,1660520947686
152,38912,1660520947730,1660520947765,1660520947766,63,1660520947971
155,38912,1660520948030,1660520948065,1660520948066,63,1660520948251
158,38912,1660520948330,1660520948365,1660520948366,63,1660520948568
161,38912,1660520948630,1660520948665,1660520948666,63,1660520948851
164,38912,1660520948930,1660520948965,1660520948966,63,1660520949206
167,38912,1660520949230,1660520949265,1660520949266,63,1660520949448
170,38912,1660520949530,1660520949565,1660520949566,63,1660520949768
173,38912,1660520949830,1660520949865,1660520949866,63,1660520950086
176,38912,1660520950130,1660520950165,1660520950166,63,1660520950406
179,38912,1660520950430,1660520950465,1660520950466,63,1660520950651
182,38912,1660520950730,1660520950765,1660520950766,63,1660520950967
185,38912,1660520951030,1660520951065,1660520951065,63,1660520951286
188,38912,1660520951330,1660520951365,1660520951366,63,1660520951606
191,38912,1660520951630,1660520951665,1660520951666,63,1660520951851
194,38912,1660520951930,1660520951965,1660520951966,63,1660520952206
