idx,size,avail,enc_fin,offload,inf,recv
0,38912,1660192184083,1660192184118,1660192184118,63,1660192184379
3,38912,1660192184383,1660192184419,1660192184419,63,1660192184660
6,38912,1660192184684,1660192184719,1660192184720,63,1660192184964
9,38912,1660192184983,1660192185018,1660192185019,63,1660192185440
14,38912,1660192185484,1660192185520,1660192185521,63,1660192186004
20,38912,1660192186084,1660192186120,1660192186121,63,1660192186530
25,38912,1660192186584,1660192186620,1660192186621,63,1660192187100
31,38912,1660192187184,1660192187220,1660192187221,63,1660192188006
40,38912,1660192188084,1660192188120,1660192188121,63,1660192188685
47,38912,1660192188784,1660192188820,1660192188821,63,1660192189285
53,38912,1660192189383,1660192189419,1660192189420,63,1660192189806
58,38912,1660192189884,1660192189920,1660192189921,63,1660192190324
63,38912,1660192190383,1660192190418,1660192190418,63,1660192190805
68,38912,1660192190882,1660192190917,1660192190918,63,1660192191285
73,38912,1660192191383,1660192191418,1660192191419,63,1660192191804
78,38912,1660192191882,1660192191917,1660192191918,63,1660192192284
83,38912,1660192192383,1660192192419,1660192192420,63,1660192192805
88,38912,1660192192884,1660192192919,1660192192920,63,1660192193285
93,38912,1660192193384,1660192193420,1660192193421,63,1660192193805
98,38912,1660192193884,1660192193919,1660192193920,63,1660192194326
103,38912,1660192194384,1660192194420,1660192194421,63,1660192194894
109,38912,1660192194983,1660192195018,1660192195019,63,1660192195493
115,38912,1660192195583,1660192195619,1660192195620,63,1660192196005
120,38912,1660192196084,1660192196119,1660192196120,63,1660192196485
125,38912,1660192196584,1660192196620,1660192196621,63,1660192197091
131,38912,1660192197183,1660192197219,1660192197220,63,1660192197725
137,38912,1660192197783,1660192197819,1660192197820,63,1660192198285
143,38912,1660192198384,1660192198420,1660192198421,63,1660192199125
151,38912,1660192199184,1660192199220,1660192199221,63,1660192199533
155,38912,1660192199583,1660192199619,1660192199620,63,1660192200005
160,38912,1660192200084,1660192200119,1660192200120,63,1660192200446
164,38912,1660192200484,1660192200519,1660192200520,63,1660192200965
169,38912,1660192200983,1660192201019,1660192201020,63,1660192201453
174,38912,1660192201484,1660192201520,1660192201521,63,1660192202005
180,38912,1660192202084,1660192202119,1660192202120,63,1660192202685
187,38912,1660192202783,1660192202818,1660192202818,63,1660192203324
193,38912,1660192203382,1660192203418,1660192203418,63,1660192203844
