TIME_STAMP,Lon,Lat,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Event 5G-NR/LTE Events,5G KPI PCell RF Frequency [MHz],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,5G KPI PCell RF Serving PCI
2022-08-14 23:58:02.000000,-81.052177,41.75705,,,,,,
2022-08-14 23:58:02.900000,-81.052177,41.75705,,,,,,
2022-08-14 23:58:02.937048,-81.052177,41.75705,,,,,,
2022-08-14 23:58:03.000000,-81.052177,41.75705,,,632.45,,,221.0
2022-08-14 23:58:03.100000,-81.052177,41.75705,,,,,,
2022-08-14 23:58:03.200000,-81.052177,41.75705,0.0,,,1123.0,65.0,
2022-08-14 23:58:03.400000,-81.052177,41.75705,,,632.45,1123.0,65.0,221.0
2022-08-14 23:58:03.500000,-81.052139,41.757065,,,632.45,,,221.0
2022-08-14 23:58:03.600000,-81.052101,41.75708,,,,,,
2022-08-14 23:58:03.700000,-81.052063,41.757099,0.0,,632.45,1123.0,65.0,221.0
2022-08-14 23:58:03.800000,-81.052025,41.757114,,,,,,
2022-08-14 23:58:04.000000,-81.051956,41.757145,,,632.45,1123.0,65.0,221.0
2022-08-14 23:58:04.200000,-81.05188,41.757179,0.0,,,,,
2022-08-14 23:58:04.300000,-81.051842,41.757195,,,632.45,,,221.0
2022-08-14 23:58:04.400000,-81.051804,41.75721,,,632.45,1123.0,65.0,221.0
2022-08-14 23:58:04.500000,-81.051765,41.757225,,,,,,
2022-08-14 23:58:04.600000,-81.051727,41.75724,,,632.45,,,221.0
2022-08-14 23:58:04.700000,-81.051682,41.757256,0.0,,,1123.0,65.0,
2022-08-14 23:58:04.900000,-81.051605,41.757286,,,632.45,,,221.0
2022-08-14 23:58:05.000000,-81.051567,41.757298,,,632.45,1123.0,65.0,221.0
2022-08-14 23:58:05.100000,-81.051529,41.757313,,,,,,
2022-08-14 23:58:05.200000,-81.051483,41.757328,0.0,,,,,
2022-08-14 23:58:05.300000,-81.051445,41.757343,,,632.45,1123.0,65.0,221.0
2022-08-14 23:58:05.400000,-81.051407,41.757359,,,632.45,,,221.0
2022-08-14 23:58:05.500000,-81.051369,41.757374,,,,,,
2022-08-14 23:58:05.600000,-81.051331,41.757389,,,632.45,1123.0,65.0,221.0
2022-08-14 23:58:05.700000,-81.051292,41.757404,0.0,,632.45,1123.0,65.0,221.0
2022-08-14 23:58:05.800000,-81.051254,41.75742,,,,1123.0,65.0,
2022-08-14 23:58:05.900000,-81.051224,41.757435,,,632.45,1123.0,65.0,221.0
2022-08-14 23:58:06.000000,-81.051186,41.75745,,,632.45,1123.0,65.0,221.0
2022-08-14 23:58:06.100000,-81.051147,41.757465,,,,1123.0,65.0,
2022-08-14 23:58:06.200000,-81.051109,41.757481,0.0,,,1123.0,65.0,
2022-08-14 23:58:06.300000,-81.051071,41.757496,,,,1123.0,65.0,
2022-08-14 23:58:06.400000,-81.051033,41.757511,,,632.45,1123.0,65.0,221.0
2022-08-14 23:58:06.500000,-81.050995,41.757526,,,632.45,1123.0,65.0,221.0
2022-08-14 23:58:06.600000,-81.050957,41.757542,,,,1123.0,65.0,
2022-08-14 23:58:06.700000,-81.050919,41.757557,0.0,,632.45,1123.0,65.0,221.0
2022-08-14 23:58:06.800000,-81.05088,41.757572,,,632.45,1123.0,65.0,221.0
2022-08-14 23:58:06.900000,-81.050842,41.757584,,,,1123.0,65.0,
2022-08-14 23:58:07.000000,-81.050804,41.757599,,,632.45,1123.0,65.0,221.0
2022-08-14 23:58:07.100000,-81.050766,41.757614,,,,1123.0,65.0,
2022-08-14 23:58:07.200000,-81.050728,41.757629,0.0,,632.45,1123.0,65.0,221.0
2022-08-14 23:58:07.300000,-81.05069,41.757645,,,632.45,1123.0,65.0,221.0
2022-08-14 23:58:07.400000,-81.050652,41.75766,,,,1123.0,65.0,
2022-08-14 23:58:07.500000,-81.050613,41.757675,,,632.45,1123.0,65.0,221.0
2022-08-14 23:58:07.600000,-81.050575,41.75769,,,632.45,1123.0,65.0,221.0
2022-08-14 23:58:07.700000,-81.050537,41.757706,0.0,,,1123.0,65.0,
2022-08-14 23:58:07.800000,-81.050499,41.757721,,,632.45,1123.0,65.0,221.0
2022-08-14 23:58:07.844012,-81.050484,41.757725,,eventA5,,,,
2022-08-14 23:58:07.898643,-81.050468,41.757732,,NR SCG Modification Attempt,,,,
2022-08-14 23:58:07.900000,-81.050461,41.757736,,,632.45,1123.0,65.0,574.0
2022-08-14 23:58:07.915775,-81.050461,41.757736,,NR SCG Modification Success,,,,
2022-08-14 23:58:07.941036,-81.050453,41.75774,,,,,,
2022-08-14 23:58:07.941573,-81.050446,41.75774,,PRACH: Msg1(RA),,,,
2022-08-14 23:58:07.963972,-81.050438,41.757744,,PRACH: Msg2(RAR),,,,
