idx,size,avail,enc_fin,offload,inf,recv
0,38912,1660276610017,1660276610052,1660276610052,63,1660276610365
4,38912,1660276610416,1660276610451,1660276610452,63,1660276610745
8,38912,1660276610817,1660276610852,1660276610852,63,1660276611147
12,38912,1660276611217,1660276611252,1660276611252,63,1660276611536
16,38912,1660276611617,1660276611652,1660276611652,63,1660276611952
20,38912,1660276612017,1660276612052,1660276612052,63,1660276612319
24,38912,1660276612417,1660276612452,1660276612452,63,1660276612726
28,38912,1660276612817,1660276612852,1660276612852,63,1660276613117
32,38912,1660276613217,1660276613252,1660276613252,63,1660276613526
36,38912,1660276613617,1660276613652,1660276613653,63,1660276613926
40,38912,1660276614017,1660276614052,1660276614052,63,1660276614317
44,38912,1660276614417,1660276614452,1660276614452,63,1660276614736
48,38912,1660276614817,1660276614852,1660276614852,63,1660276615126
52,38912,1660276615217,1660276615252,1660276615252,63,1660276615536
56,38912,1660276615617,1660276615652,1660276615652,65,1660276615946
60,38912,1660276616017,1660276616051,1660276616052,63,1660276616336
64,38912,1660276616417,1660276616452,1660276616452,63,1660276616726
68,38912,1660276616817,1660276616852,1660276616852,63,1660276617126
72,38912,1660276617217,1660276617252,1660276617252,63,1660276617551
76,38912,1660276617617,1660276617652,1660276617652,63,1660276617951
80,38912,1660276618017,1660276618052,1660276618052,63,1660276618343
84,38912,1660276618417,1660276618452,1660276618452,63,1660276618717
88,38912,1660276618817,1660276618852,1660276618852,63,1660276619151
92,38912,1660276619217,1660276619252,1660276619252,63,1660276619561
96,38912,1660276619617,1660276619652,1660276619652,63,1660276619936
100,38912,1660276620017,1660276620052,1660276620052,63,1660276620336
104,38912,1660276620417,1660276620452,1660276620452,63,1660276620726
108,38912,1660276620817,1660276620852,1660276620852,63,1660276621117
112,38912,1660276621217,1660276621252,1660276621252,63,1660276621536
116,38912,1660276621617,1660276621651,1660276621652,63,1660276621944
120,38912,1660276622017,1660276622052,1660276622052,63,1660276622343
124,38912,1660276622417,1660276622452,1660276622452,63,1660276622727
128,38912,1660276622817,1660276622851,1660276622852,63,1660276623136
132,38912,1660276623217,1660276623252,1660276623252,63,1660276623542
136,38912,1660276623617,1660276623652,1660276623653,63,1660276623942
140,38912,1660276624017,1660276624051,1660276624052,63,1660276624334
144,38912,1660276624417,1660276624451,1660276624452,63,1660276624726
148,38912,1660276624817,1660276624852,1660276624852,63,1660276625136
152,38912,1660276625217,1660276625252,1660276625252,63,1660276625551
156,38912,1660276625617,1660276625652,1660276625652,63,1660276625943
160,38912,1660276626016,1660276626051,1660276626052,63,1660276626336
164,38912,1660276626417,1660276626452,1660276626452,63,1660276626736
168,38912,1660276626817,1660276626852,1660276626852,63,1660276627136
172,38912,1660276627217,1660276627252,1660276627252,63,1660276627524
176,38912,1660276627617,1660276627652,1660276627653,63,1660276627936
180,38912,1660276628017,1660276628052,1660276628052,63,1660276628336
184,38912,1660276628417,1660276628452,1660276628452,63,1660276628751
188,38912,1660276628816,1660276628851,1660276628852,63,1660276629117
192,38912,1660276629217,1660276629252,1660276629252,63,1660276629552
