,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
0,2022-08-11 22:51:32.000000,-97.28727,40.821999,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2022-08-11 22:51:32.900000,-97.28727,40.821999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.0,Band 5,2561.0,20561.0,10.0,10.0,-96.38,-11.0,-68.31,,,18.0,7.8,11.5,0.0,1.0,100.0,0.0,0.0,0.0,TM4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50738.0,NonCA,,Band 5,,,,
2,2022-08-11 22:51:32.947502,-97.28727,40.821999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2022-08-11 22:51:33.000000,-97.28727,40.821999,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,398.0,Band 5,2561.0,20561.0,10.0,10.0,-92.63,-8.74,-66.91,,,18.5,8.08,11.0,0.0,,,,,,TM4,12.0,,,,,,,,,,,,,,,,,0.001,,0.001,,,,,,,,0.001,,0.001,,,,,50738.0,NonCA,,Band 5,,,,
4,2022-08-11 22:51:33.100000,-97.28727,40.821999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.0,Band 5,2561.0,20561.0,10.0,10.0,-92.14,-7.18,-67.89,,,12.5,7.96,9.5,0.0,,,,,,TM4,0.0,,0.0,,,QPSK,,,3.0,,,,,,0.0,,,,,,3.0,,,,0.0,,,,,,,,,,50738.0,NonCA,,Band 5,,,,
5,2022-08-11 22:51:33.200000,-97.28727,40.821999,-97.28727,40.822,22:51:33,89.0,135.0,135.0,,1.0,2.0,,3.0,42.0,215.0,32.0,4.0,70.0,321.0,28.0,6.0,0.0,0.0,21.0,9.0,32.0,308.0,21.0,,,,,,398.0,Band 5,2561.0,20561.0,10.0,10.0,-93.97,-8.0,-68.53,,,,8.2,,,1.0,100.0,0.0,0.0,0.0,TM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50738.0,NonCA,,Band 5,,,,
6,2022-08-11 22:51:33.300000,-97.287178,40.821999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.0,Band 5,2561.0,20561.0,10.0,10.0,-93.54,-7.27,-69.27,,,9.5,9.57,11.0,0.0,,,,,,TM4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,50738.0,NonCA,,Band 5,0.0,0.0,0.0,0.0
7,2022-08-11 22:51:33.800000,-97.286728,40.821999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,,,,,,TM4,4.0,,,,8.0,,,16QAM,,3.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,NonCA,,0.0,0.0,0.0,0.0
8,2022-08-11 22:51:33.900000,-97.286636,40.821999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,12.14,9.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,0.0,,,,,,,,,
9,2022-08-11 22:51:34.000000,-97.286552,40.821999,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,0.01,0.01,0.0,0.01,,,0.001,0.015,0.001,0.004,,,0.01,0.01,,,0.001,0.015,0.001,0.004,,,,,,,,,,,,
