TIME_STAMP,Lon,Lat,Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Event 5G-NR/LTE Events,5G KPI PCell RF Frequency [MHz],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,5G KPI PCell RF Serving PCI
2022-08-10 01:20:16.000000,-113.001778,37.770599,,,,,,
2022-08-10 01:20:16.800000,-113.001778,37.770599,0.0,,,,,
2022-08-10 01:20:16.859187,-113.001778,37.770599,,,,,,
2022-08-10 01:20:16.900000,-113.001778,37.770599,,,,675.0,323.0,
2022-08-10 01:20:17.000000,-113.001778,37.770599,,,2644.95,675.0,323.0,323.0
2022-08-10 01:20:17.300000,-113.001678,37.770664,0.0,,2644.95,,,323.0
2022-08-10 01:20:17.400000,-113.00164,37.770687,,,,675.0,323.0,
2022-08-10 01:20:17.500000,-113.00161,37.77071,,,,,,
2022-08-10 01:20:17.700000,-113.001541,37.770756,,,2644.95,,,323.0
2022-08-10 01:20:17.800000,-113.001511,37.770775,0.0,,,,,
2022-08-10 01:20:17.900000,-113.001472,37.770798,,,2644.95,675.0,323.0,323.0
2022-08-10 01:20:18.000000,-113.001442,37.770821,,,,675.0,323.0,
2022-08-10 01:20:18.100000,-113.001404,37.770844,,,2644.95,,,323.0
2022-08-10 01:20:18.200000,-113.001373,37.770863,,,,,,
2022-08-10 01:20:18.300000,-113.001335,37.770885,1.706,,2644.95,675.0,323.0,323.0
2022-08-10 01:20:18.400000,-113.001305,37.770905,,,2644.95,675.0,323.0,323.0
2022-08-10 01:20:18.500000,-113.001266,37.770927,,,2644.95,675.0,323.0,323.0
2022-08-10 01:20:18.600000,-113.001228,37.770947,,,,675.0,323.0,
2022-08-10 01:20:18.700000,-113.001198,37.770966,,,2644.95,675.0,323.0,323.0
2022-08-10 01:20:18.800000,-113.00116,37.770988,1.707,,2644.95,675.0,323.0,323.0
2022-08-10 01:20:18.900000,-113.001129,37.771008,,,,675.0,323.0,
2022-08-10 01:20:19.000000,-113.001091,37.77103,,,2644.95,675.0,323.0,323.0
2022-08-10 01:20:19.100000,-113.001053,37.771049,,,,675.0,323.0,
2022-08-10 01:20:19.200000,-113.001022,37.771069,,,2644.95,675.0,323.0,323.0
2022-08-10 01:20:19.300000,-113.000984,37.771091,,,,675.0,323.0,
2022-08-10 01:20:19.400000,-113.000946,37.771111,2.551,,2644.95,675.0,323.0,323.0
2022-08-10 01:20:19.500000,-113.000916,37.77113,,,2644.95,675.0,323.0,323.0
2022-08-10 01:20:19.600000,-113.000877,37.771149,,,,675.0,323.0,
2022-08-10 01:20:19.700000,-113.000839,37.771168,,,2644.95,675.0,323.0,323.0
2022-08-10 01:20:19.800000,-113.000801,37.771191,,,2644.95,675.0,323.0,323.0
2022-08-10 01:20:19.868939,-113.000778,37.771202,,,,,,
2022-08-10 01:20:19.868939,-77.750717,43.120289,,eventA3,,,,
2022-08-10 01:20:19.888186,-113.000771,37.771206,,,,,,
2022-08-10 01:20:19.888186,-77.750717,43.120289,,NR SCG Modification Attempt,,,,
2022-08-10 01:20:19.891065,-77.750717,43.120289,,NR SCG Modification Success,,,,
2022-08-10 01:20:19.891065,-113.000771,37.771206,,,,,,
2022-08-10 01:20:19.900000,-113.000771,37.77121,1.706,,2644.95,675.0,323.0,322.0
2022-08-10 01:20:19.960882,-113.000748,37.771221,,,,,,
2022-08-10 01:20:19.961118,-77.750717,43.120289,,PRACH: Msg1(RA),,,,
2022-08-10 01:20:19.961118,-113.000748,37.771221,,,,,,
2022-08-10 01:20:19.961895,-77.750717,43.120289,,PRACH: Msg2(RAR),,,,
2022-08-10 01:20:19.961895,-113.000748,37.771221,,,,,,
2022-08-10 01:20:19.961895,-113.000748,37.771221,,,,,,
2022-08-10 01:20:19.961895,-77.750717,43.120289,,PRACH: Msg3(UE ID),,,,
2022-08-10 01:20:19.962235,-113.000748,37.771221,,,,,,
