idx,size,avail,enc_fin,offload,inf,recv
0,51200,1660497100285,1660497100291,1660497100292,26,1660497100756
15,51200,1660497100785,1660497100792,1660497100792,26,1660497101036
23,51200,1660497101053,1660497101060,1660497101061,26,1660497101315
31,51200,1660497101318,1660497101324,1660497101325,26,1660497101789
46,51200,1660497101818,1660497101824,1660497101825,26,1660497102112
55,51200,1660497102118,1660497102124,1660497102125,26,1660497102391
64,51200,1660497102418,1660497102424,1660497102425,26,1660497102752
75,51200,1660497102785,1660497102791,1660497102792,26,1660497103090
85,51200,1660497103118,1660497103124,1660497103125,26,1660497103529
98,51200,1660497103551,1660497103558,1660497103558,26,1660497104009
112,51200,1660497104018,1660497104024,1660497104025,26,1660497104331
122,51200,1660497104351,1660497104358,1660497104358,26,1660497104649
131,51200,1660497104651,1660497104658,1660497104658,26,1660497104968
141,51200,1660497104985,1660497104991,1660497104992,26,1660497105449
155,51200,1660497105451,1660497105458,1660497105459,26,1660497105753
165,51200,1660497105785,1660497105791,1660497105792,26,1660497106091
175,51200,1660497106118,1660497106124,1660497106125,26,1660497106578
189,51200,1660497106584,1660497106591,1660497106591,26,1660497106888
199,51200,1660497106918,1660497106924,1660497106925,26,1660497107214
208,51200,1660497107218,1660497107224,1660497107225,26,1660497107531
218,51200,1660497107551,1660497107558,1660497107558,26,1660497107864
228,51200,1660497107885,1660497107891,1660497107892,26,1660497108328
242,51200,1660497108351,1660497108358,1660497108358,26,1660497108808
256,51200,1660497108818,1660497108824,1660497108825,26,1660497109091
265,51200,1660497109118,1660497109124,1660497109125,26,1660497109446
275,51200,1660497109451,1660497109458,1660497109458,26,1660497109771
285,51200,1660497109784,1660497109791,1660497109792,26,1660497110091
295,51200,1660497110118,1660497110124,1660497110125,26,1660497110569
309,51200,1660497110584,1660497110591,1660497110592,26,1660497111049
323,51200,1660497111051,1660497111058,1660497111059,26,1660497111368
333,51200,1660497111384,1660497111391,1660497111392,26,1660497111849
347,51200,1660497111851,1660497111858,1660497111858,26,1660497112171
357,51200,1660497112184,1660497112191,1660497112192,26,1660497112650
371,51200,1660497112651,1660497112657,1660497112658,26,1660497112967
381,51200,1660497112984,1660497112991,1660497112992,26,1660497113449
395,51200,1660497113451,1660497113458,1660497113458,26,1660497113769
405,51200,1660497113784,1660497113791,1660497113792,26,1660497114249
419,51200,1660497114251,1660497114258,1660497114258,26,1660497114729
434,51200,1660497114751,1660497114758,1660497114758,26,1660497115048
443,51200,1660497115051,1660497115057,1660497115058,26,1660497115368
453,51200,1660497115384,1660497115391,1660497115392,26,1660497115848
467,51200,1660497115851,1660497115857,1660497115858,26,1660497116154
477,51200,1660497116184,1660497116191,1660497116192,26,1660497116489
487,51200,1660497116518,1660497116524,1660497116525,26,1660497117129
506,51200,1660497117151,1660497117157,1660497117158,26,1660497117608
520,51200,1660497117618,1660497117624,1660497117625,26,1660497117928
530,51200,1660497117951,1660497117958,1660497117958,26,1660497118410
544,51200,1660497118418,1660497118424,1660497118425,26,1660497118728
554,51200,1660497118751,1660497118757,1660497118758,26,1660497119051
563,51200,1660497119051,1660497119057,1660497119058,26,1660497119529
578,51200,1660497119551,1660497119557,1660497119558,26,1660497119933
590,51200,1660497119951,1660497119957,1660497119958,26,1660497120233
