idx,size,avail,enc_fin,offload,inf,recv
0,51200,1660591910957,1660591910963,1660591910963,26,1660591911400
14,51200,1660591911423,1660591911429,1660591911430,26,1660591911761
25,51200,1660591911790,1660591911796,1660591911796,26,1660591912082
34,51200,1660591912090,1660591912096,1660591912097,26,1660591912359
43,51200,1660591912390,1660591912396,1660591912397,26,1660591912649
51,51200,1660591912656,1660591912663,1660591912663,26,1660591912892
59,51200,1660591912923,1660591912929,1660591912930,26,1660591913153
66,51200,1660591913156,1660591913163,1660591913163,26,1660591913361
73,51200,1660591913390,1660591913396,1660591913397,26,1660591913642
81,51200,1660591913656,1660591913663,1660591913663,26,1660591913942
90,51200,1660591913956,1660591913963,1660591913964,26,1660591914210
98,51200,1660591914223,1660591914229,1660591914230,26,1660591914474
106,51200,1660591914490,1660591914496,1660591914497,26,1660591914809
116,51200,1660591914823,1660591914829,1660591914830,26,1660591915092
125,51200,1660591915124,1660591915131,1660591915131,26,1660591915412
134,51200,1660591915423,1660591915429,1660591915430,26,1660591915684
142,51200,1660591915690,1660591915696,1660591915697,26,1660591916021
152,51200,1660591916023,1660591916029,1660591916030,26,1660591916285
160,51200,1660591916290,1660591916296,1660591916297,26,1660591916563
169,51200,1660591916590,1660591916596,1660591916597,26,1660591916869
178,51200,1660591916890,1660591916896,1660591916897,26,1660591917160
187,51200,1660591917190,1660591917196,1660591917197,26,1660591917461
196,51200,1660591917489,1660591917496,1660591917497,26,1660591917842
207,51200,1660591917856,1660591917863,1660591917863,26,1660591918112
215,51200,1660591918123,1660591918129,1660591918130,26,1660591918411
224,51200,1660591918423,1660591918429,1660591918430,26,1660591918703
233,51200,1660591918723,1660591918729,1660591918730,26,1660591918962
241,51200,1660591918990,1660591918996,1660591918997,26,1660591919243
249,51200,1660591919256,1660591919263,1660591919263,26,1660591919553
258,51200,1660591919556,1660591919563,1660591919564,26,1660591919761
265,51200,1660591919790,1660591919796,1660591919797,26,1660591920004
272,51200,1660591920023,1660591920029,1660591920030,26,1660591920292
281,51200,1660591920323,1660591920329,1660591920330,26,1660591920552
288,51200,1660591920556,1660591920562,1660591920563,26,1660591920811
296,51200,1660591920823,1660591920829,1660591920830,26,1660591921130
306,51200,1660591921156,1660591921163,1660591921164,26,1660591921385
313,51200,1660591921389,1660591921396,1660591921397,26,1660591921583
319,51200,1660591921590,1660591921596,1660591921596,26,1660591921822
326,51200,1660591921823,1660591921829,1660591921830,26,1660591922019
332,51200,1660591922023,1660591922029,1660591922030,26,1660591922202
338,51200,1660591922223,1660591922229,1660591922230,26,1660591922461
346,51200,1660591922489,1660591922496,1660591922497,26,1660591922689
352,51200,1660591922689,1660591922696,1660591922696,26,1660591922890
359,51200,1660591922923,1660591922929,1660591922930,26,1660591923238
369,51200,1660591923256,1660591923263,1660591923263,26,1660591923462
376,51200,1660591923489,1660591923496,1660591923497,26,1660591923732
384,51200,1660591923756,1660591923763,1660591923763,26,1660591924054
393,51200,1660591924056,1660591924063,1660591924063,26,1660591924311
401,51200,1660591924323,1660591924329,1660591924330,26,1660591924552
408,51200,1660591924556,1660591924562,1660591924563,26,1660591924883
418,51200,1660591924889,1660591924896,1660591924896,26,1660591925172
427,51200,1660591925190,1660591925196,1660591925197,26,1660591925430
435,51200,1660591925456,1660591925463,1660591925463,26,1660591925834
447,51200,1660591925856,1660591925862,1660591925863,26,1660591926059
454,51200,1660591926089,1660591926096,1660591926096,26,1660591926342
462,51200,1660591926356,1660591926363,1660591926363,26,1660591926602
470,51200,1660591926623,1660591926629,1660591926630,26,1660591926842
477,51200,1660591926856,1660591926863,1660591926863,26,1660591927063
484,51200,1660591927089,1660591927096,1660591927096,26,1660591927321
491,51200,1660591927323,1660591927329,1660591927330,26,1660591927522
497,51200,1660591927523,1660591927529,1660591927530,26,1660591927752
504,51200,1660591927756,1660591927763,1660591927763,26,1660591928091
515,51200,1660591928123,1660591928129,1660591928130,26,1660591928344
522,51200,1660591928356,1660591928362,1660591928363,26,1660591928571
529,51200,1660591928589,1660591928596,1660591928597,26,1660591928841
537,51200,1660591928856,1660591928863,1660591928863,26,1660591929110
545,51200,1660591929123,1660591929129,1660591929130,26,1660591929371
553,51200,1660591929389,1660591929396,1660591929397,26,1660591929662
562,51200,1660591929689,1660591929696,1660591929697,26,1660591929910
569,51200,1660591929923,1660591929929,1660591929930,26,1660591930131
576,51200,1660591930156,1660591930163,1660591930163,26,1660591930372
583,51200,1660591930389,1660591930396,1660591930396,26,1660591930612
590,51200,1660591930623,1660591930629,1660591930630,26,1660591930841
