TIME_STAMP,Lat,Lon,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Event 5G-NR/LTE Events,5G KPI PCell RF Frequency [MHz],LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving PCI,5G KPI PCell RF Serving PCI,LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI SCell[1] MAC DL Throughput[Mbps],LTE KPI SCell[2] MAC DL Throughput[Mbps],LTE KPI SCell[3] MAC DL Throughput[Mbps],LTE KPI SCell[4] MAC DL Throughput[Mbps],5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC DL Throughput [Mbps],LTE KPI PCell Serving BandWidth(DL),5G KPI PCell RF BandWidth,LTE KPI PCell DL MCS0,5G KPI PCell Layer1 DL MCS (Avg),LTE KPI PDSCH BLER[%],5G KPI PCell Layer1 DL BLER [%],LTE KPI PCell Serving RSRP[dBm],5G KPI PCell RF Serving SS-RSRP [dBm],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI SCell[1] MAC UL Throughput[Mbps],LTE KPI SCell[2] MAC UL Throughput[Mbps],LTE KPI SCell[3] MAC UL Throughput[Mbps],LTE KPI SCell[4] MAC UL Throughput[Mbps],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[3] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[4] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[5] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[6] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[7] Layer2 MAC UL Throughput [Mbps],LTE KPI PCell UL MCS,5G KPI PCell Layer1 UL MCS (Avg),LTE KPI PUSCH BLER[%],5G KPI PCell Layer1 UL BLER [%],Smart Phone Smart Throughput Mobile Network Tx Byte
2022-08-12 20:36:09.000000,41.51759,-94.138702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 20:36:09.355217,41.51759,-94.138702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 20:36:09.400000,41.51759,-94.138702,0.0,,,676.0,375.0,,,,,,,0.0,,,,,,,,15.0,,,,,,-99.19,,0.0,,,,,,0.0,,,,,,,,,,,,0.0
2022-08-12 20:36:09.500000,41.51759,-94.138672,,,,676.0,375.0,,,,,,,,,,,,,,,15.0,,0.0,,0.0,,-100.25,,,,,,,,,,,,,,,,,,,,
2022-08-12 20:36:09.600000,41.51759,-94.138641,,,632.45,,,774.0,,,,,,0.0,,,,,,,,,,,,,,,-93.38,,,,,,,,,,,,,,,,,,,
2022-08-12 20:36:09.700000,41.51759,-94.138603,,,,676.0,375.0,,,,,,,0.0,,,,,,,,15.0,,,,,,-97.63,,,,,,,,0.0,,,,,,,,,,,,
2022-08-12 20:36:09.900000,41.51759,-94.138542,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0
2022-08-12 20:36:10.000000,41.51759,-94.138512,,,632.45,,,774.0,,,,,,0.0,,,,,,,,,,,,,,,-94.11,,0.0,,,,,0.0,,,,,,,,,,0.0,,
2022-08-12 20:36:10.100000,41.51759,-94.138481,,,,676.0,375.0,,,,,,,0.0,,,,,,,,15.0,,,,,,-103.94,,,,,,,,0.0,,,,,,,,,,,,
2022-08-12 20:36:10.200000,41.51759,-94.138443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-12 20:36:10.400000,41.51759,-94.138382,0.0,,632.45,,,774.0,,,,,,0.0,,,,,,,,,,,,,,,-94.1,0.0,,,,,,0.0,,,,,,,,,,,,0.0
2022-08-12 20:36:10.500000,41.51759,-94.138351,,,,676.0,375.0,,,,,,,0.0,,,,,,,,15.0,,,,,,-103.81,,,,,,,,0.0,,,,,,,,,,,,
2022-08-12 20:36:10.700000,41.51759,-94.13829,,,632.45,,,774.0,,,,,,0.0,,,,,,,,,,,,,,,-93.42,,,,,,,0.0,,,,,,,,,,,,
2022-08-12 20:36:10.800000,41.51759,-94.13826,,,,676.0,375.0,,,,,,,0.0,,,,,,,,15.0,,,,,,-103.63,,,,,,,,0.0,,,,,,,,,,,,
2022-08-12 20:36:10.900000,41.51759,-94.138229,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0
2022-08-12 20:36:11.000000,41.51759,-94.138191,,,632.45,676.0,375.0,774.0,0.013,,,,,0.0,,,,,,,,15.0,,,,,,-103.88,-92.99,,0.268,,,,,0.0,,,,,,,,,,,,
2022-08-12 20:36:11.100000,41.51759,-94.138161,,,632.45,676.0,375.0,774.0,,,,,,0.0,,,,,,,,15.0,,,,,,-103.07,-93.14,,,,,,,,,,,,,,,19.0,,40.0,,
2022-08-12 20:36:11.200000,41.51759,-94.13813,,,,676.0,375.0,,,,,,,0.0,,,,,,,,15.0,,,,,,-102.91,,,,,,,,0.014,,,,,,,,3.64,0.0,25.71,0.0,
2022-08-12 20:36:11.300000,41.51759,-94.1381,,,,676.0,375.0,,,,,,,0.0,,,,,,,,15.0,,3.0,,0.0,,-101.7,,,,,,,,0.0,,,,,,,,2.74,,0.0,,
