PING 3.19.94.93 (3.19.94.93) 38(66) bytes of data.
46 bytes from 3.19.94.93: icmp_seq=1 ttl=37 time=52.5 ms
46 bytes from 3.19.94.93: icmp_seq=2 ttl=37 time=67.1 ms
46 bytes from 3.19.94.93: icmp_seq=3 ttl=37 time=66.1 ms
46 bytes from 3.19.94.93: icmp_seq=4 ttl=37 time=84.5 ms
46 bytes from 3.19.94.93: icmp_seq=5 ttl=37 time=67.4 ms
46 bytes from 3.19.94.93: icmp_seq=6 ttl=37 time=56.6 ms
46 bytes from 3.19.94.93: icmp_seq=7 ttl=37 time=55.7 ms
46 bytes from 3.19.94.93: icmp_seq=8 ttl=37 time=89.4 ms
46 bytes from 3.19.94.93: icmp_seq=9 ttl=37 time=57.5 ms
46 bytes from 3.19.94.93: icmp_seq=10 ttl=37 time=85.5 ms
46 bytes from 3.19.94.93: icmp_seq=11 ttl=37 time=63.5 ms
46 bytes from 3.19.94.93: icmp_seq=12 ttl=37 time=61.7 ms
46 bytes from 3.19.94.93: icmp_seq=13 ttl=37 time=115 ms
46 bytes from 3.19.94.93: icmp_seq=14 ttl=37 time=59.4 ms
46 bytes from 3.19.94.93: icmp_seq=15 ttl=37 time=72.5 ms
46 bytes from 3.19.94.93: icmp_seq=16 ttl=37 time=50.7 ms
46 bytes from 3.19.94.93: icmp_seq=17 ttl=37 time=63.6 ms
46 bytes from 3.19.94.93: icmp_seq=18 ttl=37 time=67.7 ms
46 bytes from 3.19.94.93: icmp_seq=19 ttl=37 time=63.3 ms
46 bytes from 3.19.94.93: icmp_seq=20 ttl=37 time=366 ms
46 bytes from 3.19.94.93: icmp_seq=21 ttl=37 time=157 ms
46 bytes from 3.19.94.93: icmp_seq=22 ttl=37 time=68.4 ms
46 bytes from 3.19.94.93: icmp_seq=23 ttl=37 time=86.9 ms
46 bytes from 3.19.94.93: icmp_seq=24 ttl=37 time=67.5 ms
46 bytes from 3.19.94.93: icmp_seq=25 ttl=37 time=96.4 ms
46 bytes from 3.19.94.93: icmp_seq=26 ttl=37 time=53.6 ms
46 bytes from 3.19.94.93: icmp_seq=27 ttl=37 time=62.4 ms
46 bytes from 3.19.94.93: icmp_seq=30 ttl=37 time=565 ms
46 bytes from 3.19.94.93: icmp_seq=28 ttl=37 time=980 ms
46 bytes from 3.19.94.93: icmp_seq=31 ttl=37 time=358 ms
46 bytes from 3.19.94.93: icmp_seq=29 ttl=37 time=775 ms
46 bytes from 3.19.94.93: icmp_seq=32 ttl=37 time=151 ms
46 bytes from 3.19.94.93: icmp_seq=33 ttl=37 time=47.1 ms
46 bytes from 3.19.94.93: icmp_seq=34 ttl=37 time=77.2 ms
46 bytes from 3.19.94.93: icmp_seq=35 ttl=37 time=56.7 ms
46 bytes from 3.19.94.93: icmp_seq=36 ttl=37 time=92.2 ms
46 bytes from 3.19.94.93: icmp_seq=37 ttl=37 time=54.6 ms
46 bytes from 3.19.94.93: icmp_seq=38 ttl=37 time=63.8 ms
46 bytes from 3.19.94.93: icmp_seq=39 ttl=37 time=54.8 ms
46 bytes from 3.19.94.93: icmp_seq=40 ttl=37 time=63.2 ms
46 bytes from 3.19.94.93: icmp_seq=41 ttl=37 time=55.3 ms
46 bytes from 3.19.94.93: icmp_seq=42 ttl=37 time=52.4 ms
46 bytes from 3.19.94.93: icmp_seq=43 ttl=37 time=52.8 ms
46 bytes from 3.19.94.93: icmp_seq=44 ttl=37 time=62.7 ms
46 bytes from 3.19.94.93: icmp_seq=45 ttl=37 time=51.1 ms
46 bytes from 3.19.94.93: icmp_seq=46 ttl=37 time=59.6 ms
46 bytes from 3.19.94.93: icmp_seq=47 ttl=37 time=59.1 ms
46 bytes from 3.19.94.93: icmp_seq=48 ttl=37 time=52.8 ms
46 bytes from 3.19.94.93: icmp_seq=49 ttl=37 time=60.8 ms
46 bytes from 3.19.94.93: icmp_seq=50 ttl=37 time=59.5 ms
46 bytes from 3.19.94.93: icmp_seq=51 ttl=37 time=59.3 ms
46 bytes from 3.19.94.93: icmp_seq=52 ttl=37 time=75.3 ms
46 bytes from 3.19.94.93: icmp_seq=53 ttl=37 time=67.6 ms
46 bytes from 3.19.94.93: icmp_seq=54 ttl=37 time=67.3 ms
46 bytes from 3.19.94.93: icmp_seq=55 ttl=37 time=66.5 ms
