,TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,GPS Satellite Status NMEA GPS List[0] PRN,GPS Satellite Status NMEA GPS List[0] Elevation,GPS Satellite Status NMEA GPS List[0] Azimuth,GPS Satellite Status NMEA GPS List[0] SNR [dB],GPS Satellite Status NMEA GPS List[1] PRN,GPS Satellite Status NMEA GPS List[1] Elevation,GPS Satellite Status NMEA GPS List[1] Azimuth,GPS Satellite Status NMEA GPS List[1] SNR [dB],GPS Satellite Status NMEA GPS List[2] PRN,GPS Satellite Status NMEA GPS List[2] Elevation,GPS Satellite Status NMEA GPS List[2] Azimuth,GPS Satellite Status NMEA GPS List[2] SNR [dB],GPS Satellite Status NMEA GPS List[3] PRN,GPS Satellite Status NMEA GPS List[3] Elevation,GPS Satellite Status NMEA GPS List[3] Azimuth,GPS Satellite Status NMEA GPS List[3] SNR [dB],Event Technology,Event LTE Events,Event 5G-NR/LTE Events,Event Port Number,LTE KPI Chip Type,LTE KPI PCell Serving PCI,LTE KPI PCell Serving Band,LTE KPI PCell Serving EARFCN(DL),LTE KPI PCell Serving EARFCN(UL),LTE KPI PCell Serving BandWidth(DL),LTE KPI PCell Serving BandWidth(UL),LTE KPI PCell Serving RSRP[dBm],LTE KPI PCell Serving RSRQ[dB],LTE KPI PCell Serving RSSI[dBm],LTE KPI PCell PUSCH Power[dBm],LTE KPI PCell PUCCH Power[dBm],LTE KPI PCell Total Tx Power[dBm],LTE KPI PCell SINR[dB],LTE KPI PCell WB CQI CW0,LTE KPI PCell WB CQI CW1,LTE KPI PCell WB RI,LTE KPI PCell WB RI1 Rate,LTE KPI PCell WB RI2 Rate,LTE KPI PCell WB RI3 Rate,LTE KPI PCell WB RI4 Rate,LTE KPI PCell Tx Mode,LTE KPI PCell WB PMI 0,LTE KPI PCell M(Tx) x N(Rx) Ant,LTE KPI PCell DL MCS0,LTE KPI PCell DL MCS1,LTE KPI PCell UL MCS,LTE KPI PCell DL Modulation0,LTE KPI PCell DL Modulation1,LTE KPI PCell UL Modulation,LTE KPI Pcell PDSCH PRB Number(Avg),LTE KPI PCell PUSCH PRB Number(Avg),LTE KPI PCell PDSCH PRB Number(Including 0),LTE KPI PCell PDSCH PRB Number TB0(Including 0),LTE KPI PCell PDSCH PRB Number TB1(Including 0),LTE KPI PCell PUSCH PRB Number(Including 0),LTE KPI PCell PDSCH BLER[%],LTE KPI PCell PUSCH BLER[%],LTE KPI PCell PDSCH Throughput[Mbps],LTE KPI PCell PUSCH Throughput[Mbps],LTE KPI PCell MAC DL Throughput[Mbps],LTE KPI PCell MAC UL Throughput[Mbps],LTE KPI PDSCH PRB Number(Avg)(Total),LTE KPI PUSCH PRB Number(Avg)(Total),LTE KPI PDSCH PRB Number(Including 0)(Total),LTE KPI PUSCH PRB Number(Including 0)(Total),LTE KPI PDSCH BLER[%],LTE KPI PUSCH BLER[%],LTE KPI PDSCH Throughput[Mbps],LTE KPI PUSCH Throughput[Mbps],LTE KPI MAC DL Throughput[Mbps],LTE KPI MAC UL Throughput[Mbps],LTE KPI RLC DL Throughput[Mbps],LTE KPI RLC UL Throughput[Mbps],LTE KPI PDCP DL Throughput[Mbps],LTE KPI PDCP UL Throughput[Mbps],LTE KPI TAC,LTE KPI CA Type,LTE KPI UL CA Type,LTE KPI Band Combination,Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte,5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps]
0,2022-08-10 16:15:40.000000,-111.745308,40.736401,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,0.85,0.85,0.81,0.16,,,1.208,0.125,1.208,0.096,,,0.85,0.16,,,1.208,0.125,1.208,0.096,,,,,,,,,,,,,
1,2022-08-10 16:15:40.500000,-111.745308,40.736401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,Band 12,5110.0,23110.0,10.0,10.0,-79.53,-12.7,-49.42,,,-23.31,26.48,14.0,14.0,2.0,0.0,100.0,0.0,0.0,TM4,7.0,,,,,,,,,,,,,,,20.0,,,,,,,,,,20.0,,,,,,,,,39173.0,NonCA,,Band 12,,,,,1.032
2,2022-08-10 16:15:40.500645,-111.745308,40.736401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2022-08-10 16:15:40.600000,-111.745308,40.736401,,,,,,,,,,,8.0,24.0,308.0,26.0,10.0,68.0,323.0,22.0,18.0,38.0,125.0,38.0,23.0,59.0,46.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2022-08-10 16:15:40.700000,-111.745308,40.736401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,Band 12,5110.0,23110.0,10.0,10.0,-79.44,-13.55,-48.61,,,-24.95,25.7,14.0,14.0,2.0,0.0,100.0,0.0,0.0,TM4,7.0,,16.6,21.18,24.2,256QAM,256QAM,256QAM,16.07,5.6,,,,,0.0,28.57,,,,,16.07,5.6,,,0.0,28.57,,,,,,,,,39173.0,NonCA,NonCA,Band 12,,,,,
5,2022-08-10 16:15:40.800000,-111.745308,40.736401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,Band 12,5110.0,23110.0,10.0,10.0,-79.68,-10.19,-52.13,10.77,,-30.47,25.94,14.0,14.0,2.0,0.0,100.0,0.0,0.0,TM4,7.0,,,,22.6,,,256QAM,,3.5,,,,,,0.0,,,,,,3.5,,,,0.0,,,,,,,,,39173.0,NonCA,NonCA,Band 12,,,,,
6,2022-08-10 16:15:40.900000,-111.745308,40.736401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,Band 12,5110.0,23110.0,10.0,10.0,-80.28,-12.05,-50.74,,-22.27,-26.9,25.25,14.0,14.0,2.0,0.0,100.0,0.0,0.0,TM4,7.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,1.442,,0.0,,39173.0,NonCA,,Band 12,0.773,0.032,48294.0,1971.0,
7,2022-08-10 16:15:41.000000,-111.745308,40.736401,,,,,,,,,,,,,,,,,,,,,,,,,,,LTE,,,,LTE Qualcomm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,0.88,0.78,,,,1.316,0.008,1.316,0.008,,,0.88,,,,1.316,0.008,1.316,0.008,,,,,,,,,,,,,0.363
8,2022-08-10 16:15:41.300000,-111.745308,40.736401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,Band 12,5110.0,23110.0,10.0,10.0,-81.13,-10.53,-53.51,,,-30.0,25.98,14.0,14.0,2.0,0.0,100.0,0.0,0.0,TM4,7.0,,13.82,24.75,,256QAM,256QAM,,13.53,,,,,,0.0,,,,,,13.53,,,,0.0,,,,,,0.008,,0.0,,39173.0,NonCA,,Band 12,,,,,
9,2022-08-10 16:15:41.400000,-111.745308,40.736401,-111.74531,40.7364,15:15:41,52.0,118.0,118.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.002,168.0,120.0,
